"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Foa 1999",1999,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months",6,0,19,0,17,6.85,5.61,13.54,12.51,0,0,-0.688337,-1.364012,-0.012663,0,18.917697,"6::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Nixon 2016",2016,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months",6,0,24,0,22,17.74,14.8,24.34,15.8,0,0,-0.424382,-1.009956,0.161193,0,19.558976,"6::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Resick 2008a",2008,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months",6,0,44,0,36,13.16,13.19,10.78,13.29,0,0,0.178092,-0.263285,0.619469,0,20.462882,"6::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months",6,0,141,0,143,19.2,12.7,20.4,13.7,0,0,-0.090578,-0.323309,0.142154,0,21.402329,"6::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Suris 2013",2013,"Trauma-focused versus non trauma-focused interventions; outcome 2: Depressive symptoms, 6 months",6,0,52,0,34,12.01,0.74,13.9,0.81,0,0,-2.438071,-3.009026,-1.867115,0,19.658117,"6::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Covers 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,3,29,6,28,0,0,0,0,0,0,0.482759,0.133563,1.744907,0,4.143816,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,4,13,2,14,0,0,0,0,0,0,2.153846,0.470947,9.850485,0,3.030781,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,2,7,3,17,0,0,0,0,0,0,1.619048,0.341,7.687152,0,2.895011,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,2,7,3,14,0,0,0,0,0,0,1.333333,0.285244,6.232475,0,2.950539,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Foa 1999",1999,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,2,25,7,26,0,0,0,0,0,0,0.297143,0.068154,1.295511,0,3.218167,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,3,8,1,17,0,0,0,0,0,0,6.375,0.779584,52.131183,0,1.632674,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,4,9,6,17,0,0,0,0,0,0,1.259259,0.475669,3.333689,0,6.806902,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kelly 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,30,46,23,58,0,0,0,0,0,0,1.644612,1.123319,2.40782,0,25.52658,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Nixon 2016",2016,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,4,25,3,22,0,0,0,0,0,0,1.173333,0.294313,4.677714,0,3.61753,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Resick 2008a",2008,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,12,56,12,51,0,0,0,0,0,0,0.910714,0.450216,1.842228,0,11.587928,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,53,141,30,143,0,0,0,0,0,0,1.791726,1.222049,2.626966,0,25.431175,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Suris 2013",2013,"Trauma-focused versus non trauma-focused interventions; outcome 3: Dropout from treatment",7,18,52,6,34,0,0,0,0,0,0,1.961538,0.866885,4.438457,0,9.158899,"7::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 4: Adverse events",8,0,13,1,14,0,0,0,0,0,0,0.357143,0.015824,8.060809,0,6.097815,"8::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kelly 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 4: Adverse events",8,2,46,0,58,0,0,0,0,0,0,6.276596,0.308739,127.601633,0,6.520996,"8::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Nixon 2016",2016,"Trauma-focused versus non trauma-focused interventions; outcome 4: Adverse events",8,2,25,2,22,0,0,0,0,0,0,0.88,0.13504,5.734593,0,16.390285,"8::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 4: Adverse events",8,5,141,14,143,0,0,0,0,0,0,0.362209,0.134015,0.97896,0,52.412022,"8::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Suris 2013",2013,"Trauma-focused versus non trauma-focused interventions; outcome 4: Adverse events",8,3,72,2,57,0,0,0,0,0,0,1.1875,0.205301,6.868711,0,18.578882,"8::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Covers 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,21,0,20,8.81,3.98,10.75,3.45,0,0,-0.509875,-1.133151,0.113401,0,12.32902,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,9,0,12,18.33,10.85,26.75,10.21,0,0,-0.770986,-1.673136,0.131164,0,7.282671,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,5,0,14,41.5,13.77,37.15,7.58,0,0,0.441565,-0.591657,1.474788,0,5.853871,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,5,0,11,41.5,13.77,43.73,16.8,0,0,-0.131831,-1.190265,0.926604,0,5.62448,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1999",1999,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,23,0,19,32.43,10.93,39.07,11.55,0,0,-0.580984,-1.202463,0.040495,0,12.374108,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,5,0,16,13.8,7.62,9.47,4.7,0,0,0.763216,-0.273107,1.799539,0,5.824969,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,5,0,11,13.8,7.62,13.45,9.06,0,0,0.038154,-1.019082,1.09539,0,5.635099,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Resick 2008a",2008,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,42,0,38,38.36,12.7,35.11,13.62,0,0,0.244868,-0.195664,0.6854,0,18.042336,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, post-treatment",9,0,141,0,143,45.7,18.5,50.3,18,0,0,-0.251385,-0.484925,-0.017844,0,27.033447,"9::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Covers 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,19,0,17,7,4.59,7.41,4.9,0,0,-0.084604,-0.739264,0.570055,0,13.144499,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,9,0,12,18.89,9.41,28.25,8.92,0,0,-0.984236,-1.909447,-0.059025,0,6.972179,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,4,0,9,32.38,6.99,37.56,15.36,0,0,-0.354356,-1.543396,0.834683,0,4.323058,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,5,0,9,32.38,6.99,50,19.35,0,0,-1.01158,-2.190772,0.167613,0,4.392834,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1999",1999,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,19,0,16,37.16,11.8,41.26,14.02,0,0,-0.311597,-0.981132,0.357938,0,12.629252,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 3 months",10,0,141,0,143,48.8,17.9,50.5,18,0,0,-0.094453,-0.327195,0.138289,0,58.538177,"10::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1999",1999,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 6 months",11,0,19,0,17,34.95,11.45,43.33,17.01,0,0,-0.571488,-1.240605,0.097628,0,17.925579,"11::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Resick 2008a",2008,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 6 months",11,0,43,0,36,39.3,14.15,36,15.03,0,0,0.224486,-0.219736,0.668708,0,30.617271,"11::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 5: Anxiety symptoms, 6 months",11,0,141,0,143,50.4,19.1,50.8,17.1,0,0,-0.022016,-0.254634,0.210602,0,51.45715,"11::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non-trauma focused interventions; outcome 7: Trauma-related beliefs, post-treatment",12,0,5,0,11,88.7,60.92,98.91,54.4,0,0,-0.171337,-1.230672,0.887998,0,10.051165,"12::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Foa 1991",1991,"Trauma-focused versus non-trauma focused interventions; outcome 7: Trauma-related beliefs, post-treatment",12,0,5,0,14,88.7,60.92,91.2,36.72,0,0,-0.054723,-1.076028,0.966581,0,10.81365,"12::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non-trauma focused interventions; outcome 7: Trauma-related beliefs, post-treatment",12,0,5,0,16,98.2,46.58,83.19,31.87,0,0,0.406163,-0.607225,1.419552,0,10.983258,"12::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non-trauma focused interventions; outcome 7: Trauma-related beliefs, post-treatment",12,0,5,0,11,98.2,46.58,102.27,52.61,0,0,-0.07551,-1.133066,0.982045,0,10.085022,"12::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Resick 2008a",2008,"Trauma-focused versus non-trauma focused interventions; outcome 7: Trauma-related beliefs, post-treatment",12,0,42,0,38,-213.26,49.92,-225.21,40.54,0,0,0.258903,-0.181832,0.699637,0,58.066906,"12::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, post-treatment",13,0,9,0,12,1.44,0.73,2.01,0.81,0,0,-0.703957,-1.599917,0.192002,0,17.318501,"13::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, post-treatment",13,0,5,0,11,35.9,22.32,37.27,22.26,0,0,-0.058144,-1.115524,0.999237,0,13.442239,"13::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Katz 2014",2014,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, post-treatment",13,0,5,0,16,35.9,22.32,29.73,13.53,0,0,0.375065,-0.636973,1.387103,0,14.401477,"13::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, post-treatment",13,0,141,0,143,37.5,15.015199,33.4,14.820708,0,0,0.274112,0.040396,0.507828,0,54.837784,"13::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Covers 2021",2021,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, 3 months",14,0,19,0,17,1.42,0.84,1.94,0.97,0,0,-0.562744,-1.231416,0.105928,0,31.439698,"14::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Feske 2008",2008,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, 3 months",14,0,9,0,12,1.41,0.96,2.31,0.93,0,0,-0.91647,-1.83381,0.000871,0,24.383086,"14::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Schnurr 2007",2007,"Trauma-focused versus non trauma-focused interventions; outcome 7: Global mental health/distress, 3 months",14,0,141,0,143,35.6,14.714895,33.8,16.030562,0,0,0.116637,-0.116174,0.349448,0,44.177215,"14::overall","CD013456_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
