"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","mismatch_type","k_rows","k_valid","invalid_rows","double_zero_rows","all_events_rows","sparse_rows","any_zero_rows","event_rate","log_or","rd","or_sig","rd_sig","direction_match"
"CD011535_pub7_data","12::6",12,"6","Anti-IL17 versus other biologics","significance_only",4,4,0,0,0,0,0,0.4725,0.469035989378385,0.0910862640635742,TRUE,FALSE,TRUE
"CD011535_pub7_data","1::5",1,"5","Biologic 1 versus biologic 2","significance_only",2,2,0,0,0,0,0,0.8093,1.05632741436661,0.179844043011878,TRUE,FALSE,TRUE
"CD011535_pub7_data","1::8",1,"8","Biologic 1 versus biologic 2","significance_only",2,2,0,0,0,0,0,0.6474,0.967100075280519,0.177854377075344,TRUE,FALSE,TRUE
"CD011535_pub7_data","1::12",1,"12","Biologic 1 versus biologic 2","significance_only",2,2,0,0,0,0,0,0.8463,0.318265200615272,0.023757495680453,TRUE,FALSE,TRUE
"CD011575_pub3_data","3::overall",3,"","Serious cardiovascular adverse events","significance_only",4,4,0,0,0,0,0,0.0431,0.238345928718493,0.00741403711656956,TRUE,FALSE,TRUE
"CD011575_pub3_data","5::overall",5,"","Non-cardiovascular mortality","direction_only",4,4,0,0,0,0,0,0.0157,0.0183077923316055,-0.000795976710667852,FALSE,FALSE,FALSE
"CD011575_pub3_data","15::overall",15,"","Stroke (excluding Wei)","significance_only",3,3,0,0,0,0,0,0.0152,0.22927397687031,0.00386439742521717,FALSE,TRUE,TRUE
"CD011575_pub3_data","19::overall",19,"","Serious cardioavascular adverse events (excluding JATOS)","significance_only",3,3,0,0,0,0,0,0.0446,0.313423965207536,0.0220489484132033,TRUE,FALSE,TRUE
"CD011575_pub3_data","21::overall",21,"","Cardiovascular mortality (excluding JATOS)","significance_only",3,3,0,0,0,0,0,0.0114,0.45533343157842,0.018129674329366,TRUE,FALSE,TRUE
"CD011600_pub3_data","27::overall",27,"","Death, COPD-related","significance_only",2,2,0,0,0,0,0,0.0053,-0.516406130787442,-0.00291007230665563,TRUE,FALSE,TRUE
"CD011626_pub3_data","7::overall",7,"","Adverse events","significance_only",11,11,0,0,0,8,8,0.1121,0.868656288291068,0.0463229249541619,FALSE,TRUE,TRUE
"CD011627_pub3_data","1::3",1,"3","Number of participants with incontinence-associated dermatitis","significance_only",4,4,0,0,0,1,2,0.1358,-1.16216246026579,-0.151972651773446,FALSE,TRUE,TRUE
"CD011670_pub3_data","2::overall",2,"","Wound infection","direction_only",8,8,0,1,0,3,3,0.0882,-0.0274699304082876,0.0173145975035861,FALSE,FALSE,FALSE
"CD011670_pub3_data","3::overall",3,"","Abdominal abscess","significance_only",5,5,0,1,0,3,3,0.0315,-1.32757081549354,-0.0688903800760823,TRUE,FALSE,TRUE
"CD011689_pub4_data","1::overall",1,"","Death","direction_only",51,51,0,46,0,50,49,1e-04,0.0556949225079278,-7.16282145595379e-05,FALSE,FALSE,FALSE
"CD011689_pub4_data","2::overall",2,"","PPH >= 1000 mL","significance_only",107,107,0,16,0,36,29,0.0365,-0.134392879520958,-0.00211438765543855,TRUE,FALSE,TRUE
"CD011689_pub4_data","4::overall",4,"","Severe maternal morbidity: intensive care admissions","direction_only",12,12,0,5,0,9,7,0.0015,0.0815797891268111,-3.52797617222894e-05,FALSE,FALSE,FALSE
"CD011689_pub4_data","10::overall",10,"","Breastfeeding","direction_only",6,6,0,0,0,0,0,0.8007,0.0110030472136493,-0.00242822728841152,FALSE,FALSE,FALSE
"CD011689_pub4_data","12::overall",12,"","Vomiting","significance_only",101,101,0,4,0,24,16,0.0275,0.337385532209211,0.00922786418233032,TRUE,FALSE,TRUE
"CD011689_pub4_data","20::3",20,"3","Maternal satisfaction","significance_only",6,6,0,0,0,0,0,0.6593,0.0472545029630492,0.00776835593246569,FALSE,TRUE,TRUE
"CD011689_pub4_data","2::1",2,"1","PPH >= 1000 mL","significance_only",188,188,0,28,0,65,52,0.04,-0.0944765544866689,-0.00143566544940996,TRUE,FALSE,TRUE
"CD011689_pub4_data","4::1",4,"1","Severe maternal morbidity: intensive care admissions","direction_only",21,21,0,9,0,15,12,0.0015,0.0753431322464351,-4.20306436913345e-05,FALSE,FALSE,FALSE
"CD011689_pub4_data","10::1",10,"1","Breastfeeding","direction_only",10,10,0,0,0,0,0,0.8011,0.0146526804010563,-0.00285441073581168,FALSE,FALSE,FALSE
"CD011689_pub4_data","1::2",1,"2","Death","direction_only",11,11,0,9,0,11,11,3e-04,-0.0323658267474651,3.03786726956856e-06,FALSE,FALSE,FALSE
"CD011689_pub4_data","15::2",15,"2","Hypertension","significance_only",3,3,0,0,0,0,0,0.0611,-0.966857365234925,-0.0464184044535596,FALSE,TRUE,TRUE
"CD011689_pub4_data","18::2",18,"2","Diarrhoea","significance_only",5,5,0,0,0,3,2,0.0074,1.06190562152344,0.00539675643396069,TRUE,FALSE,TRUE
"CD011762_pub2_data","1::overall",1,"","All-cause mortality","direction_only",206,206,0,12,0,123,110,0.0052,-0.191018376366804,0.000905834800751187,TRUE,TRUE,FALSE
"CD011762_pub2_data","3::overall",3,"","Symptomatic VTE","significance_only",245,245,0,8,0,129,91,0.0083,-0.441696852959463,-0.000751154341132019,TRUE,FALSE,TRUE
"CD011762_pub2_data","4::overall",4,"","Major bleeding","direction_and_significance",291,291,0,7,0,106,99,0.01,-0.0317517982063819,0.00253000413336572,FALSE,TRUE,FALSE
"CD011762_pub2_data","6::overall",6,"","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH","direction_and_significance",163,163,0,3,0,60,51,0.0104,-0.298998769069644,0.000952589830967318,TRUE,FALSE,FALSE
"CD011762_pub2_data","8::overall",8,"","Serious non-hepatic adverse events","direction_only",131,131,0,0,0,50,44,0.0387,-0.184539421798777,0.000402470338898898,TRUE,TRUE,FALSE
"CD011762_pub2_data","9::overall",9,"","Fatal VTE","significance_only",140,140,0,37,0,83,78,0.0148,-0.440164638389827,-0.000322678138980312,TRUE,FALSE,TRUE
"CD011762_pub2_data","11::overall",11,"","Fatal bleeding","direction_only",90,90,0,76,0,90,90,2e-04,-0.359452658593993,0.000303107243439858,FALSE,FALSE,FALSE
"CD011793_pub3_data","1::overall",1,"","Mortality","direction_only",10,10,0,0,0,10,5,0.0234,-0.129149390380807,0.00029311626377993,FALSE,FALSE,FALSE
"CD011806_pub2_data","3::overall",3,"","Clinical relapse (mixed IBD) - sensitivity analysis (fixed-effect)","significance_only",7,7,0,4,0,4,4,0.1435,-0.653892713379348,-0.120026605509693,TRUE,FALSE,TRUE
"CD011841_pub3_data","1::overall",1,"","Mean change in BCVA between baseline and 12 months (? 6)","direction_only",32,32,0,29,0,30,30,0.0136,-0.413252732105548,0.0698079324065766,FALSE,FALSE,FALSE
"CD011858_pub2_data","4::overall",4,"","Death (any cause)","direction_only",5,5,0,0,0,4,1,0.0495,-0.0277969665835258,0.00145243948638737,FALSE,FALSE,FALSE
"CD011858_pub2_data","6::overall",6,"","Activated partial thromboplastin time","direction_only",4,4,0,1,0,4,3,0.0104,0.0469976973911156,-0.000924176819715309,FALSE,FALSE,FALSE
"CD011858_pub2_data","7::overall",7,"","Platelet count","direction_only",3,3,0,1,0,3,3,0.0059,0.499287189351445,-7.58758237946579e-05,FALSE,FALSE,FALSE
"CD011858_pub2_data","8::overall",8,"","Potassium","direction_only",3,3,0,1,0,3,2,0.0087,-0.0536182902448799,0.00566794987057296,FALSE,FALSE,FALSE
"CD011866_pub3_data","5::overall",5,"","Continuous abstinence, longest follow-up","significance_only",9,9,0,5,0,5,5,0.1859,0.55804630332189,0.141009493705331,FALSE,TRUE,TRUE
"CD011885_pub2_data","44::overall",44,"","Adverse effects: insomnia","direction_only",3,3,0,0,0,1,0,0.0631,-0.0742919994157811,8.74944980871033e-05,FALSE,FALSE,FALSE
"CD012067_pub3_data","5::overall",5,"","Death","direction_only",29,29,0,18,0,22,21,0.011,-0.0772341865076233,0.00375482453563974,FALSE,FALSE,FALSE
"CD012067_pub3_data","8::overall",8,"","Diastolic blood pressure [mm Hg]","direction_only",17,17,0,7,0,9,11,0.1986,-0.0514347169492515,0.0517920943309005,FALSE,FALSE,FALSE
"CD012067_pub3_data","13::overall",13,"","Spot urine osmolality [mOsm/kg]","significance_only",16,16,0,5,0,9,6,0.1337,0.563910905079126,0.0416815336431043,TRUE,FALSE,TRUE
"CD012067_pub3_data","15::overall",15,"","Serious adverse events","direction_only",7,7,0,3,0,3,3,0.126,0.0681440409307771,-0.00181392549603588,FALSE,FALSE,FALSE
"CD012067_pub3_data","23::overall",23,"","Adverse events","significance_only",25,25,0,0,0,8,8,0.1331,0.871414943502289,0.0776262956595163,TRUE,FALSE,TRUE
"CD012079_pub2_data","5::overall",5,"","Recurrent prolapse on examination (posterior compartment) ","direction_only",7,7,0,0,0,1,1,0.1354,0.0160998309585344,-0.00894713244435135,FALSE,FALSE,FALSE
"CD012079_pub2_data","12::overall",12,"","Painful intercourse - de novo dyspareunia ","significance_only",19,19,0,0,0,8,6,0.0704,0.33182765743787,0.032651022564682,FALSE,TRUE,TRUE
"CD012152_pub4_data","17::overall",17,"","Neonatal seizures","direction_only",2,2,0,0,0,2,2,8e-04,-0.350689289170142,5.07791569265574e-06,FALSE,FALSE,FALSE
"CD012152_pub4_data","26::overall",26,"","Developmental delay/intellectual impairment at six to seven years of age","significance_only",2,2,0,0,0,0,0,0.112,-0.914468133708683,-0.0867052443513885,FALSE,TRUE,TRUE
"CD012186_pub2_data","1::overall",1,"","SAEs","significance_only",91,91,0,2,0,13,9,0.1114,0.0112301123855269,0.0056856309852699,FALSE,TRUE,TRUE
"CD012214_pub3_data","4::overall",4,"","Abnormal uterine bleeding","direction_only",4,4,0,1,0,3,2,0.0909,-0.217569067969066,0.00508375873975556,FALSE,FALSE,FALSE
"CD012397_pub2_data","7::overall",7,"","Specific behaviours: aggression, other episode of aggression (incidents per treatment days)","direction_only",6,6,0,3,0,3,3,0.0086,0.00999689022699142,-0.00546415152468035,FALSE,FALSE,FALSE
"CD012429_pub2_data","1::overall",1,"","Change in mental state (BPRS)","direction_only",16,16,0,9,0,10,10,0.0781,-0.148856740022046,0.0175062606168759,FALSE,FALSE,FALSE
"CD012429_pub2_data","10::overall",10,"","Akathisia","significance_only",4,4,0,0,0,1,1,0.1419,-0.707567918772771,-0.0990279640898162,FALSE,TRUE,TRUE
"CD012429_pub2_data","14::overall",14,"","Tremor","significance_only",3,3,0,0,0,3,1,0.0249,-1.83673170573121,-0.0544094208615337,TRUE,FALSE,TRUE
"CD012429_pub2_data","22::overall",22,"","Toothache","direction_only",3,3,0,0,0,3,2,0.0178,-0.142657126508819,0.0131370717274816,FALSE,FALSE,FALSE
"CD012503_pub3_data","2::1",2,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on unilateral or bilateral limb RIC intervention)","direction_only",36,36,0,10,0,17,17,0.2995,0.0595779007413067,-0.00697665309962445,FALSE,FALSE,FALSE
"CD012503_pub3_data","4::1",4,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","direction_only",39,39,0,10,0,16,16,0.3438,0.0598548390362853,-0.00827186929862411,FALSE,FALSE,FALSE
"CD012503_pub3_data","4::2",4,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on RIC intervention timing)","significance_only",11,11,0,2,0,5,5,0.45,0.228755519837376,0.0131687262149808,TRUE,FALSE,TRUE
"CD012503_pub3_data","5::1",5,"1","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on the duration of RIC intervention)","direction_only",39,39,0,10,0,19,19,0.332,0.0380360869996252,-0.00805366805420445,FALSE,FALSE,FALSE
"CD012503_pub3_data","5::2",5,"2","Subgroup analysis, recurrence of ischemic stroke at the endpoint (based on the duration of RIC intervention)","significance_only",12,12,0,2,0,3,3,0.4527,0.260644234951404,0.041899961640965,TRUE,FALSE,TRUE
"CD012586_pub2_data","2::1",2,"1","OHSS","significance_only",78,78,0,10,0,22,16,0.1071,-0.103337691902896,-0.00610671184980435,FALSE,TRUE,TRUE
"CD012586_pub2_data","4::2",4,"2","Multiple pregnancy","direction_only",5,5,0,1,0,1,1,0.0814,-0.00206580679766546,0.00394583440937904,FALSE,FALSE,FALSE
"CD012609_pub2_data","3::overall",3,"","Loss of clinical response in patients with exclusively fistulating disease","direction_only",5,5,0,0,0,0,1,0.2961,0.135126005808459,-0.00532956640901648,FALSE,FALSE,FALSE
"CD012635_pub2_data","6::overall",6,"","Venous thromboembolic events in the first 30 days after injury","direction_only",3,3,0,0,0,1,1,0.0548,0.0176536122453024,-0.00988292622437542,FALSE,FALSE,FALSE
"CD012635_pub2_data","2::1",2,"1","All-cause mortality at 24 hours ","direction_only",2,2,0,0,0,0,0,0.0647,-0.11578648787948,0.00521288944809583,FALSE,FALSE,FALSE
"CD012635_pub2_data","8::1",8,"1","Arterial thromboembolic events in the first 30 days after injury","direction_only",2,2,0,0,0,1,1,0.0328,0.0153034675148602,-0.00188785876325321,FALSE,FALSE,FALSE
"CD012642_pub2_data","1::overall",1,"","Mortality (latest time reported up to hospital discharge)","significance_only",21,21,0,5,0,8,8,0.1411,-0.0750312627538696,-0.0644521499939139,FALSE,TRUE,TRUE
"CD012642_pub2_data","6::overall",6,"","Bronchopulmonary dysplasia (? 28 days age)","significance_only",4,4,0,0,0,0,0,0.3395,0.706441243735247,0.19402385505069,FALSE,TRUE,TRUE
"CD012693_pub3_data","11::overall",11,"","Cycle cancellations for poor response","significance_only",26,26,0,2,0,11,5,0.068,-0.378273452348966,-0.0275934838629843,FALSE,TRUE,TRUE
"CD012693_pub3_data","29::overall",29,"","Dose-response: women with at least one transferable embryo","significance_only",10,10,0,0,0,0,0,0.478,0.501563958686381,0.067716917961699,TRUE,FALSE,TRUE
"CD012712_pub2_data","1::overall",1,"","Mortality before hospital discharge","significance_only",59,59,0,15,0,23,19,0.0305,0.159945391087405,0.00529252143417417,FALSE,TRUE,TRUE
"CD012712_pub2_data","6::overall",6,"","Duration of oxygen therapy, days","significance_only",40,40,0,21,0,27,21,0.0563,-0.218411160476181,-0.00493971672605112,TRUE,FALSE,TRUE
"CD012712_pub2_data","14::overall",14,"","Spontaneous intestinal perforation","direction_only",12,12,0,1,0,3,2,0.1089,0.0859029242731285,-0.00196634951236367,FALSE,FALSE,FALSE
"CD012712_pub2_data","17::overall",17,"","Periventricular leukomalacia","significance_only",9,9,0,0,0,1,1,0.1372,-0.243340683935556,-0.0214262996748088,TRUE,FALSE,TRUE
"CD012757_pub2_data","8::overall",8,"","Tumour response measures after treatment (partial response)","significance_only",2,2,0,0,0,0,0,0.3841,0.700727847792009,0.153386831314034,TRUE,FALSE,TRUE
"CD012850_pub2_data","1::overall",1,"","Self-reported joint pain at rest (dichotomous data)","direction_only",6,6,0,2,0,3,3,0.1781,-0.080004173656858,0.024925383934538,FALSE,FALSE,FALSE
"CD012850_pub2_data","5::overall",5,"","Self-reported joint pain at mastication (dichotomous data)","significance_only",4,4,0,1,0,1,1,0.2573,0.757347320082027,0.14953450336274,FALSE,TRUE,TRUE
"CD012850_pub2_data","6::overall",6,"","Muscle pain at rest (dichotomous data)","direction_only",5,5,0,2,0,3,3,0.1818,-0.007613361180345,0.0653121233344932,FALSE,FALSE,FALSE
"CD012850_pub2_data","20::overall",20,"","Frequency of joint noise","significance_only",4,4,0,2,0,2,2,0.3286,-1.56893159554588,-0.346666666666667,FALSE,TRUE,TRUE
"CD012891_pub2_data","7::overall",7,"","Clinical pregnancy","significance_only",7,7,0,0,0,4,2,0.074,0.558406006945085,0.0138622675008681,TRUE,FALSE,TRUE
"CD012905_pub2_data","1::overall",1,"","Development of AKI","significance_only",24,24,0,0,0,2,3,0.2287,-0.306565511731597,-0.0502033126346699,TRUE,FALSE,TRUE
"CD012905_pub2_data","2::overall",2,"","Need for kidney replacement therapy","significance_only",20,20,0,2,0,11,8,0.0935,-0.218824535175179,-0.019427568627622,FALSE,TRUE,TRUE
"CD012905_pub2_data","3::overall",3,"","Death","direction_only",16,16,0,4,0,9,4,0.1373,0.138275212644163,-0.00274947045909246,FALSE,FALSE,FALSE
"CD012905_pub2_data","6::overall",6,"","Duration of ICU stay [days]","significance_only",7,7,0,5,0,6,6,0.0185,0.981437990385479,0.090176592797784,TRUE,FALSE,TRUE
"CD012905_pub2_data","8::overall",8,"","Sensitivity analysis: development of AKI based on risk of attrition bias","significance_only",8,8,0,0,0,1,1,0.2598,-0.470637608297703,-0.0599633218905294,TRUE,FALSE,TRUE
"CD012925_pub2_data","6::overall",6,"","Client utilisation of primary healthcare and/or services (risk ratio)","direction_only",9,9,0,4,0,5,6,0.2348,0.00733311061160457,-0.0110103640631667,FALSE,FALSE,FALSE
"CD012942_pub2_data","10::overall",10,"","Comparison 10 Vortioxetine versus placebo, Outcome 2 Acceptability","significance_only",6,6,0,1,0,1,1,0.2009,0.325132809345782,0.0230806324484442,TRUE,FALSE,TRUE
"CD012993_pub2_data","3::overall",3,"","Infusion reactions","direction_only",4,4,0,2,0,2,2,0.1049,0.00633810223089675,-0.139029820261438,FALSE,FALSE,FALSE
"CD012993_pub2_data","8::overall",8,"","Treatment-emergent adverse events (breakdown 1)","direction_only",6,6,0,0,0,2,1,0.1809,-0.243169062123965,0.00218853491707707,FALSE,FALSE,FALSE
"CD013023_pub2_data","2::overall",2,"","Dislodgement","significance_only",15,15,0,3,0,12,11,0.0349,-0.671323466141231,-0.0280215520853805,TRUE,FALSE,TRUE
"CD013023_pub2_data","4::overall",4,"","Adverse events","direction_only",10,10,0,1,0,9,7,0.1244,-0.213995598447762,0.00363909058615293,FALSE,FALSE,FALSE
"CD013042_pub2_data","5::overall",5,"","Proportion of overall withdrawals","direction_only",39,39,0,16,0,22,22,0.1084,-0.123389162613443,0.033302406640188,FALSE,FALSE,FALSE
"CD013051_pub3_data","2::2",2,"2","Subgroup analysis: CSOM diagnosis","significance_only",2,2,0,0,0,0,0,0.8628,1.68152916330714,0.187644833977192,TRUE,FALSE,TRUE
"CD013052_pub3_data","3::2",3,"2","Subgroup analysis: CSOM diagnosis","direction_only",6,6,0,1,0,1,1,0.5541,-0.0676360338486207,0.00576246372102791,FALSE,FALSE,FALSE
"CD013055_pub3_data","2::overall",2,"","Resolution of ear discharge (after 4 weeks)","direction_only",2,2,0,0,0,1,1,0.2967,-0.396433195670723,0.0645489201037835,FALSE,FALSE,FALSE
"CD013059_pub2_data","2::overall",2,"","Treatment non-acceptability","significance_only",37,37,0,32,0,35,35,0.0154,0.238009754192388,0.081916371994725,FALSE,TRUE,TRUE
"CD013071_pub2_data","2::overall",2,"","Erectile function (IIEF)","direction_only",18,18,0,16,0,17,16,0.0101,0.00181905441002805,-0.0114530911857223,FALSE,FALSE,FALSE
"CD013071_pub2_data","5::overall",5,"","Sexual quality of life (IIEF-overall satisfaction)","direction_only",7,7,0,4,0,5,5,0.0138,-0.00293319459167807,0.01671009501141,FALSE,FALSE,FALSE
"CD013071_pub2_data","11::overall",11,"","Cardiovascular mortality (subgroup: age and testosterone level)","direction_only",10,10,0,5,0,10,9,0.002,-0.106240990658999,0.00107724902829346,FALSE,FALSE,FALSE
"CD013071_pub2_data","15::overall",15,"","Cardiovascular mortality (subgroup: metabolic syndrome (MS))","direction_only",10,10,0,5,0,10,9,0.002,-0.106240990658999,0.00107724902829346,FALSE,FALSE,FALSE
"CD013105_pub2_data","1::1",1,"1","Bladder function ","significance_only",11,11,0,2,0,5,4,0.2357,-0.434231168066537,-0.0479553025040729,FALSE,TRUE,TRUE
"CD013111_pub2_data","1::overall",1,"","Metformin plus progestin compared to progestin. Live birth rate. RCTs","significance_only",4,4,0,0,0,1,1,0.3285,0.79410803439035,0.143803328252941,TRUE,FALSE,TRUE
"CD013197_pub2_data","5::overall",5,"","Serious adverse events (SAEs) short-term","direction_only",16,16,0,2,0,11,6,0.0448,-0.0860046921900881,1.65916661131205e-05,FALSE,FALSE,FALSE
"CD013232_pub2_data","1::overall",1,"","Irritability","direction_only",84,84,0,80,0,84,84,0.0015,-0.0141185523737285,0.0635466340408015,FALSE,FALSE,FALSE
"CD013232_pub2_data","8::overall",8,"","Adverse effects: immune system","significance_only",166,166,0,2,0,70,41,0.1174,0.0516598215490113,0.0168183471558741,FALSE,TRUE,TRUE
"CD013232_pub2_data","10::overall",10,"","Adverse effects: metabolic (continuous)","significance_only",46,46,0,2,0,19,16,0.076,0.164869113426498,0.0150073370653463,FALSE,TRUE,TRUE
"CD013232_pub2_data","14::overall",14,"","Adverse effects: respiratory","significance_only",72,72,0,8,0,36,23,0.1017,0.195296706739857,0.0182008365664648,FALSE,TRUE,TRUE
"CD013255_pub2_data","4::overall",4,"","30-day cardiovascular mortality","direction_only",12,12,0,8,0,12,11,0.0035,-0.110680216786482,0.00655899062912791,FALSE,FALSE,FALSE
"CD013255_pub2_data","5::overall",5,"","Stroke or systemic embolism at 30 days","direction_only",10,10,0,7,0,10,10,0.0022,-0.0818189370215598,0.0059910481430341,FALSE,FALSE,FALSE
"CD013278_pub3_data","5::1",5,"1","Chronic lung disease (CLD)","significance_only",3,3,0,0,0,0,0,0.2885,-0.530585902745881,-0.10763128515741,FALSE,TRUE,TRUE
"CD013278_pub3_data","10::1",10,"1","Intraventricular hemorrhage (IVH; grades I to IV)","direction_only",4,4,0,1,0,1,2,0.0147,0.235473400605826,-0.0377415234807361,FALSE,FALSE,FALSE
"CD013278_pub3_data","12::2",12,"2","Periventricular leukomalacia (PVL; any grade)","direction_only",2,2,0,0,0,0,0,0.0936,-0.0286322569548509,0.00393005002950707,FALSE,FALSE,FALSE
"CD013278_pub3_data","5::3",5,"3","Receipt of rescue medical treatment for a hs-PDA","significance_only",2,2,0,0,0,0,0,0.1522,-1.40365107720791,-0.241896352166505,TRUE,FALSE,TRUE
"CD013303_pub2_data","5::overall",5,"","Health outcomes: subjective health status (short-term: immediately post-intervention)","significance_only",8,8,0,6,0,6,6,0.2429,0.685932039733889,0.141928592675724,TRUE,FALSE,TRUE
"CD013332_pub2_data","2::overall",2,"","All-cause mortality","significance_only",22,22,0,0,0,6,1,0.0258,-0.250201753454489,-0.00538635408104541,TRUE,FALSE,TRUE
"CD013342_pub2_data","8::overall",8,"","Withdrawals due to adverse events","direction_only",8,8,0,5,0,7,7,0.0302,-0.147410132932788,0.0191995651094235,FALSE,FALSE,FALSE
"CD013344_pub2_data","6::overall",6,"","BK viruria","direction_only",6,6,0,1,0,3,3,0.0861,-0.0755660688803466,0.016808388185812,FALSE,FALSE,FALSE
"CD013355_pub2_data","3::overall",3,"","Haemodynamic outcome: arterial hypotension","significance_only",2,2,0,0,0,0,0,0.055,0.4816545028738,0.0284831902936261,FALSE,TRUE,TRUE
"CD013366_pub2_data","1::overall",1,"","Venous thromboembolism","significance_only",13,13,0,0,0,6,5,0.0212,-0.589822656971029,-0.00504073439379699,TRUE,FALSE,TRUE
"CD013366_pub2_data","2::overall",2,"","Venous thromboembolism (subgroup analysis - age)","direction_only",22,22,0,0,0,8,5,0.1107,-0.164390104397035,0.00436719986323987,FALSE,FALSE,FALSE
"CD013366_pub2_data","4::overall",4,"","PICC-associated BSI","significance_only",14,14,0,1,0,7,4,0.13,-0.563327910129308,-0.0446085386145543,TRUE,FALSE,TRUE
"CD013366_pub2_data","5::overall",5,"","Occlusion","significance_only",16,16,0,2,0,8,3,0.1638,-0.488718495286161,-0.0328047941112949,TRUE,FALSE,TRUE
"CD013377_pub2_data","1::overall",1,"","Overall survival","significance_only",9,9,0,7,0,7,7,0.148,1.46920368119726,0.240529810915212,TRUE,FALSE,TRUE
"CD013377_pub2_data","2::overall",2,"","Progression-free survival ","direction_only",8,8,0,5,0,6,5,0.1837,0.203076543542654,-0.0136595833701114,FALSE,FALSE,FALSE
"CD013396_pub2_data","4::5",4,"5","Adverse events","significance_only",4,4,0,0,0,3,2,0.0135,-0.908434913530091,-0.00849426572622466,FALSE,TRUE,TRUE
"CD013396_pub2_data","7::overall",7,"","Upper respiratory tract infection","direction_only",9,9,0,0,0,0,0,0.6661,-0.00282357335470104,0.00346866565186202,FALSE,FALSE,FALSE
"CD013408_pub2_data","1::overall",1,"","All-cause mortality","significance_only",5,5,0,0,0,0,0,0.0542,-0.482067250149651,-0.0265513132509464,TRUE,FALSE,TRUE
"CD013408_pub2_data","9::overall",9,"","AF-related emergency department visits","significance_only",2,2,0,0,0,0,0,0.0896,-0.633030172880905,-0.015522212799409,FALSE,TRUE,TRUE
"CD013408_pub2_data","13::overall",13,"","Major cerebrovascular bleeding events","direction_only",3,3,0,0,0,1,1,0.0233,0.229661808204711,-0.00133106976864168,FALSE,FALSE,FALSE
"CD013414_pub2_data","5::overall",5,"","Kidney failure","direction_only",7,7,0,1,0,3,2,0.1083,-0.0699596874475092,0.000901414306739335,FALSE,FALSE,FALSE
"CD013414_pub2_data","12::overall",12,"","Vitamin B12 deficiency","significance_only",2,2,0,0,0,1,0,0.0766,0.908219243529396,0.0433953333971709,TRUE,FALSE,TRUE
"CD013425_pub2_data","7::overall",7,"","Quality of life: clinically important change in quality of life (? 20% increase in QLS endpoint score)","significance_only",10,10,0,0,0,1,2,0.2563,1.06164932492176,0.133995838629191,TRUE,FALSE,TRUE
"CD013445_pub2_data","2::overall",2,"","Major complications","direction_only",34,34,0,22,0,28,27,0.026,-0.172783851199667,0.000968570794945936,FALSE,FALSE,FALSE
"CD013445_pub2_data","23::overall",23,"","Subgroup analysis by stone size: major complications","direction_only",25,25,0,18,0,21,21,0.0205,-0.165404385986063,0.000567243009077682,FALSE,FALSE,FALSE
"CD013445_pub2_data","34::overall",34,"","Sensitivity analysis for secondary interventions by definition of stone freedom (? 4 mm by any imaging modality)","significance_only",9,9,0,0,0,3,2,0.1034,-0.905382168662513,-0.0865878964109879,TRUE,FALSE,TRUE
"CD013456_pub2_data","6::overall",6,"","Psychosocial interventions versus inactive control; outcome 4: Adverse events","significance_only",11,11,0,8,0,11,10,0.0078,0.257052483996721,0.0384636900383405,FALSE,TRUE,TRUE
"CD013462_pub3_data","3::overall",3,"","Rate of surgical reintervention","direction_only",12,12,0,0,0,7,4,0.0565,0.246790927202314,-0.00533685834823688,FALSE,FALSE,FALSE
"CD013476_pub2_data","6::overall",6,"","Significant adverse events during maintenance therapy up to 6 months follow-up","significance_only",4,4,0,1,0,4,4,0.0543,1.15108355855598,0.0811383195204096,FALSE,TRUE,TRUE
"CD013476_pub2_data","13::overall",13,"","Asthma exacerbations after 6 months follow-up","significance_only",2,2,0,0,0,0,0,0.3714,-1.00319178267302,-0.228698593955469,FALSE,TRUE,TRUE
"CD013539_pub2_data","7::overall",7,"","Neutralising antibodies","significance_only",27,27,0,6,0,15,11,0.0299,-0.20634076649935,-0.00377306568100142,FALSE,TRUE,TRUE
"CD013539_pub2_data","8::overall",8,"","Antidrug antibodies","direction_only",57,57,0,5,0,25,13,0.0434,-0.00544673462313235,0.000284535233691411,FALSE,FALSE,FALSE
"CD013539_pub2_data","9::overall",9,"","Any adverse events","direction_only",43,43,0,5,1,17,11,0.5604,-0.00501137175435236,0.000698189907426453,FALSE,FALSE,FALSE
"CD013539_pub2_data","11::overall",11,"","Any adverse events","significance_only",15,15,0,0,0,0,0,0.8296,0.0361739822048128,0.0103341055015968,FALSE,TRUE,TRUE
"CD013541_pub2_data","1::overall",1,"","Relapse (? 1 month postintervention)","significance_only",61,61,0,43,0,49,48,0.0608,-0.331513741757019,-0.032812437055766,TRUE,FALSE,TRUE
"CD013541_pub2_data","3::overall",3,"","Relapse (> 6 months postintervention)","significance_only",28,28,0,15,0,17,15,0.1208,-0.294507655486939,-0.0451418418487934,FALSE,TRUE,TRUE
