"dataset_name","mismatch_rate","paired_analyses","fix_1","fix_2","fix_3","fix_4","fix_5"
"CD013707_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013745_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD013758_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD013801_pub2_data",1,1,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","","",""
"CD013823_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD013827_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD013853_pub2_data",1,1,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD013874_pub3_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014089_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0."
"CD014145_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014300_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014544_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD014666_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD014736_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014762_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014763_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD014802_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014833_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014852_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014869_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014891_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD014914_pub2_data",1,1,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014920_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014935_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014966_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015003_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD015038_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015046_pub2_data",1,1,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","","","",""
"CD015084_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015123_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015134_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015140_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015192_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015314_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015395_pub3_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015432_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015443_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD015524_pub2_data",1,1,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015551_pub2_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD015573_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD015698_pub2_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","",""
"CD015779_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD015875_data",1,1,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","",""
"CD016002_data",1,1,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0."
"CD016058_pub2_data",1,1,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD016064_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD016120_data",1,1,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD016147_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD016148_data",1,1,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD001072_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD001533_pub7_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD001552_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD001703_pub4_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD001837_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD002115_pub6_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD002290_pub6_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD002303_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD002971_pub6_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD003214_pub4_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD003216_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD003218_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD003451_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD003477_pub5_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.",""
"CD003511_pub6_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD003519_pub5_data",NA,NA,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","","",""
"CD003743_pub3_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD003833_pub5_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD004307_pub7_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD004372_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD004417_pub6_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD004703_pub3_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD004762_pub3_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD004871_pub5_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD004904_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.",""
"CD004925_pub4_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD005343_pub7_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD005582_pub5_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD006140_pub3_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD006214_pub5_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
