"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","log_or","log_or_ci_lb","log_or_ci_ub","rd","rd_ci_lb","rd_ci_ub","or_sig","rd_sig","direction_match","mismatch_type","sparse_events","double_zero"
"CD012712_pub2_data","14::overall",14,"overall","Spontaneous intestinal perforation",12,0.0859029242731285,-0.279162273375146,0.450968121921403,-0.00196634951236367,-0.0297261146670629,0.0257934156423355,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012712_pub2_data","17::overall",17,"overall","Periventricular leukomalacia",9,-0.243340683935556,-0.467900469929919,-0.0187808979411919,-0.0214262996748088,-0.0453845781343113,0.00253197878469372,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD012712_pub2_data","6::overall",6,"overall","Duration of oxygen therapy, days",40,-0.218411160476181,-0.397757175933853,-0.0390651450185093,-0.00493971672605112,-0.0175221826320417,0.00764274917993949,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD012757_pub2_data","8::overall",8,"overall","Tumour response measures after treatment (partial response)",2,0.700727847792009,0.0467298766320338,1.35472581895198,0.153386831314034,-0.0063234601573183,0.313097122785387,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD012850_pub2_data","1::overall",1,"overall","Self-reported joint pain at rest (dichotomous data)",6,-0.080004173656858,-1.35038250192273,1.19037415460901,0.024925383934538,-0.233697000008378,0.283547767877454,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012850_pub2_data","20::overall",20,"overall","Frequency of joint noise",4,-1.56893159554588,-3.25229720236406,0.114434011272294,-0.346666666666667,-0.49333694107797,-0.199996392255363,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD012850_pub2_data","5::overall",5,"overall","Self-reported joint pain at mastication (dichotomous data)",4,0.757347320082027,-0.00532684391639093,1.52002148408044,0.14953450336274,0.00287908891709501,0.296189917808386,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD012850_pub2_data","6::overall",6,"overall","Muscle pain at rest (dichotomous data)",5,-0.007613361180345,-1.21186618258129,1.1966394602206,0.0653121233344932,-0.274895934306154,0.40552018097514,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012891_pub2_data","7::overall",7,"overall","Clinical pregnancy",7,0.558406006945085,0.0417644262982488,1.07504758759192,0.0138622675008681,-0.0205281544958108,0.048252689497547,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD012905_pub2_data","1::overall",1,"overall","Development of AKI",24,-0.306565511731597,-0.570526066100705,-0.0426049573624883,-0.0502033126346699,-0.100513503927434,0.000106878658094299,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD012905_pub2_data","2::overall",2,"overall","Need for kidney replacement therapy",20,-0.218824535175179,-0.585771491832818,0.148122421482461,-0.019427568627622,-0.0388250800286259,-3.00572266179813e-05,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD012905_pub2_data","3::overall",3,"overall","Death",16,0.138275212644163,-0.125995925225763,0.40254635051409,-0.00274947045909246,-0.0365272493715817,0.0310283084533968,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012905_pub2_data","6::overall",6,"overall","Duration of ICU stay [days]",7,0.981437990385479,0.0215234941765455,1.94135248659441,0.090176592797784,-0.0805927301634654,0.260945915759033,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD012905_pub2_data","8::overall",8,"overall","Sensitivity analysis: development of AKI based on risk of attrition bias",8,-0.470637608297703,-0.903900333063081,-0.0373748835323252,-0.0599633218905294,-0.142412804069126,0.0224861602880677,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD012925_pub2_data","6::overall",6,"overall","Client utilisation of primary healthcare and/or services (risk ratio)",9,0.00733311061160457,-0.329685555086037,0.344351776309246,-0.0110103640631667,-0.0493979401453861,0.0273772120190526,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012942_pub2_data","10::overall",10,"overall","Comparison 10 Vortioxetine versus placebo, Outcome 2 Acceptability",6,0.325132809345782,0.0620748032050916,0.588190815486472,0.0230806324484442,-0.00501626031679752,0.0511775252136859,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD012993_pub2_data","3::overall",3,"overall","Infusion reactions",4,0.00633810223089675,-0.90767932124038,0.920355525702173,-0.139029820261438,-0.552974031270155,0.274914390747279,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD012993_pub2_data","8::overall",8,"overall","Treatment-emergent adverse events (breakdown 1)",6,-0.243169062123965,-0.705481163812565,0.219143039564634,0.00218853491707707,-0.034132894462688,0.0385099642968421,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013023_pub2_data","2::overall",2,"overall","Dislodgement",15,-0.671323466141231,-1.26169799012274,-0.080948942159719,-0.0280215520853805,-0.0621560162029681,0.00611291203220704,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013023_pub2_data","4::overall",4,"overall","Adverse events",10,-0.213995598447762,-0.580602756882637,0.152611559987112,0.00363909058615293,-0.0248968180182397,0.0321749991905456,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013042_pub2_data","5::overall",5,"overall","Proportion of overall withdrawals",39,-0.123389162613443,-0.398388877612688,0.151610552385803,0.033302406640188,-0.0627238995599737,0.12932871284035,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013051_pub3_data","2::2",2,"2","Subgroup analysis: CSOM diagnosis",2,1.68152916330714,0.669895080886357,2.69316324572792,0.187644833977192,-0.0358904413431335,0.411180109297518,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013052_pub3_data","3::2",3,"2","Subgroup analysis: CSOM diagnosis",6,-0.0676360338486207,-0.51586629623815,0.380594228540909,0.00576246372102791,-0.0503822552726356,0.0619071827146914,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013055_pub3_data","2::overall",2,"overall","Resolution of ear discharge (after 4 weeks)",2,-0.396433195670723,-3.62363624619921,2.83076985485777,0.0645489201037835,-0.250008894595933,0.3791067348035,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013059_pub2_data","2::overall",2,"overall","Treatment non-acceptability",37,0.238009754192388,-0.35006443322439,0.826083941609166,0.081916371994725,0.0258647450174797,0.13796799897197,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013071_pub2_data","11::overall",11,"overall","Cardiovascular mortality (subgroup: age and testosterone level)",10,-0.106240990658999,-1.19086317965224,0.978381198334246,0.00107724902829346,-0.00520838504700302,0.00736288310358995,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013071_pub2_data","15::overall",15,"overall","Cardiovascular mortality (subgroup: metabolic syndrome (MS))",10,-0.106240990658999,-1.19086317965225,0.978381198334246,0.00107724902829346,-0.00520838504700302,0.00736288310358995,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013071_pub2_data","2::overall",2,"overall","Erectile function (IIEF)",18,0.00181905441002805,-0.676288671603088,0.679926780423144,-0.0114530911857223,-0.164866358602419,0.141960176230974,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013071_pub2_data","5::overall",5,"overall","Sexual quality of life (IIEF-overall satisfaction)",7,-0.00293319459167807,-0.924165105975201,0.918298716791845,0.01671009501141,-0.0208733145048777,0.0542935045276976,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013105_pub2_data","1::1",1,"1","Bladder function ",11,-0.434231168066537,-0.890795677517514,0.02233334138444,-0.0479553025040729,-0.0824136723705559,-0.01349693263759,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013111_pub2_data","1::overall",1,"overall","Metformin plus progestin compared to progestin. Live birth rate. RCTs",4,0.79410803439035,0.0663020681945539,1.52191400058615,0.143803328252941,-0.00862438932831489,0.296231045834197,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013197_pub2_data","5::overall",5,"overall","Serious adverse events (SAEs) short-term",16,-0.0860046921900881,-0.555894487112604,0.383885102732428,1.65916661131205e-05,-0.0177274681939389,0.0177606515261652,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013232_pub2_data","1::overall",1,"overall","Irritability",84,-0.0141185523737285,-0.443745705763491,0.415508601016034,0.0635466340408015,-0.0201626799705496,0.147255948052152,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013232_pub2_data","10::overall",10,"overall","Adverse effects: metabolic (continuous)",46,0.164869113426498,-0.0949455836210032,0.424683810473998,0.0150073370653463,0.00463130339924769,0.0253833707314449,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013232_pub2_data","14::overall",14,"overall","Adverse effects: respiratory",72,0.195296706739857,-0.00180344793223267,0.392396861411946,0.0182008365664648,0.00754371721130971,0.0288579559216199,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013232_pub2_data","8::overall",8,"overall","Adverse effects: immune system",166,0.0516598215490113,-0.0881261109269516,0.191445754024974,0.0168183471558741,0.00555450030731277,0.0280821940044354,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013255_pub2_data","4::overall",4,"overall","30-day cardiovascular mortality",12,-0.110680216786482,-1.13673605826589,0.915375624692929,0.00655899062912791,-0.00326321684837556,0.0163811981066314,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013255_pub2_data","5::overall",5,"overall","Stroke or systemic embolism at 30 days",10,-0.0818189370215598,-1.23477865680182,1.0711407827587,0.0059910481430341,-0.00325717329487197,0.0152392695809402,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013278_pub3_data","10::1",10,"1","Intraventricular hemorrhage (IVH; grades I to IV)",4,0.235473400605826,-1.03291937740329,1.50386617861494,-0.0377415234807361,-0.178358812703157,0.102875765741685,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013278_pub3_data","12::2",12,"2","Periventricular leukomalacia (PVL; any grade)",2,-0.0286322569548509,-1.07263172717844,1.01536721326874,0.00393005002950707,-0.0785347542884243,0.0863948543474384,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD013278_pub3_data","5::1",5,"1","Chronic lung disease (CLD)",3,-0.530585902745881,-1.09482902922467,0.033657223732908,-0.10763128515741,-0.215092164476891,-0.000170405837928711,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013278_pub3_data","5::3",5,"3","Receipt of rescue medical treatment for a hs-PDA",2,-1.40365107720791,-2.68041687676072,-0.126885277655103,-0.241896352166505,-0.637373328594785,0.153580624261776,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013303_pub2_data","5::overall",5,"overall","Health outcomes: subjective health status (short-term: immediately post-intervention)",8,0.685932039733889,0.246964586331193,1.12489949313659,0.141928592675724,-0.0128312710260865,0.296688456377535,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013332_pub2_data","2::overall",2,"overall","All-cause mortality",22,-0.250201753454489,-0.497517320047233,-0.00288618686174522,-0.00538635408104541,-0.0119880399048939,0.00121533174280309,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013342_pub2_data","8::overall",8,"overall","Withdrawals due to adverse events",8,-0.147410132932788,-1.15351810009099,0.858697834225417,0.0191995651094235,-0.0333878801690911,0.0717870103879381,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013344_pub2_data","6::overall",6,"overall","BK viruria",6,-0.0755660688803466,-0.670256222575178,0.519124084814485,0.016808388185812,-0.000439197208708809,0.0340559735803328,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013355_pub2_data","3::overall",3,"overall","Haemodynamic outcome: arterial hypotension",2,0.4816545028738,-0.327395056212268,1.29070406195987,0.0284831902936261,0.00196438723618229,0.05500199335107,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013366_pub2_data","1::overall",1,"overall","Venous thromboembolism",13,-0.589822656971029,-1.1115604989405,-0.0680848150015563,-0.00504073439379699,-0.0136937687471917,0.00361229995959769,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013366_pub2_data","2::overall",2,"overall","Venous thromboembolism (subgroup analysis - age)",22,-0.164390104397035,-0.383522982617584,0.054742773823513,0.00436719986323987,-0.00629471553811929,0.015029115264599,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013366_pub2_data","4::overall",4,"overall","PICC-associated BSI",14,-0.563327910129308,-1.00176592874205,-0.124889891516566,-0.0446085386145543,-0.0919149049530042,0.00269782772389565,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013366_pub2_data","5::overall",5,"overall","Occlusion",16,-0.488718495286161,-0.897686343480545,-0.079750647091777,-0.0328047941112949,-0.0688743211279393,0.00326473290534945,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013377_pub2_data","1::overall",1,"overall","Overall survival",9,1.46920368119726,0.916343380971904,2.02206398142262,0.240529810915212,-0.265153094555776,0.7462127163862,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013377_pub2_data","2::overall",2,"overall","Progression-free survival ",8,0.203076543542654,-0.273252568414653,0.679405655499961,-0.0136595833701114,-0.0677270567718009,0.0404078900315781,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013396_pub2_data","4::5",4,"5","Adverse events",4,-0.908434913530091,-1.88634433900813,0.0694745119479449,-0.00849426572622466,-0.0167052690520336,-0.000283262400415761,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD013396_pub2_data","7::overall",7,"overall","Upper respiratory tract infection",9,-0.00282357335470104,-0.150568234744793,0.144921088035391,0.00346866565186202,-0.0139448753086914,0.0208822066124154,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD013408_pub2_data","1::overall",1,"overall","All-cause mortality",5,-0.482067250149651,-0.858375404448387,-0.105759095850914,-0.0265513132509464,-0.0551107633284001,0.00200813682650728,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013408_pub2_data","13::overall",13,"overall","Major cerebrovascular bleeding events",3,0.229661808204711,-0.252610051269656,0.711933667679079,-0.00133106976864168,-0.00440473235163639,0.00174259281435303,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013408_pub2_data","9::overall",9,"overall","AF-related emergency department visits",2,-0.633030172880905,-1.7092054656408,0.443145119878989,-0.015522212799409,-0.0269119444618414,-0.00413248113697665,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013414_pub2_data","12::overall",12,"overall","Vitamin B12 deficiency",2,0.908219243529396,0.170142546574154,1.64629594048464,0.0433953333971709,-0.0319963027468916,0.118786969541233,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013414_pub2_data","5::overall",5,"overall","Kidney failure",7,-0.0699596874475092,-0.230371838043435,0.0904524631484166,0.000901414306739335,-0.00733653908220085,0.00913936769567952,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013425_pub2_data","7::overall",7,"overall","Quality of life: clinically important change in quality of life (≥ 20% increase in QLS endpoint score)",10,1.06164932492176,0.274873596713805,1.84842505312972,0.133995838629191,-2.03068789463301e-05,0.268011984137329,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013445_pub2_data","2::overall",2,"overall","Major complications",34,-0.172783851199667,-0.561540030496983,0.215972328097649,0.000968570794945936,-0.0224212278662055,0.0243583694560974,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013445_pub2_data","23::overall",23,"overall","Subgroup analysis by stone size: major complications",25,-0.165404385986063,-0.664912634559729,0.334103862587603,0.000567243009077682,-0.0302656084653151,0.0314000944834705,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013445_pub2_data","34::overall",34,"overall","Sensitivity analysis for secondary interventions by definition of stone freedom (≤ 4 mm by any imaging modality)",9,-0.905382168662513,-1.51331138086375,-0.297452956461272,-0.0865878964109879,-0.17985659987906,0.00668080705708474,TRUE,FALSE,TRUE,"significance_only",TRUE,FALSE
"CD013456_pub2_data","6::overall",6,"overall","Psychosocial interventions versus inactive control; outcome 4: Adverse events",11,0.257052483996721,-0.792433301153394,1.30653826914684,0.0384636900383405,0.000451764355005921,0.0764756157216751,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013462_pub3_data","3::overall",3,"overall","Rate of surgical reintervention",12,0.246790927202314,-0.254825300588938,0.748407154993566,-0.00533685834823688,-0.0153081540118794,0.00463443731540566,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013476_pub2_data","13::overall",13,"overall","Asthma exacerbations after 6 months follow-up",2,-1.00319178267302,-2.01040234467686,0.00401877933082884,-0.228698593955469,-0.448599989325266,-0.00879719858567321,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013476_pub2_data","6::overall",6,"overall","Significant adverse events during maintenance therapy up to 6 months follow-up",4,1.15108355855598,-0.500908921819861,2.80307603893182,0.0811383195204096,0.013517614831855,0.148759024208964,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013539_pub2_data","11::overall",11,"overall","Any adverse events",15,0.0361739822048128,-0.108038225763575,0.180386190173201,0.0103341055015968,0.00163248697479966,0.019035724028394,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013539_pub2_data","7::overall",7,"overall","Neutralising antibodies",27,-0.20634076649935,-0.421983853180956,0.00930232018225596,-0.00377306568100142,-0.00664952307773045,-0.000896608284272395,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013539_pub2_data","8::overall",8,"overall","Antidrug antibodies",57,-0.00544673462313235,-0.144474876662671,0.133581407416406,0.000284535233691411,-0.00259932817183038,0.0031683986392132,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013539_pub2_data","9::overall",9,"overall","Any adverse events",43,-0.00501137175435236,-0.181619848351792,0.171597104843087,0.000698189907426453,-0.00233707387531045,0.00373345369016335,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013541_pub2_data","1::overall",1,"overall","Relapse (≤ 1 month postintervention)",61,-0.331513741757019,-0.61556293272233,-0.0474645507917084,-0.032812437055766,-0.07687034670673,0.011245472595198,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013541_pub2_data","3::overall",3,"overall","Relapse (> 6 months postintervention)",28,-0.294507655486939,-0.664586170773333,0.075570859799455,-0.0451418418487934,-0.0902137151398904,-6.99685576964065e-05,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013561_pub2_data","2::overall",2,"overall","Biochemical remission according to normalisation of IGF-1 and GH",8,0.713938130484974,-0.0562942409637575,1.4841705019337,0.170451732383516,0.0194693245748715,0.32143414019216,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013590_pub2_data","4::overall",4,"overall","SCD-related complications (number of participants)",16,0.400447180921498,-0.235498177702271,1.03639253954527,0.0404503486801235,0.0039210888729973,0.0769796084872497,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013595_pub2_data","7::overall",7,"overall","Lymphopenia",3,0.32870407690162,0.0323585998294746,0.625049553973764,0.039991780078438,-0.0103191918281414,0.0903027519850174,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013614_pub2_data","16::1",16,"1","Withdrawal due to adverse events",11,0.338180478289242,-0.103864278234725,0.780225234813209,0.0132277902684417,0.000344067687754187,0.0261115128491292,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013614_pub2_data","16::3",16,"3","Withdrawal due to adverse events",4,-0.222251126524375,-1.67968605747162,1.23518380442287,0.00156842413951476,-0.024285084135406,0.0274219324144355,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013614_pub2_data","25::2",25,"2","Resolution of dactylitis as no dactylitis at 52 weeks",3,-0.20028068559308,-0.400546471798183,-1.48993879772463e-05,-0.0187286236134775,-0.100237587141148,0.0627803399141932,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013614_pub2_data","3::1",3,"1","Disease activity as measured by MDA-PsA criteria or by DAS 28 or by DAS at 12 weeks",10,0.564165969173663,-0.0597724712801007,1.18810440962743,0.0877043610987021,0.00111533898504837,0.174293383212356,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD013614_pub2_data","34::1",34,"1","Resolution of dactylitis as no dactylitis at 24 weeks",3,-0.0374346800375489,-0.522435187302059,0.447565827226961,0.00569991799816089,-0.0682502929850274,0.0796501289813491,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD013631_pub2_data","13::overall",13,"overall","Withdrawals due to adverse events",9,0.157812183620405,-0.57527926623421,0.890903633475019,0.0636700760886381,0.00592953070587764,0.121410621471399,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013643_pub2_data","14::2",14,"2","Number of minor adverse events (Clavien-Dindo I, II), short term (< 1 year) ",4,1.19423462879618,-1.77433913795325,4.16280839554562,-0.0161912070428893,-0.076850212405987,0.0444677983202085,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013672_pub2_data","3::2",3,"2","Treatment retention, subgroup analysis: single provider primary care setting versus availability of a primary care team",8,0.655200490301867,-0.052781517441971,1.36318249804571,0.140256208942558,0.00361513154795748,0.276897286337159,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013707_pub2_data","11::overall",11,"overall","Renal failure requiring replacement therapy",2,0.162993723232163,-1.79612167910161,2.12210912556594,-0.00745326679606426,-0.0972500500896109,0.0823435164974824,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013715_pub2_data","12::overall",12,"overall","Withdrawals due to adverse events at 17 to 26 weeks",3,-1.50478097290391,-3.40098958469322,0.391427638885407,-0.0796457554941692,-0.151866862295423,-0.00742464869291597,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013715_pub2_data","13::overall",13,"overall","Withdrawals due to adverse events at 27 to 52 weeks",4,1.34573292085751,0.35563254112993,2.33583330058509,0.203036406784967,-0.0496600287728197,0.455732842342754,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013715_pub2_data","14::overall",14,"overall","Withdrawals due to adverse events at end of study",7,0.78939348658495,-0.199271060782953,1.77805803395285,0.0712822790564421,0.0017423815744672,0.140822176538417,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013715_pub2_data","15::overall",15,"overall","Serious adverse events at up to 16 weeks",4,1.58945834550521,0.113808583369819,3.0651081076406,0.128941304058646,-0.075887228334737,0.333769836452029,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013745_pub2_data","1::overall",1,"overall","Rivaroxaban versus antiplatelet therapy",9,0.279073733595363,0.0281581225312312,0.529989344659495,0.00363468738750899,-0.00330163239184991,0.0105710071668679,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013748_pub2_data","2::overall",2,"overall","Case fatality",16,-0.331512175095137,-0.730580386770903,0.0675560365806296,-0.0427330020641296,-0.0814133697365251,-0.00405263439173401,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD013748_pub2_data","7::overall",7,"overall","Hydrocephalus",12,-0.455160145404403,-1.02736758726309,0.117047296454282,-0.100833239295597,-0.181656652308209,-0.0200098262829852,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013758_pub2_data","10::overall",10,"overall","Obesity (formula with complementary foods): subgroup analysis by duration of treatment",11,0.443270012476174,-0.0307451522787838,0.917285177231133,0.00937816282442816,0.000402408848385914,0.0183539168004704,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013764_pub2_data","3::overall",3,"overall","Blood transfusion",3,0.000504156383803578,-1.72748784510511,1.72849615787272,-0.00133353219196487,-0.00516431549378576,0.00249725110985602,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
"CD013764_pub2_data","6::overall",6,"overall","Adherence",2,-0.531496418394586,-0.794223476445608,-0.268769360343563,-0.0630726316396297,-0.166360019463609,0.04021475618435,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013781_pub2_data","11::overall",11,"overall","Secondary outcome: proportion of weaning failure within 48 hours of extubation",27,0.597182391839146,0.0445779160290493,1.14978686764924,0.142840021964682,-0.0361029501976678,0.321782994127033,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013781_pub2_data","19::overall",19,"overall","Secondary outcome: number of participants requiring additional inotropic drugs - dobutamine",5,-0.976050940168384,-2.04316828111147,0.0910664007746969,-0.189763270302231,-0.37616822306086,-0.00335831754360319,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD013781_pub2_data","22::overall",22,"overall","Secondary outcome: proportion of renal failure",4,-1.03739122521554,-1.91752485773884,-0.15725759269225,-0.187291251452957,-0.390490848535033,0.0159083456291193,TRUE,FALSE,TRUE,"significance_only",TRUE,TRUE
"CD013781_pub2_data","4::overall",4,"overall","Secondary outcome: length of hospital stay (days)",39,-0.214412036394053,-0.471854587938436,0.0430305151503294,-0.0158542154824371,-0.0251771075442195,-0.0065313234206548,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013781_pub2_data","5::overall",5,"overall","Secondary outcome: mean arterial pressure (24 hours after surgery)",41,-0.139149753158268,-0.354302168880638,0.0760026625641024,-0.016495711848838,-0.0293517952308961,-0.00363962846677987,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013781_pub2_data","7::overall",7,"overall","Secondary outcome: number of participants requiring additional inotropic drugs - dopamine",17,-0.330234497568581,-1.14782330042699,0.487354305289826,-0.0953007155289112,-0.163907711929559,-0.0266937191282631,FALSE,TRUE,TRUE,"significance_only",TRUE,TRUE
"CD013800_pub2_data","12::overall",12,"overall","Acute myocardial infarction",4,-0.107866654061649,-0.335235897982075,0.119502589858778,-0.0062815856548034,-0.00995652294829917,-0.00260664836130763,FALSE,TRUE,TRUE,"significance_only",FALSE,FALSE
"CD013800_pub2_data","15::overall",15,"overall","Congestive heart failure",3,0.0799120944039535,-0.59343802852213,0.753262217330037,-0.00171640217338394,-0.0370671776506777,0.0336343733039098,FALSE,FALSE,FALSE,"direction_only",FALSE,FALSE
"CD013800_pub2_data","5::overall",5,"overall","Loss of residual kidney function (number who became anuric) at approximately 12-month follow-up",3,-1.1968281629714,-1.58593116319868,-0.80772516274411,-0.163662387076993,-0.334737496259869,0.00741272210588242,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013800_pub2_data","6::overall",6,"overall","All-cause death",48,-0.195420298249235,-0.368585258931156,-0.0222553375673131,-0.0295070853898972,-0.0634780022895061,0.0044638315097118,TRUE,FALSE,TRUE,"significance_only",FALSE,FALSE
"CD013800_pub2_data","7::overall",7,"overall","Cardiovascular death",24,-0.0151049795260128,-0.240938654051347,0.210728694999321,0.00281448601465172,-0.0181155012441804,0.0237444732734838,FALSE,FALSE,FALSE,"direction_only",TRUE,FALSE
"CD013801_pub2_data","17::overall",17,"overall","Incidence of hypotension requiring vascular expansion",2,-1.67183859998943,-3.82800722459548,0.484330024616613,-0.0638300307098213,-0.122386138712267,-0.00527392270737527,FALSE,TRUE,TRUE,"significance_only",TRUE,FALSE
"CD013816_pub2_data","11::overall",11,"overall","Cardiac tamponade",4,-0.0416106967386,-1.62378904119825,1.54056764772105,0.0014687843622974,-0.0036466246728529,0.0065841933974477,FALSE,FALSE,FALSE,"direction_only",TRUE,TRUE
