"dataset_id","review_doi","analysis_group","analysis_number","analysis_name","data_type","measure","effect_is_log","rob_type","k_all","k_post","k_pre","frac_pre","i2_all","i2_post","i2_pre","delta_i2","delta_i2_post_pre","tau2_all","tau2_post","tau2_pre","delta_tau2","delta_tau2_post_pre","effect_all","effect_post","effect_pre","delta_effect","sig_all","sig_post","sign_all","sign_post"
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,6,"Anti-IL17 versus placebo","binary","RR",TRUE,"low_only_with_support",35,31,4,0.114285714285714,48.8945874235665,53.9873474333036,0.0361813464824748,5.09276000973708,53.9511660868211,0.0117599841886032,0.0148145360418911,4.51505889698971e-06,0.00305455185328792,0.0148100209829941,1.19178196842304,1.19347789180634,1.1644233228061,0.00169592338330515,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,7,"Anti-IL23 versus placebo","binary","RR",TRUE,"low_only",15,13,2,0.133333333333333,34.4745313091208,42.2926588393159,0,7.81812753019509,42.2926588393159,0.00779864961018397,0.0106958452845896,0,0.00289719567440563,0.0106958452845896,0.972419951966557,0.9739259046875,0.973298504363278,0.00150595272094289,FALSE,FALSE,-1,-1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,7,"Anti-IL23 versus placebo","binary","RR",TRUE,"non_high",19,16,3,0.157894736842105,24.9194836575257,33.6213221193967,0,8.70183846187101,33.6213221193967,0.0056190248261558,0.00842024473978661,0,0.00280121991363082,0.00842024473978661,0.962735403481575,0.963070798714378,0.966500830592686,0.000335395232803348,FALSE,FALSE,-1,-1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,7,"Anti-IL23 versus placebo","binary","RR",TRUE,"low_only_with_support",15,13,2,0.133333333333333,34.4745313091208,42.2926588393159,0,7.81812753019509,42.2926588393159,0.00779864961018397,0.0106958452845896,0,0.00289719567440563,0.0106958452845896,0.972419951966557,0.9739259046875,0.973298504363278,0.00150595272094289,FALSE,FALSE,-1,-1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,10,"Anti TNF alpha versus other biologics","binary","RR",TRUE,"low_only",8,7,1,0.125,65.7647584662042,69.3241630235703,NA,3.55940455736612,NA,0.00831271247759842,0.0104787355666736,NA,0.00216602308907519,NA,1.0178495836324,1.02479287661911,NA,0.00694329298670526,FALSE,FALSE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,10,"Anti TNF alpha versus other biologics","binary","RR",TRUE,"non_high",9,7,2,0.222222222222222,61.9360299717956,69.3241630235703,0,7.38813305177473,69.3241630235703,0.0078174882488697,0.0104787355666736,0,0.00266124731780391,0.0104787355666736,1.02261323770807,1.02479287661911,0.994806497387437,0.00217963891103512,FALSE,FALSE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",6,10,"Anti TNF alpha versus other biologics","binary","RR",TRUE,"low_only_with_support",8,7,1,0.125,65.7647584662042,69.3241630235703,NA,3.55940455736612,NA,0.00831271247759842,0.0104787355666736,NA,0.00216602308907519,NA,1.0178495836324,1.02479287661911,NA,0.00694329298670526,FALSE,FALSE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",7,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"low_only",16,15,1,0.0625,94.3125870659945,94.2888907299593,NA,-0.0236963360352007,NA,0.0510688115833902,0.0479079926355776,NA,-0.0031608189478126,NA,1.22134900150635,1.24472586895064,NA,0.0233768674442918,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",7,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"non_high",17,16,1,0.0588235294117647,94.3460254789982,94.3882010980219,NA,0.042175619023709,NA,0.0520327001174669,0.0496114403227094,NA,-0.00242125979475759,NA,1.20121142337177,1.22197824792079,NA,0.0207668245490202,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",7,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"low_only_with_support",16,15,1,0.0625,94.3125870659945,94.2888907299593,NA,-0.0236963360352007,NA,0.0510688115833902,0.0479079926355776,NA,-0.0031608189478126,NA,1.22134900150635,1.24472586895064,NA,0.0233768674442918,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",8,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"low_only",15,14,1,0.0666666666666667,91.5745039284936,91.5523521218126,NA,-0.0221518066809807,NA,0.0179833005394123,0.0168385761229665,NA,-0.00114472441644579,NA,1.09875990317567,1.11181762647888,NA,0.0130577233032045,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",8,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"non_high",16,15,1,0.0625,91.3267327884589,91.3543376525553,NA,0.0276048640964461,NA,0.0173637331185662,0.0164319088549932,NA,-0.000931824263572995,NA,1.09081633328116,1.10240901903474,NA,0.0115926857535782,TRUE,TRUE,1,1
"CD011535_pub7_data","10.1002/14651858.CD011535.pub7",8,1,"Biologic 1 versus biologic 2","binary","RR",TRUE,"low_only_with_support",15,14,1,0.0666666666666667,91.5745039284936,91.5523521218126,NA,-0.0221518066809807,NA,0.0179833005394123,0.0168385761229665,NA,-0.00114472441644579,NA,1.09875990317567,1.11181762647888,NA,0.0130577233032045,TRUE,TRUE,1,1
"CD012886_pub3_data","10.1002/14651858.CD012886.pub3",1,6,"Outcome 6 Intensity of musculoskeletal symptoms (discomfort - neck)","continuous","MD",FALSE,"non_high",5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,-0.313269611165589,-0.324181987789115,-0.226895700190556,-0.0109123766235261,FALSE,FALSE,-1,-1
"CD012886_pub3_data","10.1002/14651858.CD012886.pub3",1,7,"Outcome 7 Intensity of musculoskeletal symptoms (discomfort - back)","continuous","MD",FALSE,"non_high",5,3,2,0.4,0,0,0,0,0,0,0,0,0,0,-0.0772123788288457,-0.0698359747883454,-0.167498654437256,0.00737640404050031,FALSE,FALSE,-1,-1
"CD013331_pub2_data","10.1002/14651858.CD013331.pub2",1,1,"Pain relief: high-frequency TENS versus placebo or no treatment","binary","RR",TRUE,"non_high",10,9,1,0.1,0,0,NA,0,NA,0,0,NA,0,NA,1.04666425097887,1.05201625983068,NA,0.00535200885181708,FALSE,FALSE,1,1
"CD013331_pub2_data","10.1002/14651858.CD013331.pub2",1,2,"Adverse effects: high-frequency TENS versus placebo or no treatment","binary","RR",TRUE,"non_high",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,2.83783387806564,1,NA,-1.83783387806564,FALSE,FALSE,1,0
"CD013331_pub2_data","10.1002/14651858.CD013331.pub2",1,3,"Requirements for additional analgesics - number of tablets: high-frequency TENS versus placebo or no treatment","binary","RR",TRUE,"non_high",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1,1,NA,0,FALSE,FALSE,0,0
"CD013456_pub2_data","10.1002/14651858.CD013456.pub2",1,1,"Psychosocial interventions versus inactive control; outcome 1: PTSD symptoms, post-treatment","binary","RR",TRUE,"non_high",14,12,2,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0.61164444463464,0.659171483756931,0.388806218583581,0.0475270391222911,FALSE,FALSE,-1,-1
"CD013456_pub2_data","10.1002/14651858.CD013456.pub2",1,3,"Psychosocial interventions versus inactive control; outcome 2: Depressive symptoms, post-treatment","binary","RR",TRUE,"non_high",10,8,2,0.2,0,0,0,0,0,0,0,0,0,0,0.574858109207751,0.630809903159375,0.395077286514603,0.0559517939516233,FALSE,FALSE,-1,-1
"CD013456_pub2_data","10.1002/14651858.CD013456.pub2",1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","binary","RR",TRUE,"low_only",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,2.60087099601186,1.7364029384416,NA,-0.864468057570258,FALSE,FALSE,1,1
"CD013456_pub2_data","10.1002/14651858.CD013456.pub2",1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","binary","RR",TRUE,"non_high",6,5,1,0.166666666666667,0,0,NA,0,NA,0,0,NA,0,NA,1.57408197010338,1.069324927688,NA,-0.504757042415384,FALSE,FALSE,1,1
"CD013456_pub2_data","10.1002/14651858.CD013456.pub2",1,6,"Psychosocial interventions versus inactive control; outcome 4: Adverse events","binary","RR",TRUE,"low_only_with_support",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,2.60087099601186,1.7364029384416,NA,-0.864468057570258,FALSE,FALSE,1,1
"CD013571_pub2_data","10.1002/14651858.CD013571.pub2",4,8,"Number of incontinence episodes per 24 hours: immediately after treatment","binary","RR",TRUE,"non_high",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1.15201652696137,1.16109590011701,NA,0.00907937315563934,FALSE,FALSE,1,1
"CD013571_pub2_data","10.1002/14651858.CD013571.pub2",4,10,"Number of urgency episodes per 24 hours: immediately after treatment","binary","RR",TRUE,"non_high",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.09960326664866,1.11617207005056,NA,0.0165688034018994,FALSE,FALSE,1,1
"CD013571_pub2_data","10.1002/14651858.CD013571.pub2",4,12,"Number of micturition episodes per 24 hours: immediately after treatment","binary","RR",TRUE,"non_high",4,3,1,0.25,0,0,NA,0,NA,0,0,NA,0,NA,1.09835990459606,1.11617207005056,NA,0.0178121654544983,FALSE,FALSE,1,1
"CD013719_pub2_data","10.1002/14651858.CD013719.pub2",2,2,"Incidence of serious adverse events","binary","RR",TRUE,"non_high",3,2,1,0.333333333333333,0,0,NA,0,NA,0,0,NA,0,NA,1,1,NA,0,FALSE,FALSE,0,0
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,1,"Poor functional outcome","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0.00139129937756467,0,73.4162984338517,-0.00139129937756467,-73.4162984338517,1.76473717736913e-06,0,0.474118781905297,-1.76473717736913e-06,-0.474118781905297,0.759194940781607,0.773437540136184,0.619771672279077,0.0142425993545776,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,1,"Poor functional outcome","binary","RR",TRUE,"non_high",7,4,3,0.428571428571429,0,0,45.8638132116334,0,-45.8638132116334,0,0,0.122617021994154,0,-0.122617021994154,0.752178843848285,0.773437540136184,0.679928173778431,0.0212586962878993,TRUE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,1,"Poor functional outcome","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0.00139129937756467,0,73.4162984338517,-0.00139129937756467,-73.4162984338517,1.76473717736913e-06,0,0.474118781905297,-1.76473717736913e-06,-0.474118781905297,0.759194940781607,0.773437540136184,0.619771672279077,0.0142425993545776,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,2,"Case fatality","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.627332053090081,0.583734359869079,0.683783686753044,-0.0435976932210024,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,2,"Case fatality","binary","RR",TRUE,"non_high",7,4,3,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0.757091871695081,0.583734359869079,0.913719735440375,-0.173357511826002,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,2,"Case fatality","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.627332053090081,0.583734359869079,0.683783686753044,-0.0435976932210024,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,3,"Haemorrhagic complications","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.33808865315933,1.85508844595946,1.16363848195934,0.516999792800135,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,3,"Haemorrhagic complications","binary","RR",TRUE,"non_high",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.33808865315933,1.85508844595946,1.16363848195934,0.516999792800135,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,3,"Haemorrhagic complications","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.33808865315933,1.85508844595946,1.16363848195934,0.516999792800135,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,4,"Cerebral artery vasospasm","binary","RR",TRUE,"low_only",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,4,"Cerebral artery vasospasm","binary","RR",TRUE,"non_high",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,4,"Cerebral artery vasospasm","binary","RR",TRUE,"low_only_with_support",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"low_only",4,2,2,0.5,68.4028205792761,70.9200555189667,82.7774624012536,2.51723493969067,-11.8574068822869,0.369628283347775,0.598613590970672,0.700831866733274,0.228985307622897,-0.102218275762602,0.649709345593004,0.693878883836619,0.592391201323951,0.0441695382436145,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"non_high",5,2,3,0.6,60.3863660546937,70.9200555189667,68.9141872337305,10.533689464273,2.00586828523626,0.261216158883487,0.598613590970672,0.330582693596705,0.337397432087185,0.268030897373967,0.61800943379358,0.693878883836619,0.572601950110663,0.0758694500430389,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"low_only_with_support",4,2,2,0.5,68.4028205792761,70.9200555189667,82.7774624012536,2.51723493969067,-11.8574068822869,0.369628283347775,0.598613590970672,0.700831866733274,0.228985307622897,-0.102218275762602,0.649709345593004,0.693878883836619,0.592391201323951,0.0441695382436145,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,7,"Hydrocephalus","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,9.90364782546936,7.00542076035105,0,-2.89822706511831,7.00542076035105,0.0273817861330435,0.0140241792467367,0,-0.0133576068863068,0.0140241792467367,0.812183366046071,0.90112654639183,0.285596755564654,0.0889431803457584,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,7,"Hydrocephalus","binary","RR",TRUE,"non_high",6,4,2,0.333333333333333,9.90364782546936,7.00542076035105,0,-2.89822706511831,7.00542076035105,0.0273817861330435,0.0140241792467367,0,-0.0133576068863068,0.0140241792467367,0.812183366046071,0.90112654639183,0.285596755564654,0.0889431803457584,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",1,7,"Hydrocephalus","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,9.90364782546936,7.00542076035105,0,-2.89822706511831,7.00542076035105,0.0273817861330435,0.0140241792467367,0,-0.0133576068863068,0.0140241792467367,0.812183366046071,0.90112654639183,0.285596755564654,0.0889431803457584,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,1,"Poor functional outcome","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0.00209741462206576,0,73.4162984338517,-0.00209741462206576,-73.4162984338517,2.35419341724536e-06,0,0.474118781905297,-2.35419341724536e-06,-0.474118781905297,0.78511340679832,0.805845446477654,0.619771672279077,0.0207320396793343,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,1,"Poor functional outcome","binary","RR",TRUE,"non_high",7,4,3,0.428571428571429,0.000234093618709414,0,47.9612058436208,-0.000234093618709414,-47.9612058436208,2.39935012894643e-07,0,0.109606534630903,-2.39935012894643e-07,-0.109606534630903,0.800293310774274,0.805845446477654,0.743775557714187,0.00555213570338031,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,1,"Poor functional outcome","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0.00209741462206576,0,73.4162984338517,-0.00209741462206576,-73.4162984338517,2.35419341724536e-06,0,0.474118781905297,-2.35419341724536e-06,-0.474118781905297,0.78511340679832,0.805845446477654,0.619771672279077,0.0207320396793343,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,2,"Case fatality","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.682348154541252,0.668107990495425,0.702013496123225,-0.0142401640458271,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,2,"Case fatality","binary","RR",TRUE,"non_high",7,4,3,0.428571428571429,0,0,11.9328302440275,0,-11.9328302440275,0,0,0.03603058103978,0,-0.03603058103978,0.835268157572372,0.668107990495425,0.975976207579856,-0.167160167076947,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,2,"Case fatality","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.682348154541252,0.668107990495425,0.702013496123225,-0.0142401640458271,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,3,"Haemorrhagic complications","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.34907839084303,1.91115562333277,1.15429940645071,0.562077232489735,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,3,"Haemorrhagic complications","binary","RR",TRUE,"non_high",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.34907839084303,1.91115562333277,1.15429940645071,0.562077232489735,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,3,"Haemorrhagic complications","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,0,0,0,0,0,0,0,0,0,0,1.34907839084303,1.91115562333277,1.15429940645071,0.562077232489735,FALSE,FALSE,1,1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,4,"Cerebral artery vasospasm","binary","RR",TRUE,"low_only",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,4,"Cerebral artery vasospasm","binary","RR",TRUE,"non_high",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,4,"Cerebral artery vasospasm","binary","RR",TRUE,"low_only_with_support",5,3,2,0.4,50.9691019417541,0,81.5843184012679,-50.9691019417541,-81.5843184012679,0.133572601489349,0,0.55283961189044,-0.133572601489349,-0.55283961189044,0.644799070482524,0.675459173667012,0.56732784693531,0.0306601031844884,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"low_only",4,2,2,0.5,64.7178296666435,56.2851571075986,82.7774624012536,-8.43267255904488,-26.492305293655,0.241357516741231,0.224833985627114,0.700831866733274,-0.0165235311141174,-0.47599788110616,0.704957958172429,0.783832159863971,0.592391201323951,0.0788742016915419,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"non_high",5,2,3,0.6,51.4160938725937,56.2851571075986,69.6511673917058,4.86906323500485,-13.3660102841073,0.127258578644271,0.224833985627114,0.254509636808256,0.0975754069828424,-0.0296756511811424,0.693886947336302,0.783832159863971,0.632508794270712,0.0899452125276688,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,5,"Delayed cerebral ischaemia","binary","RR",TRUE,"low_only_with_support",4,2,2,0.5,64.7178296666435,56.2851571075986,82.7774624012536,-8.43267255904488,-26.492305293655,0.241357516741231,0.224833985627114,0.700831866733274,-0.0165235311141174,-0.47599788110616,0.704957958172429,0.783832159863971,0.592391201323951,0.0788742016915419,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,7,"Hydrocephalus","binary","RR",TRUE,"low_only",6,4,2,0.333333333333333,26.860136002546,28.9627227104137,0,2.10258670786766,28.9627227104137,0.0866247047190535,0.0718147155827216,0,-0.0148099891363319,0.0718147155827216,0.763786706687458,0.872077542931687,0.285596755564654,0.108290836244229,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,7,"Hydrocephalus","binary","RR",TRUE,"non_high",6,4,2,0.333333333333333,26.860136002546,28.9627227104137,0,2.10258670786766,28.9627227104137,0.0866247047190535,0.0718147155827216,0,-0.0148099891363319,0.0718147155827216,0.763786706687458,0.872077542931687,0.285596755564654,0.108290836244229,FALSE,FALSE,-1,-1
"CD013748_pub2_data","10.1002/14651858.CD013748.pub2",2,7,"Hydrocephalus","binary","RR",TRUE,"low_only_with_support",6,4,2,0.333333333333333,26.860136002546,28.9627227104137,0,2.10258670786766,28.9627227104137,0.0866247047190535,0.0718147155827216,0,-0.0148099891363319,0.0718147155827216,0.763786706687458,0.872077542931687,0.285596755564654,0.108290836244229,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,1,"Hospitalisation due to RSV infection","binary","RR",TRUE,"low_only",5,2,3,0.6,0.00535100784842179,84.3551161706967,0,84.3497651628483,84.3551161706967,6.74800849190327e-06,2.73697130985013,0,2.73696456184164,2.73697130985013,0.507025402108395,0.672095419036749,0.489905734387137,0.165070016928354,TRUE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,1,"Hospitalisation due to RSV infection","binary","RR",TRUE,"non_high",6,3,3,0.5,0,79.2107235320514,0,79.2107235320514,79.2107235320514,0,2.89991915254768,0,2.89991915254768,2.89991915254768,0.496758368404479,0.342955546181645,0.489905734387137,-0.153802822222834,TRUE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,1,"Hospitalisation due to RSV infection","binary","RR",TRUE,"low_only_with_support",5,2,3,0.6,0.00535100784842179,84.3551161706967,0,84.3497651628483,84.3551161706967,6.74800849190327e-06,2.73697130985013,0,2.73696456184164,2.73697130985013,0.507025402108395,0.672095419036749,0.489905734387137,0.165070016928354,TRUE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,2,"Mortality","binary","RR",TRUE,"non_high",5,2,3,0.6,0,0,0,0,0,0,0,0,0,0,0.703211314868816,1.0142306700625,0.694554455356181,0.311019355193683,FALSE,FALSE,-1,1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,4,"Hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"low_only",5,2,3,0.6,39.0153129188342,69.2640075233293,51.4385975367419,30.248694604495,17.8254099865873,0.0168644463971199,0.461659568971945,0.015680712934226,0.444795122574825,0.445978856037719,0.825415403936119,0.820271456573614,0.831417724464646,-0.00514394736250434,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,4,"Hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"non_high",6,3,3,0.5,38.2428044121105,50.0352600911682,51.4385975367419,11.7924556790577,-1.40333744557366,0.0195305547265824,0.215636885443665,0.015680712934226,0.196106330717083,0.19995617250944,0.804127755557448,0.679695971454351,0.831417724464646,-0.124431784103097,TRUE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,4,"Hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"low_only_with_support",5,2,3,0.6,39.0153129188342,69.2640075233293,51.4385975367419,30.248694604495,17.8254099865873,0.0168644463971199,0.461659568971945,0.015680712934226,0.444795122574825,0.445978856037719,0.825415403936119,0.820271456573614,0.831417724464646,-0.00514394736250434,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,5,"Subgroup analysis: hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"low_only",5,2,3,0.6,39.0153129188342,69.2640075233293,51.4385975367419,30.248694604495,17.8254099865873,0.0168644463971199,0.461659568971945,0.015680712934226,0.444795122574825,0.445978856037719,0.825415403936119,0.820271456573614,0.831417724464646,-0.00514394736250434,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,5,"Subgroup analysis: hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"non_high",6,3,3,0.5,38.2428044121105,50.0352600911682,51.4385975367419,11.7924556790577,-1.40333744557366,0.0195305547265824,0.215636885443665,0.015680712934226,0.196106330717083,0.19995617250944,0.804127755557448,0.679695971454351,0.831417724464646,-0.124431784103097,TRUE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,5,"Subgroup analysis: hospitalisation due to respiratory‐related illness","binary","RR",TRUE,"low_only_with_support",5,2,3,0.6,39.0153129188342,69.2640075233293,51.4385975367419,30.248694604495,17.8254099865873,0.0168644463971199,0.461659568971945,0.015680712934226,0.444795122574825,0.445978856037719,0.825415403936119,0.820271456573614,0.831417724464646,-0.00514394736250434,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,7,"RSV infection","binary","RR",TRUE,"low_only",3,2,1,0.333333333333333,78.748544063427,90.9438466128175,NA,12.1953025493905,NA,0.680549374661266,1.14441456930841,NA,0.463865194647141,NA,0.667088305836509,0.744976509961898,NA,0.0778882041253893,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,7,"RSV infection","binary","RR",TRUE,"non_high",4,3,1,0.25,76.8284131635463,85.7809764542489,NA,8.95256329070257,NA,0.571998034831222,0.780504196271446,NA,0.208506161440224,NA,0.545564552066324,0.561995489141017,NA,0.0164309370746929,FALSE,FALSE,-1,-1
"CD013757_pub3_data","10.1002/14651858.CD013757.pub3",1,7,"RSV infection","binary","RR",TRUE,"low_only_with_support",3,2,1,0.333333333333333,78.748544063427,90.9438466128175,NA,12.1953025493905,NA,0.680549374661266,1.14441456930841,NA,0.463865194647141,NA,0.667088305836509,0.744976509961898,NA,0.0778882041253893,FALSE,FALSE,-1,-1
