"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD015014_pub2_data","15::overall","15","overall","Adverse events/falls (proportion of residents with a fall): sensitivity analysis by risk of bias",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015014_pub2_data","16::overall","16","overall","Adverse events/falls (proportion of residents with a fall): sensitivity analysis by timing of effects",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015014_pub2_data","22::overall","22","overall","Adherence to clinical guideline-recommended care (proportion of residents with adequate antidepressant therapy)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015014_pub2_data","23::overall","23","overall","Adherence to clinical guideline-recommended care (proportion of residents with adequate antidepressant therapy, two intervention arms combined)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015014_pub2_data","24::overall","24","overall","Adherence to clinical guideline-recommended care (proportion of residents with adequate antipsychotic therapy)",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","25::overall","25","overall","Adherence to clinical guideline-recommended care (proportion of residents with adequate antipsychotic therapy, two arms combined)",2,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","32::overall","32","overall","Mortality (proportion of residents who died)",24,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","33::overall","33","overall","Mortality (proportion of residents who died): sensitivity analyses by risk of bias",24,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","34::overall","34","overall","Mortality (proportion of residents who died): sensitivity analysis by timing of effect",24,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","35::overall","35","overall","Any hospital admission (proportion of residents with at least one hospital admission)",13,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","36::overall","36","overall","Any hospital admission (proportion of residents with at least one hospital admission): sensitivity analysis by risk of bias",13,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015014_pub2_data","37::overall","37","overall","Any hospital admission (proportion of residents with at least one hospital admission): sensitivity by timing of effect",13,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015033_pub2_data","1::overall","1","overall","All-cause mortality (range from18 months to 24 months)",14,11,14,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","2::overall","2","overall","All-cause mortality. Best-worst case scenario sensitivity analysis",14,11,11,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","3::overall","3","overall","All-cause mortality. Worst-best case scenario sensitivity analysis",13,10,10,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","5::overall","5","overall","Serious adverse events (24 months)",13,11,13,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","6::overall","6","overall","Serious adverse events. Best-worst case scenario sensitivity analysis",13,11,11,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","7::overall","7","overall","Serious adverse events. Worst-best case scenario sensitivity analysis",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015033_pub2_data","10::overall","10","overall","Health-related quality of life (psychosocial health, 24 months)",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD015033_pub2_data","11::overall","11","overall","Non-serious adverse events (number of events, 24 months)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","12::overall","12","overall","Non-serious averse events. Best-worst case scenario sensitivity analysis",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","13::overall","13","overall","Non-serious averse events. Worst-best case scenario sensitivity analysis",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","14::overall","14","overall","Liver enzyme levels. Serum ALT levels (range from 2 months to 24 months)",12,11,11,FALSE,TRUE,"RD","double_zero"
"CD015033_pub2_data","15::overall","15","overall","Liver enzyme levels. Serum AST levels (range from 2 months to 24 months)",12,11,11,FALSE,TRUE,"RD","double_zero"
"CD015033_pub2_data","18::overall","18","overall","Imaging response. No-improvement in steatosis on ultrasound (range from 5 months to 12 months)",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","19::overall","19","overall","Imaging response. No-improvement in steatosis on ultrasound. Best-worst case scenario sensitivity analysis",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","20::overall","20","overall","Imaging response. No-improvement in steatosis on ultrasound. Worst-best case scenario sensitivity analysis",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","21::overall","21","overall","Imaging response. Proportion of participants without a normal ultrasound (range from 5 months to 12 months)",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","22::overall","22","overall","Imaging response. Proportion of participants without a normal ultrasound. Best-worst case scenario sensitivity analysis",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015033_pub2_data","23::overall","23","overall","Imaging response. Proportion of participants without a normal ultrasound. Worst-best case scenario sensitivity analysis",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015038_pub2_data","1::overall","1","overall","Mortality",12,4,5,TRUE,TRUE,"RD","double_zero"
"CD015038_pub2_data","2::overall","2","overall","Success of treatment",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015038_pub2_data","3::overall","3","overall","Clostridium difficile diarrhoea",3,2,2,FALSE,TRUE,"RD","double_zero"
"CD015038_pub2_data","4::overall","4","overall","Wound infection",9,0,7,TRUE,TRUE,"RD","sparse_events"
"CD015038_pub2_data","7::overall","7","overall","Intra-abdominal abscess or collection",6,0,5,TRUE,TRUE,"RD","sparse_events"
"CD015038_pub2_data","10::overall","10","overall","Complicated appendicitis at surgery",8,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015038_pub2_data","15::overall","15","overall","Negative appendectomy rate (normal histology)",5,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015042_pub2_data","1::overall","1","overall","Number of continuously abstinent women",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015042_pub2_data","3::overall","3","overall","Number of women who completed treatment",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015046_pub2_data","1::overall","1","overall","Adverse events&nbsp;",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015060_pub2_data","1::overall","1","overall","Proteinuria: > 50% increase from baseline",13,6,8,TRUE,TRUE,"RD","double_zero"
"CD015060_pub2_data","2::overall","2","overall","eGFR: ≥ 60% decline from baseline at 3 years",9,6,6,TRUE,TRUE,"RD","double_zero"
"CD015060_pub2_data","3::overall","3","overall","Haematuria resolution",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015064_pub2_data","1::overall","1","overall","Pimecrolimus 1% versus vehicle",14,2,5,TRUE,TRUE,"RD","double_zero"
"CD015066_pub2_data","2::overall","2","overall","Earplugs, PAR pass rate (%) (immediate)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015084_pub2_data","1::overall","1","overall","Clinical remission",6,3,3,TRUE,TRUE,"RD","double_zero"
"CD015084_pub2_data","2::overall","2","overall","Disease improvement: clinical activity scale (Rachmilewitz index)",6,5,5,FALSE,TRUE,"RD","double_zero"
"CD015084_pub2_data","3::overall","3","overall","Disease improvement: biochemical markers of inflammation (faecal calprotectin)",5,4,4,FALSE,TRUE,"RD","double_zero"
"CD015084_pub2_data","4::overall","4","overall","Disease improvement: biochemical markers of inflammation (IL-8 in rectal dialysis fluid)",5,4,4,FALSE,TRUE,"RD","double_zero"
"CD015084_pub2_data","5::overall","5","overall","Disease improvement: biochemical markers of inflammation (PGE-2 in rectal dialysis fluid)",4,3,3,FALSE,TRUE,"RD","double_zero"
"CD015084_pub2_data","6::overall","6","overall","Withdrawals due to adverse events",6,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","1::overall","1","overall","Adverse events",13,4,9,TRUE,TRUE,"RD","double_zero"
"CD015087_pub2_data","2::overall","2","overall","Pain intensity as reported by a third party (0 to 2 hours)",5,1,2,TRUE,TRUE,"RD","double_zero"
"CD015087_pub2_data","3::overall","3","overall","Pain intensity as reported by a third party (2 to 24 hours)",12,3,4,TRUE,TRUE,"RD","double_zero"
"CD015087_pub2_data","5::overall","5","overall","Opioid consumption (2 to 24 hours)",8,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","6::overall","6","overall","Opioid consumption (1 to 7 days)",11,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","7::overall","7","overall","Nausea and/or vomiting",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","8::overall","8","overall","Any bleeding",5,1,3,TRUE,TRUE,"RD","double_zero"
"CD015087_pub2_data","9::overall","9","overall","Requiring rescue medication (2 to 24 hours)",7,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","10::overall","10","overall","Requiring rescue medication (1 to 7 days)",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015087_pub2_data","15::overall","15","overall","Nausea and/or vomiting",5,2,2,TRUE,TRUE,"RD","double_zero"
"CD015087_pub2_data","16::overall","16","overall","Any bleeding",5,3,4,TRUE,TRUE,"RD","double_zero"
"CD015101_data","1::overall","1","overall","All symptoms",23,21,23,TRUE,TRUE,"RD","double_zero"
"CD015122_pub2_data","1::overall","1","overall","Blood transfusion",10,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015122_pub2_data","2::overall","2","overall","Stone-free rate",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015122_pub2_data","3::overall","3","overall","Thromboembolic events",7,6,7,FALSE,TRUE,"RD","double_zero"
"CD015122_pub2_data","4::overall","4","overall","Adverse events",5,1,2,TRUE,TRUE,"RD","double_zero"
"CD015122_pub2_data","5::overall","5","overall","Secondary interventions",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015122_pub2_data","6::overall","6","overall","Major Surgical complications",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015122_pub2_data","7::overall","7","overall","Minor surgical complications",6,1,1,TRUE,TRUE,"RD","double_zero"
"CD015122_pub2_data","18::overall","18","overall","Blood transfusion (Sensitivity analysis & definition of stone freedom)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015122_pub2_data","19::overall","19","overall","Stone-free rate (Sensitivity analysis & definition of stone freedom)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015122_pub2_data","20::overall","20","overall","Thromboembolic events (Sensitivity analysis & definition of stone freedom)",3,2,3,FALSE,TRUE,"RD","double_zero"
"CD015122_pub2_data","21::overall","21","overall","Adverse Eeents (Sensitivity analysis & definition of stone freedom)",2,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015122_pub2_data","23::overall","23","overall","Major surgical complications (Sensitivity analysis & definition of stone freedom)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015122_pub2_data","24::overall","24","overall","Minor surgical complications (Sensitivity analysis & definition of stone freedom)",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015123_pub2_data","1::overall","1","overall","Number of participants with at least one SAE",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015123_pub2_data","2::overall","2","overall","Number of participants with new or enlarging T2-weighted MRI lesions",3,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015123_pub2_data","3::overall","3","overall","Number of participants with new Gd+ T1-weighted MRI lesions",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015123_pub2_data","4::overall","4","overall","Number of participants experiencing treatment discontinuation caused by AE",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015123_pub2_data","5::overall","5","overall","Number of participants with at least one AE",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015134_pub2_data","1::overall","1","overall","Infant hospitalisation with laboratory-confirmed RSV disease",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015134_pub2_data","2::overall","2","overall","Intrauterine growth restriction",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015134_pub2_data","3::overall","3","overall","Stillbirth",5,1,3,TRUE,TRUE,"RD","double_zero"
"CD015134_pub2_data","4::overall","4","overall","Maternal death",3,2,3,FALSE,TRUE,"RD","double_zero"
"CD015134_pub2_data","5::overall","5","overall","Preterm birth",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015134_pub2_data","6::overall","6","overall","Congenital abnormalities",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015134_pub2_data","7::overall","7","overall","Infant death",6,3,3,TRUE,TRUE,"RD","double_zero"
"CD015140_pub2_data","6::overall","6","overall","Adverse events ≥ grade 3",8,4,5,TRUE,TRUE,"RD","double_zero"
"CD015140_pub2_data","7::overall","7","overall","Adverse events grades 1 and 2",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015140_pub2_data","10::overall","10","overall","Risk of relapse in drug-off time - fixed-effect model",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015140_pub2_data","11::overall","11","overall","Risk of relapse in drug-off time - random-effects model",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015140_pub2_data","12::overall","12","overall","Risk of relapse in drug-on time - fixed-effect model",9,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015140_pub2_data","13::overall","13","overall","Risk of relapse in drug-on time - random-effects model",9,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015140_pub2_data","14::overall","14","overall","Risk of brain relapse",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015140_pub2_data","16::overall","16","overall","Risk of relapse in drug-off time",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015140_pub2_data","17::overall","17","overall","Risk of relapse in drug-on time",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015140_pub2_data","18::overall","18","overall","Risk of brain relapse",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015145_pub2_data","3::overall","3","overall","Opioid use (MME) 0 to 24 hours after surgery",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015145_pub2_data","4::overall","4","overall","Opioid use (MME) 0 to 48 hours after surgery",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015160_pub2_data","1::overall","1","overall","Surgical site infections (as defined by the included studies) within 30 days of repair",20,10,12,TRUE,TRUE,"RD","double_zero"
"CD015160_pub2_data","2::overall","2","overall","Mortality (defined as all‐cause mortality) within 30 days of repair",11,8,8,TRUE,TRUE,"RD","double_zero"
"CD015160_pub2_data","3::overall","3","overall","Surgical site infections (as defined by the included studies) within 90 days of repair",6,4,5,TRUE,TRUE,"RD","double_zero"
"CD015160_pub2_data","5::overall","5","overall","Clinical recurrence or reoperation for recurrence within one year of repair",3,1,2,TRUE,TRUE,"RD","double_zero"
"CD015160_pub2_data","6::overall","6","overall","Mesh removal within 30 days of repair",5,4,4,FALSE,TRUE,"RD","double_zero"
"CD015192_pub2_data","1::1","1","1","Graft infection rate",5,3,4,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","1::2","1","2","Graft infection rate",5,4,5,FALSE,TRUE,"RD","double_zero"
"CD015192_pub2_data","2::overall","2","overall","All-cause mortality",8,1,3,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","3::overall","3","overall","Re-intervention rate",7,3,4,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","1::3","1","3","Graft infection rate",3,1,3,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","2::1","2","1","Surgical site infection rate",7,1,3,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","2::2","2","2","Surgical site infection rate",5,1,4,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","2::3","2","3","Surgical site infection rate",4,1,1,TRUE,TRUE,"RD","double_zero"
"CD015192_pub2_data","4::overall","4","overall","Re-intervention rate",3,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015192_pub2_data","6::overall","6","overall","Adverse events resulting from the interventions for prevention of infection",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015192_pub2_data","3::1","3","1","Adverse events resulting from the interventions for prevention of infection",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015192_pub2_data","1::overall","1","overall","Graft infection rate",10,1,3,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","1::overall","1","overall","Time to wound healing",17,12,15,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","2::overall","2","overall","Proportion of wounds healed",15,5,6,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","3::overall","3","overall","Recurrence rate",27,3,9,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","4::overall","4","overall","Recurrence rate (Subgroup analysis according to follow-up duration)",33,6,15,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","5::overall","5","overall","Wound infection",30,7,12,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","6::overall","6","overall","Wound infection (Sensitivity analysis according to risk of bias)",25,3,9,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","7::overall","7","overall","Wound dehiscence",27,3,15,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","8::overall","8","overall","Time to return to work",18,6,15,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","9::overall","9","overall","Operative time",14,6,12,TRUE,TRUE,"RD","double_zero"
"CD015213_pub2_data","10::overall","10","overall","Length of hospital stay",19,16,19,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","1::overall","1","overall","Return to normal hearing, randomised by ear (medium-term)",7,2,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","2::overall","2","overall","Mean final hearing threshold, randomised by ear (medium-term)",6,4,4,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","3::overall","3","overall","Change in hearing threshold from baseline, randomised by ear (medium-term)",7,6,6,FALSE,TRUE,"RD","double_zero"
"CD015215_pub2_data","5::overall","5","overall","Persistence of OME: randomised by child (very short-term)",8,5,7,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","6::overall","6","overall","Persistence of OME: randomised by child (medium-term)",8,4,5,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","7::overall","7","overall","Persistence of OME: randomised by ear (medium-term)",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","8::overall","8","overall","Mean improvement in comprehensive language, randomised by child (medium-term)",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","9::overall","9","overall","Mean improvement in expressive language, randomised by child (medium-term)",5,2,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","10::overall","10","overall","Adverse event: tympanosclerosis, randomised by ear (medium-term)",7,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015215_pub2_data","11::overall","11","overall","Presence/persistence of OME, randomised by child, measured by otoscopy (medium-term)",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015215_pub2_data","12::overall","12","overall","Presence/persistence of OME, randomised by child, measured by tympanometry (medium-term)",5,2,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","13::overall","13","overall","Presence/persistence of OME, mean percentage of days, randomised by child (medium-term)",4,1,1,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","14::overall","14","overall","Presence/persistence of OME, randomised by child (long-term)",6,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015215_pub2_data","15::overall","15","overall","Presence/persistence of OME, adjusted OR, randomised by child (long-term)",5,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015215_pub2_data","16::overall","16","overall","Adverse event: tympanosclerosis (long-term)",5,0,3,TRUE,TRUE,"RD","sparse_events"
"CD015215_pub2_data","17::overall","17","overall","Adverse event: fibrosis (long-term)",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","18::overall","18","overall","Adverse event: segmental atrophy (long-term)",4,1,2,TRUE,TRUE,"RD","double_zero"
"CD015215_pub2_data","19::overall","19","overall","Adverse event: retraction pocket with other abnormality (long-term)",3,1,2,TRUE,TRUE,"RD","double_zero"
"CD015219_pub2_data","1::overall","1","overall","All-cause mortality – at 28 to 30 days, or in‐hospital",45,0,21,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","2::overall","2","overall","Progression to invasive mechanical ventilation",50,0,10,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","3::overall","3","overall","Need for admission to hospital (if ambulatory)",28,0,13,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","4::overall","4","overall","Time to clinical improvement (defined as time to a 2-point reduction in participants’ admission status on WHO’s ordinal scale)",33,0,6,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","5::overall","5","overall","Progression to oxygen therapy",15,0,5,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","6::overall","6","overall","Need for critical or intensive care (any reason)",6,1,2,TRUE,TRUE,"RD","double_zero"
"CD015219_pub2_data","8::overall","8","overall","Duration of hospitalization",16,3,3,TRUE,TRUE,"RD","double_zero"
"CD015219_pub2_data","9::overall","9","overall","Time to negative PCR for SARS‐CoV‐2",8,0,5,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","10::overall","10","overall","All adverse events",25,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","11::overall","11","overall","Serious adverse events attributable to the drug",12,0,6,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","12::overall","12","overall","Hyperuricaemia",10,0,4,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","13::overall","13","overall","Need for admission to hospital (if ambulatory) – fixed-effect model",4,0,1,TRUE,TRUE,"RD","sparse_events"
"CD015219_pub2_data","15::overall","15","overall","All adverse events – fixed-effect model",18,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015252_pub2_data","1::overall","1","overall","Proportion of children whose hearing has returned to normal",8,3,3,TRUE,TRUE,"RD","double_zero"
"CD015252_pub2_data","2::overall","2","overall","Serious adverse event: haemorrhage",9,7,8,TRUE,TRUE,"RD","double_zero"
"CD015252_pub2_data","3::overall","3","overall","Presence or persistence of OME",16,1,3,TRUE,TRUE,"RD","double_zero"
"CD015252_pub2_data","4::overall","4","overall","Sensitivity analysis: presence or persistence of OME (complete correlation between ears)",12,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015252_pub2_data","5::overall","5","overall","Sensitivity analysis: presence or persistence of OME (no correlation between ears)",9,1,1,TRUE,TRUE,"RD","double_zero"
"CD015252_pub2_data","6::overall","6","overall","Time with effusion",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015252_pub2_data","7::overall","7","overall","Number of doctor-diagnosed acute otitis media episodes",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015252_pub2_data","8::overall","8","overall","Sensitivity analysis: presence/persistence of OME ICC 0",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015252_pub2_data","9::overall","9","overall","Sensitivity analysis: presence/persistence of OME ICC 1",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","1::overall","1","overall","Normal hearing (as complete improvement in air-bone gap in worst ear): short-term",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","3::overall","3","overall","Sensitivity analysis: speech reception threshold: assuming correlation coefficient of 0.3",8,2,2,TRUE,TRUE,"RD","double_zero"
"CD015254_pub2_data","4::overall","4","overall","Sensitivity analysis: speech reception threshold: assuming correlation coefficient of 0.7",8,2,2,TRUE,TRUE,"RD","double_zero"
"CD015254_pub2_data","5::overall","5","overall","Hearing threshold: speech awareness threshold (short-term)",7,1,1,TRUE,TRUE,"RD","double_zero"
"CD015254_pub2_data","6::overall","6","overall","Persistence of OME (short-term)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","7::overall","7","overall","Sensitivity analysis: persistence (short-term) including cases of acute otitis (Mandel 1987)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","8::overall","8","overall","Sensitivity analysis: persistence (short-term) assuming ICC of 1.0 (complete correlation between ears) (Puhakka 1985)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","9::overall","9","overall","Sensitivity analysis: persistence (short-term) assuming ICC of zero (no correlation between ears) (Puhakka 1985)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","10::overall","10","overall","Persistence of OME (medium-term)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","11::overall","11","overall","Sensitivity analysis: persistence of OME (medium-term); defined as 'OME' or 'AOM without perforation' (Leach 2008)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015254_pub2_data","14::overall","14","overall","Episodes of acute otitis media",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","1::overall","1","overall","Normal hearing (very short-term - up to 6 weeks)",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","2::overall","2","overall","Normal hearing (very short-term - up to 6 weeks, adjusted OR)",7,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","3::overall","3","overall","Normal hearing defined as complete improvement in air-bone gap (short-term - up to 3 months)",9,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","4::overall","4","overall","Normal hearing (medium-term - up to 1 year)",7,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","5::overall","5","overall","Hearing threshold (very short-term - up to 6 weeks)",4,2,2,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","6::overall","6","overall","Hearing threshold (difference in adjusted mean, very short-term - up to 6 weeks)",3,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","7::overall","7","overall","Disease-specific quality of life (very short-term - up to 6 weeks)",4,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","8::overall","8","overall","Disease-specific quality of life (medium-term - up to 1 year)",2,1,1,FALSE,TRUE,"RD","double_zero"
"CD015255_pub2_data","9::overall","9","overall","Persistence of OME (very short-term - up to 6 weeks)",8,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","10::overall","10","overall","Sensitivity analysis: persistence of OME (very short-term); persistence in all affected ears (Berman 1990)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","11::overall","11","overall","Sensitivity analysis: persistence of OME (very short-term); effusion in both ears (Niederman 1984)",10,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","12::overall","12","overall","Persistence of OME (short-term - up to 3 months); ICC = 0.5",6,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","13::overall","13","overall","Sensitivity analysis: persistence of OME (short-term); ICC = 1.0",5,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","14::overall","14","overall","Sensitivity analysis: persistence of OME (short-term); ICC = zero",4,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","15::overall","15","overall","Sensitivity analysis: persistence of OME (short-term); persistence in all affected ears (Macknin 1985)",4,1,1,TRUE,TRUE,"RD","double_zero"
"CD015255_pub2_data","16::overall","16","overall","Persistence of OME (medium-term - up to 1 year)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","17::overall","17","overall","Acute otitis media (very short-term - up to 6 weeks)",3,0,2,TRUE,TRUE,"RD","sparse_events"
"CD015255_pub2_data","22::overall","22","overall","Subgroup analysis: normal hearing: allergy versus none (very short-term - up to 6 weeks)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","23::overall","23","overall","Subgroup analysis: persistence of OME: allergy versus none (very short-term - up to 6 weeks)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
"CD015255_pub2_data","24::overall","24","overall","Subgroup analysis: persistence of OME: age < 4 versus ≥ 4 (very short-term - up to 6 weeks)",2,0,0,TRUE,TRUE,"OR_cc","default_or"
