"key","dataset_name_orig","analysis_key_orig","analysis_number_orig","subgroup_number_orig","analysis_name_orig","k_orig","double_zero_orig","sparse_events_orig","orcc_ok_orig","rd_ok_orig","recommended_method_orig","recommendation_reason_orig","orcc_pooled_effect","orcc_ci_lb","orcc_ci_ub","rd_pooled_effect","rd_ci_lb","rd_ci_ub","dataset_name_fix","analysis_key_fix","analysis_number_fix","subgroup_number_fix","analysis_name_fix","k_fix","double_zero_fix","sparse_events_fix","orcc_ok_fix","rd_ok_fix","recommended_method_fix","recommendation_reason_fix","method_changed"
"CD011575_pub3_data|3::overall","CD011575_pub3_data","3::overall",3,"overall","Serious cardiovascular adverse events",4,0,0,TRUE,TRUE,"OR_cc","default_or",0.238345928718493,0.0133588932303047,0.463332964206682,0.00741403711656956,-0.000758613835102744,0.0155866880682419,"CD011575_pub3_data","3::overall","3","overall","Serious cardiovascular adverse events",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011575_pub3_data|4::overall","CD011575_pub3_data","4::overall",4,"overall","Cardiovascular mortality",4,0,0,TRUE,TRUE,"OR_cc","default_or",0.33510211829093,-0.107095708898391,0.77729994548025,0.0006580660476285,-0.00147990551921657,0.00279603761447357,"CD011575_pub3_data","4::overall","4","overall","Cardiovascular mortality",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011575_pub3_data|5::overall","CD011575_pub3_data","5::overall",5,"overall","Non-cardiovascular mortality",4,0,0,TRUE,TRUE,"OR_cc","default_or",0.0183077923316055,-0.336236110614344,0.372851695277555,-0.000795976710667852,-0.00524878684040963,0.00365683341907392,"CD011575_pub3_data","5::overall","5","overall","Non-cardiovascular mortality",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011575_pub3_data|6::overall","CD011575_pub3_data","6::overall",6,"overall","Myocardial infarction/acute coronary syndrome",4,0,0,TRUE,TRUE,"OR_cc","default_or",0.264775344293525,-0.00411833428664421,0.533669022873694,0.00257005438726343,-0.00149354526364777,0.00663365403817464,"CD011575_pub3_data","6::overall","6","overall","Myocardial infarction/acute coronary syndrome",4,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011575_pub3_data|7::overall","CD011575_pub3_data","7::overall",7,"overall","Heart failure (decompensation/hospitalisation/death)",3,0,0,TRUE,TRUE,"OR_cc","default_or",0.688316742437408,-0.166060261254832,1.54269374612965,0.00150568048443427,-2.79206659361943e-05,0.00303928163480473,"CD011575_pub3_data","7::overall","7","overall","Heart failure (decompensation/hospitalisation/death)",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011575_pub3_data|8::overall","CD011575_pub3_data","8::overall",8,"overall","Renal failure",3,0,0,TRUE,TRUE,"OR_cc","default_or",-0.0274690530642758,-0.596431520439271,0.541493414310719,-0.000270339414062119,-0.00195391613723549,0.00141323730911125,"CD011575_pub3_data","8::overall","8","overall","Renal failure",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|1::overall","CD011600_pub3_data","1::overall",1,"overall","Moderate-to-severe exacerbations (Rate)",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.468132957345657,-1.77506631070412,0.838800396012802,NA,NA,NA,"CD011600_pub3_data","1::overall","1","overall","Moderate-to-severe exacerbations (Rate)",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|10::overall","CD011600_pub3_data","10::overall",10,"overall","SGRQ, ≥ 4 decrease from baseline",7,0,0,TRUE,TRUE,"OR_cc","default_or",0.308406893591353,0.255763966718403,0.361049820464303,0.0731526308229293,0.0608756870408159,0.0854295746050426,"CD011600_pub3_data","10::overall","10","overall","SGRQ, ≥ 4 decrease from baseline",7,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|11::overall","CD011600_pub3_data","11::overall",11,"overall","SGRQ, end of study",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.695679590716463,-3.46773802535605,2.07637884392312,NA,NA,NA,"CD011600_pub3_data","11::overall","11","overall","SGRQ, end of study",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|12::overall","CD011600_pub3_data","12::overall",12,"overall","Pneumonia",9,0,0,TRUE,TRUE,"OR_cc","default_or",0.486858244405936,0.35949570232295,0.614220786488921,0.0153417938725944,0.00847501928015616,0.0222085684650326,"CD011600_pub3_data","12::overall","12","overall","Pneumonia",9,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|13::overall","CD011600_pub3_data","13::overall",13,"overall","Pneumonia (Time-to-first)",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.696644119702151,-2.29718418922883,0.903895949824528,NA,NA,NA,"CD011600_pub3_data","13::overall","13","overall","Pneumonia (Time-to-first)",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|14::overall","CD011600_pub3_data","14::overall",14,"overall","Serious adverse events, pneumonia",9,0,0,TRUE,TRUE,"OR_cc","default_or",0.570890471852589,0.405703249522724,0.736077694182453,0.0123805755246379,0.00825883516768135,0.0165023158815945,"CD011600_pub3_data","14::overall","14","overall","Serious adverse events, pneumonia",9,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|15::overall","CD011600_pub3_data","15::overall",15,"overall","Serious adverse event, all-cause",9,0,0,TRUE,TRUE,"OR_cc","default_or",-0.0489150386534437,-0.109519465650924,0.011689388344037,-0.00884219464593898,-0.0182436875357075,0.000559298243829501,"CD011600_pub3_data","15::overall","15","overall","Serious adverse event, all-cause",9,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|16::overall","CD011600_pub3_data","16::overall",16,"overall","Change in E-RS",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0108883856462557,-2.2749012129183,2.25312444162579,NA,NA,NA,"CD011600_pub3_data","16::overall","16","overall","Change in E-RS",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|17::overall","CD011600_pub3_data","17::overall",17,"overall","TDI, ≥ 1-unit increase",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.692408355258513,-3.46472786410533,2.0799111535883,NA,NA,NA,"CD011600_pub3_data","17::overall","17","overall","TDI, ≥ 1-unit increase",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|18::overall","CD011600_pub3_data","18::overall",18,"overall","TDI (Focal score), over 24 weeks",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.485060836925484,-2.08577517632128,1.11565350247031,NA,NA,NA,"CD011600_pub3_data","18::overall","18","overall","TDI (Focal score), over 24 weeks",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|19::overall","CD011600_pub3_data","19::overall",19,"overall","Change in trough FEV1 (mL)",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.464540039950474,-1.77165041144605,0.842570331545108,NA,NA,NA,"CD011600_pub3_data","19::overall","19","overall","Change in trough FEV1 (mL)",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|2::overall","CD011600_pub3_data","2::overall",2,"overall","Moderate-to-severe exacerbations (Time-to-first)",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.468132957345657,-1.77506631070412,0.838800396012802,NA,NA,NA,"CD011600_pub3_data","2::overall","2","overall","Moderate-to-severe exacerbations (Time-to-first)",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|20::overall","CD011600_pub3_data","20::overall",20,"overall","Trough FEV1, end of study (mL)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.695679590716463,-3.46773802535605,2.07637884392312,NA,NA,NA,"CD011600_pub3_data","20::overall","20","overall","Trough FEV1, end of study (mL)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|21::overall","CD011600_pub3_data","21::overall",21,"overall","FEV1 AUC 0 to 4 (mL), end of study",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.018942950012959,-2.79184432779916,2.75395842777324,NA,NA,NA,"CD011600_pub3_data","21::overall","21","overall","FEV1 AUC 0 to 4 (mL), end of study",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|22::overall","CD011600_pub3_data","22::overall",22,"overall","Change in trough FVC (mL)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",0.00521853760953394,-2.76749301671206,2.77793009193113,NA,NA,NA,"CD011600_pub3_data","22::overall","22","overall","Change in trough FVC (mL)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|23::overall","CD011600_pub3_data","23::overall",23,"overall","Death, all causes",9,0,0,TRUE,TRUE,"OR_cc","default_or",-0.369515224853743,-0.555569314449438,-0.183461135258048,-0.00441450454838164,-0.00809937502933278,-0.000729634067430499,"CD011600_pub3_data","23::overall","23","overall","Death, all causes",9,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|24::overall","CD011600_pub3_data","24::overall",24,"overall","Death, all causes (Time-to-event)",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",-0.696652914640398,-2.29719342597673,0.903887596695935,NA,NA,NA,"CD011600_pub3_data","24::overall","24","overall","Death, all causes (Time-to-event)",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|25::overall","CD011600_pub3_data","25::overall",25,"overall","Death, cardiovascular causes",8,0,2,TRUE,TRUE,"RD","sparse_events",-0.682098442090682,-0.977301239347982,-0.386895644833381,-0.00334708659349317,-0.00596525750562629,-0.000728915681360048,"CD011600_pub3_data","25::overall","25","overall","Death, cardiovascular causes",8,0,2,TRUE,TRUE,"RD","sparse_events",FALSE
"CD011600_pub3_data|26::overall","CD011600_pub3_data","26::overall",26,"overall","Death, respiratory causes",6,0,0,TRUE,TRUE,"OR_cc","default_or",0.00749725460635903,-0.406917137760644,0.421911646973362,2.99561043996509e-05,-0.00163743919185788,0.00169735140065718,"CD011600_pub3_data","26::overall","26","overall","Death, respiratory causes",6,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|27::overall","CD011600_pub3_data","27::overall",27,"overall","Death, COPD-related",2,0,0,TRUE,TRUE,"OR_cc","default_or",-0.516406130787442,-1.00236416232027,-0.0304480992546182,-0.00291007230665563,-0.00585504750832266,3.49028950113921e-05,"CD011600_pub3_data","27::overall","27","overall","Death, COPD-related",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|3::overall","CD011600_pub3_data","3::overall",3,"overall","Moderate-to-severe exacerbations (≥ 1 exacerbation)",5,0,0,TRUE,TRUE,"OR_cc","default_or",-0.246024429752678,-0.409318404717677,-0.0827304547876788,-0.0501493817686617,-0.0733341478157347,-0.0269646157215886,"CD011600_pub3_data","3::overall","3","overall","Moderate-to-severe exacerbations (≥ 1 exacerbation)",5,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011600_pub3_data|4::overall","CD011600_pub3_data","4::overall",4,"overall","Moderate-to-severe exacerbations (Rate, stratified by eosinophil count)",8,18,18,TRUE,FALSE,"OR_cc","fallback_or",-0.360120582668537,-1.74670195020378,1.02646078486671,NA,NA,NA,"CD011600_pub3_data","4::overall","4","overall","Moderate-to-severe exacerbations (Rate, stratified by eosinophil count)",8,8,8,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|6::overall","CD011600_pub3_data","6::overall",6,"overall","Severe exacerbations (Rate)",7,7,7,TRUE,FALSE,"OR_cc","fallback_or",-0.596416191651404,-2.07826648619651,0.885434102893704,NA,NA,NA,"CD011600_pub3_data","6::overall","6","overall","Severe exacerbations (Rate)",7,7,7,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|7::overall","CD011600_pub3_data","7::overall",7,"overall","Severe exacerbations (Time-to-first)",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.462120261240383,-2.72567421004465,1.80143368756388,NA,NA,NA,"CD011600_pub3_data","7::overall","7","overall","Severe exacerbations (Time-to-first)",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|8::overall","CD011600_pub3_data","8::overall",8,"overall","All exacerbations (Rate)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.695679590716463,-3.46773802535605,2.07637884392312,NA,NA,NA,"CD011600_pub3_data","8::overall","8","overall","All exacerbations (Rate)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011600_pub3_data|9::overall","CD011600_pub3_data","9::overall",9,"overall","Change in SGRQ",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",-0.490208646549766,-1.7971763676177,0.816759074518165,NA,NA,NA,"CD011600_pub3_data","9::overall","9","overall","Change in SGRQ",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|1::overall","CD011624_pub3_data","1::overall",1,"overall","Hypertensive disorders of pregnancy (including pre-eclampsia, pregnancy-induced hypertension, eclampsia)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.103632245205368,-2.87782475087826,2.67056026046752,NA,NA,NA,"CD011624_pub3_data","1::overall","1","overall","Hypertensive disorders of pregnancy (including pre-eclampsia, pregnancy-induced hypertension, eclampsia)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|12::overall","CD011624_pub3_data","12::overall",12,"overall","Use of pharmacological therapy",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.0665253579372808,-2.03300920259611,1.89995848672155,NA,NA,NA,"CD011624_pub3_data","12::overall","12","overall","Use of pharmacological therapy",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|2::overall","CD011624_pub3_data","2::overall",2,"overall","Perinatal (foetal and neonatal) mortality",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.103007048806916,-2.87719487650097,2.67118077888714,NA,NA,NA,"CD011624_pub3_data","2::overall","2","overall","Perinatal (foetal and neonatal) mortality",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|21::overall","CD011624_pub3_data","21::overall",21,"overall","Stillbirth",2,1,2,TRUE,FALSE,"OR_cc","fallback_or",-1.36392807932007,-3.73002160173873,1.00216544309859,NA,NA,NA,"CD011624_pub3_data","21::overall","21","overall","Stillbirth",2,1,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|22::overall","CD011624_pub3_data","22::overall",22,"overall","Neonatal death",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.103007048806916,-2.87719487650097,2.67118077888714,NA,NA,NA,"CD011624_pub3_data","22::overall","22","overall","Neonatal death",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|23::overall","CD011624_pub3_data","23::overall",23,"overall","Macrosomia",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0668875571836931,-2.33354249419324,2.19976737982586,NA,NA,NA,"CD011624_pub3_data","23::overall","23","overall","Macrosomia",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|24::overall","CD011624_pub3_data","24::overall",24,"overall","Small-for-gestational-age",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.0503304744855442,-2.01653302570549,1.9158720767344,NA,NA,NA,"CD011624_pub3_data","24::overall","24","overall","Small-for-gestational-age",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|26::overall","CD011624_pub3_data","26::overall",26,"overall","Gestational age at birth (weeks)",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.0503304744855442,-2.01653302570549,1.9158720767344,NA,NA,NA,"CD011624_pub3_data","26::overall","26","overall","Gestational age at birth (weeks)",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|27::overall","CD011624_pub3_data","27::overall",27,"overall","Birthweight",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.0503304744855442,-2.01653302570549,1.9158720767344,NA,NA,NA,"CD011624_pub3_data","27::overall","27","overall","Birthweight",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|3::overall","CD011624_pub3_data","3::overall",3,"overall","Large-for-gestational-age",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0709987007755119,-2.34158529749578,2.19958789594476,NA,NA,NA,"CD011624_pub3_data","3::overall","3","overall","Large-for-gestational-age",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|33::overall","CD011624_pub3_data","33::overall",33,"overall","Infant hypoglycaemia",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0709987007755119,-2.34158529749578,2.19958789594476,NA,NA,NA,"CD011624_pub3_data","33::overall","33","overall","Infant hypoglycaemia",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|34::overall","CD011624_pub3_data","34::overall",34,"overall","Neonatal jaundice (hyperbilirubinaemia)",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.0889273156984108,-2.87262076868356,2.69476613728674,NA,NA,NA,"CD011624_pub3_data","34::overall","34","overall","Neonatal jaundice (hyperbilirubinaemia)",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|4::overall","CD011624_pub3_data","4::overall",4,"overall","Composite of mortality or serious morbidity (as defined by trial)",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0690034700745673,-2.33958894415861,2.20158200400947,NA,NA,NA,"CD011624_pub3_data","4::overall","4","overall","Composite of mortality or serious morbidity (as defined by trial)",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|41::overall","CD011624_pub3_data","41::overall",41,"overall","Admission to neonatal intensive care unit/nursery",2,2,2,TRUE,FALSE,"OR_cc","fallback_or",-0.0889273156984108,-2.87262076868356,2.69476613728674,NA,NA,NA,"CD011624_pub3_data","41::overall","41","overall","Admission to neonatal intensive care unit/nursery",2,2,2,FALSE,TRUE,"RD","double_zero",TRUE
"CD011624_pub3_data|5::overall","CD011624_pub3_data","5::overall",5,"overall","Caesarean section",3,3,3,TRUE,FALSE,"OR_cc","fallback_or",-0.0653165121547443,-2.33197288391034,2.20133985960085,NA,NA,NA,"CD011624_pub3_data","5::overall","5","overall","Caesarean section",3,3,3,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|1::overall","CD011626_pub3_data","1::overall",1,"overall","Cardiac T2* value (ms)",15,15,15,TRUE,FALSE,"OR_cc","fallback_or",0.128738299907981,-0.900603016692506,1.15807961650847,NA,NA,NA,"CD011626_pub3_data","1::overall","1","overall","Cardiac T2* value (ms)",15,15,15,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|2::overall","CD011626_pub3_data","2::overall",2,"overall","Myocardial iron concentration (mg/g)",14,14,14,TRUE,FALSE,"OR_cc","fallback_or",0.151771691782211,-0.912867615488845,1.21641099905327,NA,NA,NA,"CD011626_pub3_data","2::overall","2","overall","Myocardial iron concentration (mg/g)",14,14,14,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|3::overall","CD011626_pub3_data","3::overall",3,"overall","Left ventricular ejection fraction (%)",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",0.187955735608021,-1.44038212395293,1.81629359516897,NA,NA,NA,"CD011626_pub3_data","3::overall","3","overall","Left ventricular ejection fraction (%)",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|4::overall","CD011626_pub3_data","4::overall",4,"overall","Serum ferritin (μg/mL)",9,9,9,TRUE,FALSE,"OR_cc","fallback_or",0.10675236571589,-1.22161039344292,1.4351151248747,NA,NA,NA,"CD011626_pub3_data","4::overall","4","overall","Serum ferritin (μg/mL)",9,9,9,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|5::overall","CD011626_pub3_data","5::overall",5,"overall","Liver T2* value (ms)",6,6,6,TRUE,FALSE,"OR_cc","fallback_or",0.170245062912583,-1.45844135944479,1.79893148526995,NA,NA,NA,"CD011626_pub3_data","5::overall","5","overall","Liver T2* value (ms)",6,6,6,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|6::overall","CD011626_pub3_data","6::overall",6,"overall","Liver iron concentration (mg/g)",4,4,4,TRUE,FALSE,"OR_cc","fallback_or",-0.047622988258908,-2.02615015021061,1.93090417369279,NA,NA,NA,"CD011626_pub3_data","6::overall","6","overall","Liver iron concentration (mg/g)",4,4,4,FALSE,TRUE,"RD","double_zero",TRUE
"CD011626_pub3_data|7::overall","CD011626_pub3_data","7::overall",7,"overall","Adverse events",11,0,8,TRUE,TRUE,"RD","sparse_events",0.868656288291068,-0.0755242206662611,1.8128367972484,0.0463229249541619,0.0166015306211622,0.0760443192871615,"CD011626_pub3_data","7::overall","7","overall","Adverse events",11,0,8,TRUE,TRUE,"RD","sparse_events",FALSE
"CD011627_pub3_data|1::1","CD011627_pub3_data","1::1",1,"1","Number of participants with incontinence-associated dermatitis",4,1,1,TRUE,TRUE,"RD","double_zero",-0.428115133234419,-1.52087065546206,0.664640388993223,-0.0854836461390772,-0.304502833770541,0.133535541492387,"CD011627_pub3_data","1::1","1","1","Number of participants with incontinence-associated dermatitis",4,1,1,TRUE,TRUE,"RD","double_zero",FALSE
"CD011627_pub3_data|1::2","CD011627_pub3_data","1::2",1,"2","Number of participants with incontinence-associated dermatitis",3,0,0,TRUE,TRUE,"OR_cc","default_or",-1.80740003854807,-2.93683084798383,-0.677969229112316,-0.402812145029808,-0.649494921632668,-0.156129368426948,"CD011627_pub3_data","1::2","1","2","Number of participants with incontinence-associated dermatitis",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011627_pub3_data|1::3","CD011627_pub3_data","1::3",1,"3","Number of participants with incontinence-associated dermatitis",4,0,1,TRUE,TRUE,"RD","sparse_events",-1.16216246026579,-3.14744669459275,0.823121774061179,-0.151972651773446,-0.252783106516719,-0.0511621970301729,"CD011627_pub3_data","1::3","1","3","Number of participants with incontinence-associated dermatitis",4,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD011627_pub3_data|1::4","CD011627_pub3_data","1::4",1,"4","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",-0.805175016947542,-1.85365263458546,0.243302600690376,-0.170732416157948,-0.377806053362844,0.0363412210469475,"CD011627_pub3_data","1::4","1","4","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011627_pub3_data|1::5","CD011627_pub3_data","1::5",1,"5","Number of participants with incontinence-associated dermatitis",2,1,1,TRUE,FALSE,"OR_cc","fallback_or",1.24857982165173,0.260835906332128,2.23632373697133,NA,NA,NA,"CD011627_pub3_data","1::5","1","5","Number of participants with incontinence-associated dermatitis",2,1,1,FALSE,TRUE,"RD","double_zero",TRUE
"CD011627_pub3_data|1::6","CD011627_pub3_data","1::6",1,"6","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",0.395311267580447,-0.69042137513403,1.48104391029492,0.0681180587051938,-0.116128136005927,0.252364253416315,"CD011627_pub3_data","1::6","1","6","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011627_pub3_data|1::7","CD011627_pub3_data","1::7",1,"7","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",0.499572656179382,-1.41565852375339,2.41480383611215,0.0884175687075744,-0.201025161805943,0.377860299221092,"CD011627_pub3_data","1::7","1","7","Number of participants with incontinence-associated dermatitis",2,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011670_pub3_data|1::overall","CD011670_pub3_data","1::overall",1,"overall","Overall morbidity",4,0,1,TRUE,TRUE,"RD","sparse_events",-0.00154770079866701,-1.93263400937827,1.92953860778094,-0.0311035415381572,-0.298473024345861,0.236265941269547,"CD011670_pub3_data","1::overall","1","overall","Overall morbidity",4,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD011670_pub3_data|2::overall","CD011670_pub3_data","2::overall",2,"overall","Wound infection",8,1,3,TRUE,TRUE,"RD","double_zero",-0.0274699304082876,-0.768151769754303,0.713211908937727,0.0173145975035861,-0.0609329766100125,0.0955621716171846,"CD011670_pub3_data","2::overall","2","overall","Wound infection",8,1,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD011670_pub3_data|3::overall","CD011670_pub3_data","3::overall",3,"overall","Abdominal abscess",5,1,3,TRUE,TRUE,"RD","double_zero",-1.32757081549354,-2.50553030746796,-0.149611323519122,-0.0688903800760823,-0.157420312339692,0.0196395521875276,"CD011670_pub3_data","3::overall","3","overall","Abdominal abscess",5,1,3,TRUE,TRUE,"RD","double_zero",FALSE
"CD011670_pub3_data|4::overall","CD011670_pub3_data","4::overall",4,"overall","Bowel obstruction",2,0,1,TRUE,TRUE,"RD","sparse_events",-1.9528503716832,-4.13767905681337,0.231978313446962,-0.108185710009311,-0.285389632766367,0.0690182127477447,"CD011670_pub3_data","4::overall","4","overall","Bowel obstruction",2,0,1,TRUE,TRUE,"RD","sparse_events",FALSE
"CD011670_pub3_data|5::overall","CD011670_pub3_data","5::overall",5,"overall","Faecal fistula",5,1,5,TRUE,TRUE,"RD","double_zero",0.485714579298128,-1.01305445826145,1.9844836168577,0.0121036503411526,-0.0210483967449959,0.0452556974273011,"CD011670_pub3_data","5::overall","5","overall","Faecal fistula",5,1,5,TRUE,TRUE,"RD","double_zero",FALSE
"CD011670_pub3_data|7::overall","CD011670_pub3_data","7::overall",7,"overall","Total length of hospital stay (days)",5,5,5,TRUE,FALSE,"OR_cc","fallback_or",0,-1.76339987935945,1.76339987935945,NA,NA,NA,"CD011670_pub3_data","7::overall","7","overall","Total length of hospital stay (days)",5,5,5,FALSE,TRUE,"RD","double_zero",TRUE
"CD011671_pub3_data|1::overall","CD011671_pub3_data","1::overall",1,"overall","Delayed graft function",16,0,0,TRUE,TRUE,"OR_cc","default_or",-0.431425736433249,-0.587131677369899,-0.275719795496599,-0.0938362355167398,-0.126099703496013,-0.0615727675374667,"CD011671_pub3_data","1::overall","1","overall","Delayed graft function",16,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011671_pub3_data|10::overall","CD011671_pub3_data","10::overall",10,"overall","Patient survival (12-month follow up, dichotomous)",5,0,0,TRUE,TRUE,"OR_cc","default_or",-0.231790696377579,-0.756147336780658,0.292565944025499,-0.0105701036979825,-0.0264372766185283,0.00529706922256318,"CD011671_pub3_data","10::overall","10","overall","Patient survival (12-month follow up, dichotomous)",5,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011671_pub3_data|11::overall","CD011671_pub3_data","11::overall",11,"overall","Acute rejection in the first year",3,0,0,TRUE,TRUE,"OR_cc","default_or",-0.364622173103945,-0.900443346294733,0.171199000086844,-0.0644093108751074,-0.146934497106875,0.0181158753566598,"CD011671_pub3_data","11::overall","11","overall","Acute rejection in the first year",3,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
"CD011671_pub3_data|2::overall","CD011671_pub3_data","2::overall",2,"overall","Delayed graft function: type of donor",17,0,0,TRUE,TRUE,"OR_cc","default_or",-0.44802378285835,-0.606808010495407,-0.289239555221293,-0.0984521655319082,-0.139510401120265,-0.0573939299435515,"CD011671_pub3_data","2::overall","2","overall","Delayed graft function: type of donor",17,0,0,TRUE,TRUE,"OR_cc","default_or",FALSE
