"dataset_id","analysis_id","issue"
"CD013468_pub2_data","17::3::Participant health-related quality of life","No usable data for effect sizes"
"CD013468_pub2_data","18::1::Change in burn-related pruritus","No usable data for effect sizes"
"CD013468_pub2_data","19::1::Change in burn‐related pruritus","No usable data for effect sizes"
"CD013468_pub2_data","19::2::Pain","No usable data for effect sizes"
"CD013468_pub2_data","20::1::Change in burn-related pruritus","No usable data for effect sizes"
"CD013468_pub2_data","21::1::Change in burn-related pruritus (VAS)","No usable data for effect sizes"
"CD013474_pub2_data","1::3::Health-related quality of life","No usable data for effect sizes"
"CD013474_pub2_data","3::1::Progression-free survival (time to event)","No usable data for effect sizes"
"CD013474_pub2_data","3::2::Complete response rate","No usable data for effect sizes"
"CD013474_pub2_data","3::3::Overall response rate","No usable data for effect sizes"
"CD013476_pub2_data","1::2::Disease-specific health-related quality of life scores at 6 months follow-up (SNOT-score) (excluding high risk of bias studies)","No usable data for effect sizes"
"CD013476_pub2_data","1::3::Disease-specific health-related quality of life scores at 36 months follow-up (Rhinosinusitis Disability Index) (all studies)","No usable data for effect sizes"
"CD013476_pub2_data","1::4::Asthma control at 6 months follow-up (Asthma Control Questionnaire) ","No usable data for effect sizes"
"CD013476_pub2_data","1::5::Asthma control at 6 months follow-up (Asthma Control Test)","No usable data for effect sizes"
"CD013476_pub2_data","1::7::Mean change from baseline in peak nasal inspiratory flow (PNIF) at 6 months follow-up (L/min)","No usable data for effect sizes"
"CD013476_pub2_data","1::8::Nasal endoscopy score at 36 months follow-up  (Lildholdt score)","No usable data for effect sizes"
"CD013476_pub2_data","1::9::Change in dosage of inhaled corticosteroids at 6 months follow-up (µg)","No usable data for effect sizes"
"CD013476_pub2_data","1::10::Change in dosage of nasal corticosteroids at 6 months follow-up (µg)","No usable data for effect sizes"
"CD013476_pub2_data","1::14::Chronic rhinosinusitis exacerbations after 36 months follow-up","No usable data for effect sizes"
"CD013539_pub2_data","1::2::Duration of response","No usable data for effect sizes"
"CD013539_pub2_data","2::7::Event-free survival","No usable data for effect sizes"
"CD013561_pub2_data","1::1::Adverse events","No usable data for effect sizes"
"CD013561_pub2_data","2::1::Disease-related complications","No usable data for effect sizes"
"CD013561_pub2_data","2::6::Surgery for recurrent or persistent disease","No usable data for effect sizes"
"CD013571_pub2_data","1::1::Participant-reported cure or improvement: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","1::2::Participant-reported cure or improvement: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","1::3::Number of incontinence episodes per 24 hours: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","2::6::Adverse events: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","2::10::Number of urgency episodes per 24 hours: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","3::2::Symptom-related QoL: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","3::3::Adverse events: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","3::4::Number of incontinence episodes per 24 hours: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","3::5::Number of incontinence episodes per 24 hours: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","3::6::Number of micturition episodes per 24 hours: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","3::7::Number of micturition episodes per 24 hours: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","4::5::Adverse events: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013571_pub2_data","4::6::Participant-reported satisfaction: immediately after treatment","No usable data for effect sizes"
"CD013571_pub2_data","4::7::Participant-reported satisfaction: long-term effect (> 2 months after treatment)","No usable data for effect sizes"
"CD013590_pub2_data","1::1::Frequency of crisis (mean number of pain crises)","No usable data for effect sizes"
"CD013590_pub2_data","1::3::SCD-related complications (number of participants)","No usable data for effect sizes"
"CD013590_pub2_data","2::1::Frequency of crisis (number of participants with pain crisis)","No usable data for effect sizes"
"CD013590_pub2_data","2::3::Adverse events","No usable data for effect sizes"
"CD013590_pub2_data","3::2::Frequency of crisis (mean number of pain crises)","No usable data for effect sizes"
"CD013590_pub2_data","3::3::QoL of participants living with SCD and their caregivers","No usable data for effect sizes"
"CD013590_pub2_data","3::4::Frequency of hospitalization","No usable data for effect sizes"
"CD013590_pub2_data","3::6::Frequency of SCD-related complications (number of participants with infections) at 6 months","No usable data for effect sizes"
"CD013590_pub2_data","3::8::Haemoglobin status (g/dL) (at up to 6 months)","No usable data for effect sizes"
"CD013590_pub2_data","3::9::Haemoglobin % (at over 12 months)","No usable data for effect sizes"
"CD013590_pub2_data","4::1::Frequency of crisis (mean change from baseline: number of vaso-occlusive crises (at up to 12 months))","No usable data for effect sizes"
"CD013590_pub2_data","4::3::Frequency of SCD-related complications (mean change from baseline)","No usable data for effect sizes"
"CD013590_pub2_data","4::4:: Laboratory markers of haemolysis and inflammation","No usable data for effect sizes"
"CD013590_pub2_data","5::1::Frequency of crisis (mean change from baseline: number of vaso-occlusive crises (at up to 12 months))","No usable data for effect sizes"
"CD013590_pub2_data","5::3::Frequency of SCD-related complications","No usable data for effect sizes"
"CD013590_pub2_data","5::4:: Laboratory markers of haemolysis and inflammation","No usable data for effect sizes"
"CD013590_pub2_data","6::1::Frequency of crisis","No usable data for effect sizes"
"CD013590_pub2_data","7::2::Pain severity (pain intensity)","No usable data for effect sizes"
"CD013590_pub2_data","7::3::Pain severity (home analgesia)","No usable data for effect sizes"
"CD013590_pub2_data","7::5::Adverse effects","No usable data for effect sizes"
"CD013590_pub2_data","7::6:: Frequency of hospitalization","No usable data for effect sizes"
"CD013590_pub2_data","7::8::Haemoglobin status (g/dL)","No usable data for effect sizes"
"CD013590_pub2_data","8::1::Frequency of crises","No usable data for effect sizes"
"CD013590_pub2_data","10::1::Frequency of crisis","No usable data for effect sizes"
"CD013590_pub2_data","11::1::Severity of pain crises","No usable data for effect sizes"
"CD013590_pub2_data","11::2:: Frequency of hospitalization","No usable data for effect sizes"
"CD013590_pub2_data","12::1::Haemoglobin status","No usable data for effect sizes"
"CD013590_pub2_data","13::1::Frequency of SCD-related complications","No usable data for effect sizes"
"CD013590_pub2_data","14::1::Frequency of crisis","No usable data for effect sizes"
"CD013590_pub2_data","14::3::Frequency of SCD-related complications","No usable data for effect sizes"
"CD013590_pub2_data","14::4::Laboratory markers of haemolysis and inflammation","No usable data for effect sizes"
"CD013590_pub2_data","16::1::Haemoglobin status (g/dL)","No usable data for effect sizes"
"CD013590_pub2_data","17::1::Frequency of crisis","No usable data for effect sizes"
"CD013590_pub2_data","17::2::Haemoglobin status (g/dL)","No usable data for effect sizes"
"CD013591_pub2_data","2::1::Physical activity (moderate to vigorous physical activity)","No usable data for effect sizes"
"CD013591_pub2_data","2::2::Physical activity (other measures)","No usable data for effect sizes"
"CD013591_pub2_data","2::3::Anthropometric measures (BMI)","No usable data for effect sizes"
"CD013591_pub2_data","2::4::Dietary behaviour (energy intake)","No usable data for effect sizes"
"CD013591_pub2_data","2::5::Dietary behaviour (other measures -  healthy)","No usable data for effect sizes"
"CD013591_pub2_data","3::1::Anthropometric measures (BMI z-score)","No usable data for effect sizes"
"CD013613_pub2_data","1::1::PTSD severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","1::3::Dropouts due to adverse events at three months","No usable data for effect sizes"
"CD013613_pub2_data","1::4::Dropouts due to adverse events at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","1::5::PTSD rate at three months","No usable data for effect sizes"
"CD013613_pub2_data","1::6::Sensitivity analysis: PTSD rate at three months (cases out of randomised)","No usable data for effect sizes"
"CD013613_pub2_data","1::9::Depression severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","1::11::Anxiety severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","1::12::Anxiety severity at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","1::13::Functional disability at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","1::14::Dropout for any reason at three months","No usable data for effect sizes"
"CD013613_pub2_data","2::13::Quality of life at three months","No usable data for effect sizes"
"CD013613_pub2_data","3::1::PTSD severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","3::2::PTSD severity at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","3::3::Depression severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","3::4::Depression severity at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","3::5::Anxiety severity at three months","No usable data for effect sizes"
"CD013613_pub2_data","3::6::Anxiety severity at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","3::7::Dropout for any reason at three months","No usable data for effect sizes"
"CD013613_pub2_data","3::8::Dropout for any reason at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","4::1::PTSD severity at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","4::2::Dropouts due to adverse events at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","4::3::PTSD rate at study endpoint","No usable data for effect sizes"
"CD013613_pub2_data","4::4::Sensitivity analysis: PTSD rate at study endpoint (cases out of randomised)","No usable data for effect sizes"
"CD013613_pub2_data","4::5::Dropout for any reason at study endpoint","No usable data for effect sizes"
"CD013614_pub2_data","2::30::Improvement in psoriasis in patients with psoriasis at baseline as measured by the PASI75 response at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","2::31::Improvement in fatigue as measured by FACIT-F scale or by the FATIGUE VAS at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","3::1::Number of patients with serious adverse events at any time","No usable data for effect sizes"
"CD013614_pub2_data","3::2::Withdrawal due to adverse events","No usable data for effect sizes"
"CD013614_pub2_data","3::3::Improvement in psoriasis in patients with psoriasis at baseline as measured by the PASI75 response at 24 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::13::Health-related quality of life as measured by the SF-36 or by the PSAQOL at 12 weeks. (SF-36 MCS). ","No usable data for effect sizes"
"CD013614_pub2_data","4::17::Health-related quality of life as measured by the SF-36 or by the PSAQOL at 52 weeks (SF-36 MCS). ","No usable data for effect sizes"
"CD013614_pub2_data","4::19::Radiographic progression (change from baseline) at 52 weeks","No usable data for effect sizes"
"CD013614_pub2_data","4::20::Radiographic progression (change from baseline) at 24 weeks","No usable data for effect sizes"
"CD013614_pub2_data","4::27::Improvement in enthesitis in patients with enthesitis at baseline as measured by the LEI or by the MASES at 12 weeks","No usable data for effect sizes"
"CD013614_pub2_data","4::33::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::35::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 24 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::37::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 52 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::44::Improvement in fatigue as measured by FACIT-F scale or by the FATIGUE VAS at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::45::Improvement in fatigue as measured by FACIT-F scale or by the FATIGUE VAS at 24 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","4::46::Improvement in fatigue as measured by FACIT-F scale or by the FATIGUE VAS at 52 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::10::MCID in HAQ proportion of patients at 24 weeks","No usable data for effect sizes"
"CD013614_pub2_data","5::12::MCID in HAQ proportion of patients at 52 weeks","No usable data for effect sizes"
"CD013614_pub2_data","5::19::Radiographic progression (change from baseline) at 24 weeks","No usable data for effect sizes"
"CD013614_pub2_data","5::27::Improvement in enthesitis in patients with enthesitis at baseline as measured by the LEI or by the MASES at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::28::Enthesitis: resolution as LEI=0 at 24 weeks","No usable data for effect sizes"
"CD013614_pub2_data","5::29::Improvement in enthesitis in patients with enthesitis at baseline as measured by the LEI or by the MASES at 24 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::31::Improvement in enthesitis in patients with enthesitis at baseline as measured by the LEI or by the MASES at 52 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::33::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 12 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::34::Resolution of dactylitis as no dactylitis at 24 weeks","No usable data for effect sizes"
"CD013614_pub2_data","5::35::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 24 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::37::Improvement in dactylitis in patients with dactylitis at baseline as measured by a simple quantitative scoring of dactylitis or by LDI or by LDI basic at 52 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","5::39::Improvement in pain as measured by VAS or NRS at week 24.","No usable data for effect sizes"
"CD013614_pub2_data","5::40::Improvement in pain as measured by VAS or NRS at week 52.","No usable data for effect sizes"
"CD013614_pub2_data","6::1::Clinical improvement as measured by ACR20 response criteria or by the EULAR moderate response criteria or by PsARC criteria at 52 weeks","No usable data for effect sizes"
"CD013614_pub2_data","7::1::Clinical improvement as measured by ACR20 response criteria or by the EULAR moderate response criteria or by PsARC criteria at 52 weeks.","No usable data for effect sizes"
"CD013614_pub2_data","8::1::Clinical improvement as measured by ACR20 response criteria or by the EULAR moderate response criteria or by PsARC criteria at 52 weeks","No usable data for effect sizes"
"CD013631_pub2_data","1::1::Patient-reported outcomes: HRQoL at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::1::Kidney function: eGFR at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::2::Kidney function: serum creatinine at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::3::Uraemic toxins: urea at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::4::Uraemic toxins: indoxyl sulfate at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::5::Uraemic toxins: p-cresol sulfate at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::6::GI function: change in any GI upset or intolerance (prevalence of borborygmi) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::7::GI function: change in any GI upset or intolerance (GSRS Total Index at 12 months)","No usable data for effect sizes"
"CD013631_pub2_data","2::8::GI function: faecal pH at 7 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::9::GI function: faecal characteristics (Bristol Stool Chart) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","2::10::GI function: faecal characteristics (Bristol Stool Chart) at 12 months","No usable data for effect sizes"
"CD013631_pub2_data","3::1::Kidney function: eGFR at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::4::GI function: change in any GI upset or intolerance (burping) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::5::GI function: change in any GI upset or intolerance (cramping) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::6::GI function: change in any GI upset or intolerance (distension) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::7::GI function: change in any GI upset or intolerance (flatulence) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::8::GI function: change in any GI upset or intolerance (nausea) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::9::GI function: change in any GI upset or intolerance (reflux) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::10::GI function: change in any GI upset or intolerance (rumblings) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::11::GI function: microbiota composition (Actinobacteria) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::12::GI function: microbiota composition (Bacteriodetes) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::13::GI function: microbiota composition (Proteobacteria) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::14::GI function: microbiota composition (Firmicutes) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::15::GI function: microbiota composition (Synergistetes) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::16::GI function: microbiota composition (Verrucomicrobia) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::17::GI function: microbiota composition (faecal acetate) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::18::GI function: microbiota composition (faecal propionate) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::19::GI function: microbiota composition (faecal butyrate) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::20::GI function: microbiota composition (faecal total short-chain fatty acids) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::21::GI function: microbiota composition (faecal indoles) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::22::GI function: microbiota composition (faecal p-cresol) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::23::GI function: faecal characteristics (bowel movements) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::24::GI function: faecal characteristics (ease of passage) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::25::GI function: faecal characteristics (consistency) at 4 weeks","No usable data for effect sizes"
"CD013631_pub2_data","3::27::Withdrawals due to adverse events","No usable data for effect sizes"
"CD013631_pub2_data","4::1::Dialysis outcomes: peritonitis at 24 weeks","No usable data for effect sizes"
"CD013631_pub2_data","5::1::Kidney function: GFR at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","5::2::Kidney function: serum creatinine at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","5::3::Uraemic toxins: urea at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","6::4::GI function: GSRS Item 6 (rumbling) at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","6::5::GI function: GSRS Item 13 (hard stools) at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","6::6::GI function: abdominal pain at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","6::7::GI function: constipation syndrome at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::2::Uraemic toxins: urea at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::4::Uraemic toxins: p-cresyl sulfate at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::5::GI function: microbiota composition (Facealibacterium) at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::6::GI function: microbiota composition (Parabacteroides) at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::7::GI function: microbiota composition (Bifidobacteria) at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::8::GI function: microbiota composition (Ruminococcus) at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::9::GI function: microbiota composition (Prevotella) at 8 weeks","No usable data for effect sizes"
"CD013631_pub2_data","7::10::Adverse events: any adverse event (number of participants)","No usable data for effect sizes"
"CD013631_pub2_data","7::11::Withdrawals due to adverse events","No usable data for effect sizes"
"CD013631_pub2_data","8::4::Kidney function: proteinuria at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","8::8::Uraemic toxins: indole-3-acetic acid acid at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","8::9::GI function: any GI upset or intolerance (abdominal pain/diarrhoea) at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","8::10::GI function: any GI upset or intolerance (constipation) at 12 weeks","No usable data for effect sizes"
"CD013631_pub2_data","8::11::GI function: faecal pH at 12 weeks","No usable data for effect sizes"
"CD013643_pub2_data","1::2::Number of continent women (objective measure as reported by the trialists), medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","1::4::Improvement in patient-reported incontinence, medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","1::7::Number of continent women by patient-reported measures, medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","1::9::Improvement in incontinence-specific quality of life, medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","1::11::Improvement in clinical measures of urinary incontinence (mean number of voids on 3-day voiding diary), medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","1::13::Improvement in patient-reported sexual function, medium term (1 to 5 years)","No usable data for effect sizes"
"CD013643_pub2_data","2::1::Improvement in patient-reported incontinence, short term (< 1 year)","No usable data for effect sizes"
"CD013643_pub2_data","2::2::Number of major adverse events (Clavien-Dindo III-V), short term (< 1 year)","No usable data for effect sizes"
"CD013643_pub2_data","2::3::Number of minor adverse events (Clavien-Dindo I, II), short term (< 1 year)","No usable data for effect sizes"
"CD013672_pub2_data","3::1::Major adverse events","No usable data for effect sizes"
"CD013672_pub2_data","4::1::Quality of life","No usable data for effect sizes"
"CD013715_pub2_data","1::2::PedACR70 at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","1::5::Pain at 17 to 26 weeks ","No usable data for effect sizes"
"CD013715_pub2_data","1::8::Participant global assessment of disease activity at 27 to 52 weeks ","No usable data for effect sizes"
"CD013715_pub2_data","1::9::Disease remission at 17 to 26 weeks ","No usable data for effect sizes"
"CD013715_pub2_data","1::10::Disease remission at 27 to 52 weeks ","No usable data for effect sizes"
"CD013715_pub2_data","1::12::Withdrawals due to adverse events at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","1::16::Serious adverse events at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","1::20::PedACR50 at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::2::PedACR70 at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::3::PedACR70 at up to 52 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::4::Remission at up 16 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::5::Remission at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::7::Withdrawals due to adverse events up to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::8::Withdrawals due to adverse events up to 52 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::10::Serious adverse events up to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::11::Serious adverse events up to 52 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::14::PedACR50 at 17 to 26 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::15::PedACR50 at up to 52 weeks","No usable data for effect sizes"
"CD013715_pub2_data","2::17::Total adverse events","No usable data for effect sizes"
"CD013719_pub2_data","1::3::Health-related quality of life","No usable data for effect sizes"
"CD013719_pub2_data","3::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","4::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","4::2::Incidence of serious adverse events","No usable data for effect sizes"
"CD013719_pub2_data","6::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","6::2::Incidence of serious adverse events","No usable data for effect sizes"
"CD013719_pub2_data","7::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","7::2::Incidence of serious adverse events","No usable data for effect sizes"
"CD013719_pub2_data","8::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","9::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","10::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","10::2::Incidence of serious adverse events","No usable data for effect sizes"
"CD013719_pub2_data","12::1::Short-term hair regrowth ≥ 75%","No usable data for effect sizes"
"CD013719_pub2_data","12::2::Incidence of serious adverse events","No usable data for effect sizes"
"CD013719_pub2_data","13::3::Sensitivity analysis. Intralesional classical immunosuppressants vs placebo: short-term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::4::Sensitivity analysis. Subcutaneous biologics vs placebo: short-term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::6::Sensitivity analysis. Oral small molecule inhibitors: ruxolitinib vs tofacitinib","No usable data for effect sizes"
"CD013719_pub2_data","13::7::Sensitivity analysis. Topical small molecule inhibitors: short-term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::8::Sensitivity analysis. Contact immunotherapy vs placebo: short-term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::9::Sensitivity analysis. Contact immunotherapy vs minoxidil: short-term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::10::Sensitivity analysis. Contact immunotherapy + hair growth stimulants vs contact immunotherapy: short term hair regrowth","No usable data for effect sizes"
"CD013719_pub2_data","13::12::Sensitivity analysis. Cryotherapy vs fractional CO2 laser: short-term hair regrowth","No usable data for effect sizes"
"CD013726_pub2_data","1::1::Pain","No usable data for effect sizes"
"CD013726_pub2_data","1::2::Function","No usable data for effect sizes"
"CD013726_pub2_data","1::3::Quality of life","No usable data for effect sizes"
"CD013726_pub2_data","1::4::Participant global assessment of treatment success","No usable data for effect sizes"
"CD013726_pub2_data","1::5::Reoperation (treatment failure)","No usable data for effect sizes"
"CD013726_pub2_data","1::6::Adverse events","No usable data for effect sizes"
"CD013726_pub2_data","1::7::Serious adverse events","No usable data for effect sizes"
"CD013726_pub2_data","2::1::Pain","No usable data for effect sizes"
"CD013726_pub2_data","2::2::Function","No usable data for effect sizes"
"CD013726_pub2_data","2::3::Quality of life","No usable data for effect sizes"
"CD013726_pub2_data","2::4::Participant global assessment of treatment success","No usable data for effect sizes"
"CD013726_pub2_data","2::5::Reoperation (treatment failure)","No usable data for effect sizes"
"CD013726_pub2_data","2::6::Adverse events","No usable data for effect sizes"
"CD013726_pub2_data","2::7::Serious adverse events","No usable data for effect sizes"
"CD013729_pub2_data","1::2::Change in systolic blood pressure: sensitivity analysis (low risk of bias for random sequence generation, allocation concealment, and incomplete outcome data)","No usable data for effect sizes"
"CD013729_pub2_data","1::3::Change in diastolic blood pressure (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","1::4::Change in total cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","1::5::Change in low-density lipoprotein (LDL) cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","1::6::Change in high-density lipoprotein (HDL) cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","1::7::Change in triglycerides (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::3::Change in systolic blood pressure (long-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::5::Change in diastolic blood pressure (long-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::6::Change in total cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::7::Change in low-density lipoprotein (LDL) cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::8::Change in high-density lipoprotein (HDL) cholesterol (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::9::Change in triglycerides (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::10::Change in health-related quality of life (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::11::Change in health-related quality of life (long-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","2::12::Adverse effects (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","3::1::All-cause mortality (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","3::2::Change in systolic blood pressure (medium-term follow-up)","No usable data for effect sizes"
"CD013729_pub2_data","3::3::Adverse effects (medium-term follow-up)","No usable data for effect sizes"
"CD013731_pub2_data","1::1::Overall survival at censored observation (measured at end of treatment, i.e. 20 months)","No usable data for effect sizes"
