"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD012067_pub3_data","14::overall",14,"overall","Urine specific gravity [mOsm/kg]","RD","RD",FALSE,-0.179482474863726,-0.179482474863726,-0.535482870381556,0.176517920654105,-0.535482870381556,0.176517920654105,6,6,0
"CD012067_pub3_data","15::overall",15,"overall","Serious adverse events","RD","RD",FALSE,-0.00181392549603588,-0.00181392549603588,-0.0472026981944,0.0435748472023283,-0.0472026981944,0.0435748472023283,3,3,0
"CD012067_pub3_data","16::overall",16,"overall","Adverse events","RD","RD",FALSE,0.0997894965785518,0.0997894965785518,0.0389429766981641,0.160636016458939,0.0389429766981641,0.160636016458939,11,9,0
"CD012067_pub3_data","17::overall",17,"overall","Withdrawal due to adverse events","RD","RD",FALSE,0.0502769839815776,0.0502769839815776,0.0045072876931522,0.096046680270003,0.0045072876931522,0.096046680270003,7,6,0
"CD012067_pub3_data","18::overall",18,"overall","Cyst volume [L]","RD","RD",FALSE,0.01574415895256,0.01574415895256,-0.0145898396425693,0.0460781575476892,-0.0145898396425693,0.0460781575476892,6,2,0
"CD012067_pub3_data","19::overall",19,"overall","Parenchymal volume [mL]","OR_cc","RD",TRUE,1.44316564980121,NA,0.810335179136361,2.07599612046606,NA,NA,5,5,NA
"CD012067_pub3_data","2::overall",2,"overall","Doubling of serum creatinine","RD","RD",FALSE,0.00322036830977301,0.00322036830977301,-0.020985333957993,0.027426070577539,-0.020985333957993,0.027426070577539,30,30,0
"CD012067_pub3_data","20::overall",20,"overall","Proteinuria [g/24 hours]","RD","RD",FALSE,0.0222308304010539,0.0222308304010539,-0.160934491943565,0.205396152745673,-0.160934491943565,0.205396152745673,2,1,0
"CD012067_pub3_data","21::overall",21,"overall","Albuminuria [g/24 hours]","RD","RD",FALSE,0.157032354968588,0.157032354968588,0.0808970354874398,0.233167674449737,0.0808970354874398,0.233167674449737,9,2,0
"CD012067_pub3_data","22::overall",22,"overall","Serious adverse events","OR_cc","OR_cc",FALSE,0.730576927884986,0.730576927884986,-0.00297999267323379,1.46413384844321,-0.00297999267323379,1.46413384844321,0,0,0
"CD012067_pub3_data","23::overall",23,"overall","Adverse events","RD","RD",FALSE,0.0776262956595163,0.0776262956595163,-0.00256376516008312,0.157816356479116,-0.00256376516008312,0.157816356479116,8,0,0
"CD012067_pub3_data","3::overall",3,"overall","Mean change in eGFR [mL/min/1.73 m2]","RD","RD",FALSE,-0.000832440101641675,-0.000832440101641675,-0.00716213644490328,0.00549725624161993,-0.00716213644490328,0.00549725624161993,25,21,0
"CD012067_pub3_data","4::overall",4,"overall","Quality of life scores","RD","RD",FALSE,-0.00539962308696876,-0.00539962308696876,-0.0121821202334257,0.00138287405948821,-0.0121821202334257,0.00138287405948821,30,18,0
"CD012067_pub3_data","5::overall",5,"overall","Death","RD","RD",FALSE,0.00375482453563974,0.00375482453563974,-0.005826146912362,0.0133357959836415,-0.005826146912362,0.0133357959836415,22,18,0
"CD012067_pub3_data","6::overall",6,"overall","Pain","RD","RD",FALSE,-0.0388723726249291,-0.0388723726249291,-0.0648361241362681,-0.0129086211135901,-0.0648361241362681,-0.0129086211135901,11,8,0
"CD012067_pub3_data","7::overall",7,"overall","Systolic blood pressure [mm Hg]","OR_cc","RD",TRUE,-0.301720884637847,NA,-0.83701347531569,0.233571706039996,NA,NA,13,13,NA
"CD012067_pub3_data","8::overall",8,"overall","Diastolic blood pressure [mm Hg]","RD","RD",FALSE,0.0517920943309005,0.0517920943309005,-0.0333383888897363,0.136922577551537,-0.0333383888897363,0.136922577551537,9,7,0
"CD012067_pub3_data","9::overall",9,"overall","Total kidney volume [mL/cm]","RD","RD",FALSE,0.00608034806183751,0.00608034806183751,-0.00633763450949114,0.0184983306331662,-0.00633763450949114,0.0184983306331662,11,9,0
"CD012079_pub2_data","1::overall",1,"overall","Awareness of prolapse (0.5 to 7 years)","RD","RD",FALSE,-0.0247307332814606,-0.0247307332814606,-0.0538851493048478,0.00442368274192664,-0.0538851493048478,0.00442368274192664,2,0,0
"CD012079_pub2_data","10::overall",10,"overall","Bladder function: de novo stress urinary incontinence (0.5 to 7 years)","RD","RD",FALSE,0.0334087405749462,0.0334087405749462,0.00435809321071869,0.0624593879391736,0.00435809321071869,0.0624593879391736,8,1,0
"CD012079_pub2_data","11::overall",11,"overall","Bladder function: de novo urge incontinence or voiding dysfunction ","RD","RD",FALSE,-0.0166670690745285,-0.0166670690745285,-0.0437610058554649,0.0104268677064078,-0.0437610058554649,0.0104268677064078,6,1,0
"CD012079_pub2_data","12::overall",12,"overall","Painful intercourse - de novo dyspareunia ","RD","RD",FALSE,0.032651022564682,0.032651022564682,0.0123917030697334,0.0529103420596307,0.0123917030697334,0.0529103420596307,8,0,0
"CD012079_pub2_data","13::overall",13,"overall","Pelvic Organ Prolapse/Urinary Incontinence Sexual Function Questionnaire 12 (PISQ-12) (0-48)","OR_cc","RD",TRUE,-0.0279344555872128,NA,-1.42397289856511,1.36810398739068,NA,NA,8,8,NA
"CD012079_pub2_data","14::overall",14,"overall","Quality of life","OR_cc","RD",TRUE,0.0642303919341815,NA,-0.991152019192822,1.11961280306119,NA,NA,14,14,NA
"CD012079_pub2_data","15::overall",15,"overall","Quality of life (combined) ","OR_cc","RD",TRUE,0.0773165182088387,NA,-1.236726883723,1.39135992014068,NA,NA,9,9,NA
"CD012079_pub2_data","16::overall",16,"overall","Patient Global Impression of Improvement (PGI-I) (better or very much better)","RD","RD",FALSE,0.0375161119004744,0.0375161119004744,-0.0612669060283168,0.136299129829266,-0.0612669060283168,0.136299129829266,9,9,0
"CD012079_pub2_data","17::overall",17,"overall","Operating time (minutes)","OR_cc","RD",TRUE,0.0804625796488248,NA,-0.824322961294206,0.985248120591856,NA,NA,19,19,NA
"CD012079_pub2_data","18::overall",18,"overall","Length of stay in hospital (days)","RD","RD",FALSE,-0.00289695196160947,-0.00289695196160947,-0.00817317461281186,0.00237927068959292,-0.00817317461281186,0.00237927068959292,11,8,0
"CD012079_pub2_data","19::overall",19,"overall","Blood transfusion","RD","RD",FALSE,8.73663389317993e-05,8.73663389317993e-05,-0.00576775350850351,0.00594248618636711,-0.00576775350850351,0.00594248618636711,9,2,0
"CD012079_pub2_data","2::overall",2,"overall","Repeat surgery (0.5 to 7 years)","RD","RD",FALSE,0.0242061980107939,0.0242061980107939,0.0122473711153606,0.0361650249062273,0.0122473711153606,0.0361650249062273,38,9,0
"CD012079_pub2_data","20::overall",20,"overall","Any repeat surgery (0.5 to 7 years)","RD","RD",FALSE,0.0455069199604866,0.0455069199604866,0.0221762341207698,0.0688376058002033,0.0221762341207698,0.0688376058002033,9,1,0
"CD012079_pub2_data","21::overall",21,"overall","Awareness of prolapse (0.5 to 7 years) including trials at high risk of bias ","RD","RD",FALSE,-0.0423266926578239,-0.0423266926578239,-0.0727642085499037,-0.0118891767657442,-0.0727642085499037,-0.0118891767657442,1,0,0
"CD012079_pub2_data","22::overall",22,"overall","Repeat surgery (0.5 to 7 years) including trials at high risk of bias","RD","RD",FALSE,0.0247708663585083,0.0247708663585083,0.00991572849605271,0.0396260042209639,0.00991572849605271,0.0396260042209639,33,7,0
"CD012079_pub2_data","23::overall",23,"overall","Recurrent prolapse on examination (any compartment) including trials at high risk of bias","RD","RD",FALSE,-0.232274669152375,-0.232274669152375,-0.297473236614374,-0.167076101690375,-0.297473236614374,-0.167076101690375,1,0,0
"CD012079_pub2_data","24::overall",24,"overall","Any repeat surgery (0.5 to 7 years) including trials at high risk of bias","RD","RD",FALSE,0.043481277299648,0.043481277299648,0.0203773722593551,0.0665851823399408,0.0203773722593551,0.0665851823399408,9,1,0
"CD012079_pub2_data","3::overall",3,"overall","Recurrent prolapse on examination (any compartment) ","RD","RD",FALSE,-0.15925827448113,-0.15925827448113,-0.217292063179235,-0.101224485783026,-0.217292063179235,-0.101224485783026,2,0,0
"CD012079_pub2_data","4::overall",4,"overall","Recurrent prolapse on examination (anterior compartment) ","RD","RD",FALSE,-0.145655348696346,-0.145655348696346,-0.192779045644387,-0.0985316517483053,-0.192779045644387,-0.0985316517483053,1,0,0
"CD012079_pub2_data","5::overall",5,"overall","Recurrent prolapse on examination (posterior compartment) ","RD","RD",FALSE,-0.00894713244435135,-0.00894713244435135,-0.054922040006511,0.0370277751178083,-0.054922040006511,0.0370277751178083,1,0,0
"CD012079_pub2_data","6::overall",6,"overall","Visceral injury ","RD","RD",FALSE,0.0132725372655523,0.0132725372655523,0.00454987072171128,0.0219952038093933,0.00454987072171128,0.0219952038093933,20,5,0
"CD012079_pub2_data","7::overall",7,"overall","Mesh exposure","RD","RD",FALSE,0.0848877384819821,0.0848877384819821,0.0598026464628142,0.10997283050115,0.0598026464628142,0.10997283050115,19,3,0
"CD012079_pub2_data","8::overall",8,"overall","POP-Q assessment ","OR_cc","RD",TRUE,0.00613969098814594,NA,-0.616677859970193,0.628957241946485,NA,NA,40,40,NA
"CD012079_pub2_data","9::overall",9,"overall","POP-Q assessment Total Vaginal Length (TVL)","OR_cc","RD",TRUE,-0.0072909351187738,NA,-1.31978750433322,1.30520563409567,NA,NA,9,9,NA
"CD012152_pub4_data","1::overall",1,"overall","Hypoglycaemia","OR_cc","OR_cc",FALSE,-0.249071218732103,-0.249071218732103,-0.43512040686101,-0.0630220306031971,-0.43512040686101,-0.0630220306031971,0,0,0
"CD012152_pub4_data","11::overall",11,"overall","Any neurological disability at two years of age - by risk factor","OR_cc","OR_cc",FALSE,0.131020797591774,0.131020797591774,-0.154522035246223,0.41656363042977,-0.154522035246223,0.41656363042977,0,0,0
"CD012152_pub4_data","12::overall",12,"overall","Any neurological disability at six to seven years of age - by risk factor","OR_cc","OR_cc",FALSE,-0.360743465276472,-0.360743465276472,-0.846224436947178,0.124737506394235,-0.846224436947178,0.124737506394235,0,0,0
"CD012152_pub4_data","13::overall",13,"overall","Any neurological disability at six to seven years of age - by single or multiple gel dose ","OR_cc","OR_cc",FALSE,-0.332219972104548,-0.332219972104548,-0.809640195892261,0.145200251683165,-0.809640195892261,0.145200251683165,0,0,0
"CD012152_pub4_data","14::overall",14,"overall","Receipt of oral dextrose gel treatment for hypoglycaemia","OR_cc","OR_cc",FALSE,-0.152691044380134,-0.152691044380134,-0.325994025701387,0.020611936941118,-0.325994025701387,0.020611936941118,0,0,0
"CD012152_pub4_data","15::overall",15,"overall","Receipt of any medications for hypoglycaemia such as glucagon or corticosteroids","OR_cc","RD",TRUE,-0.350371108870023,NA,-3.12437597504307,2.42363375730303,NA,NA,2,2,NA
"CD012152_pub4_data","17::overall",17,"overall","Neonatal seizures","RD","RD",FALSE,5.07791569265574e-06,5.07791569265574e-06,-0.00361405800831605,0.00362421383970136,-0.00361405800831605,0.00362421383970136,2,0,0
"CD012152_pub4_data","18::overall",18,"overall","Duration of initial hospital stay (days)","OR_cc","RD",TRUE,-0.355440640727562,NA,-3.12946937022559,2.41858808877047,NA,NA,2,2,NA
"CD012152_pub4_data","19::overall",19,"overall","Breastfeeding (any) after discharge ","OR_cc","OR_cc",FALSE,0.124526460977904,0.124526460977904,-0.187237946399456,0.436290868355263,-0.187237946399456,0.436290868355263,0,0,0
"CD012152_pub4_data","2::overall",2,"overall","Major neurological disability at two years of age ","OR_cc","OR_cc",FALSE,-0.524945962971786,-0.524945962971786,-2.4914451569042,1.44155323096063,-2.4914451569042,1.44155323096063,0,0,0
"CD012152_pub4_data","20::overall",20,"overall","Visual impairment at two years of age","OR_cc","RD",TRUE,-1.30372648549876,NA,-3.7066581473499,1.09920517635237,NA,NA,2,1,NA
"CD012152_pub4_data","21::overall",21,"overall","Hearing impairment at two years of age","RD","RD",FALSE,-0.00246541243318066,-0.00246541243318066,-0.00787949925032641,0.00294867438396509,-0.00787949925032641,0.00294867438396509,2,0,0
"CD012152_pub4_data","22::overall",22,"overall","Cerebral palsy at two years of age","OR_cc","RD",TRUE,-0.728569270694932,NA,-2.77825003771213,1.32111149632227,NA,NA,2,1,NA
"CD012152_pub4_data","23::overall",23,"overall","Developmental delay/intellectual impairment at two years of age","OR_cc","OR_cc",FALSE,-0.0251054903290286,-0.0251054903290286,-0.561252627232666,0.511041646574608,-0.561252627232666,0.511041646574608,0,0,0
"CD012152_pub4_data","26::overall",26,"overall","Developmental delay/intellectual impairment at six to seven years of age","OR_cc","OR_cc",FALSE,-0.914468133708683,-0.914468133708683,-1.95708479288279,0.12814852546542,-1.95708479288279,0.12814852546542,0,0,0
"CD012152_pub4_data","27::overall",27,"overall","Developmental delay/intellectual impairment at two years of age - by risk factor","OR_cc","OR_cc",FALSE,0.131020797591774,0.131020797591774,-0.154522035246223,0.41656363042977,-0.154522035246223,0.41656363042977,0,0,0
"CD012152_pub4_data","28::overall",28,"overall","Executive dysfunction at two years of age","OR_cc","OR_cc",FALSE,-0.36231795771289,-0.36231795771289,-1.08519732101978,0.360561405594004,-1.08519732101978,0.360561405594004,0,0,0
"CD012152_pub4_data","30::overall",30,"overall","Executive dysfunction at six to seven years of age - by single or multiple gel dose ","OR_cc","OR_cc",FALSE,-0.189668527193951,-0.189668527193951,-2.12917247223185,1.74983541784395,-2.12917247223185,1.74983541784395,0,0,0
"CD012152_pub4_data","31::overall",31,"overall","Executive dysfunction at two years of age - by risk factor","OR_cc","OR_cc",FALSE,0.0225895056095006,0.0225895056095006,-0.695250034360547,0.740429045579549,-0.695250034360547,0.740429045579549,0,0,0
"CD012152_pub4_data","32::overall",32,"overall","Executive dysfunction at six to seven years of age - by risk factor","OR_cc","OR_cc",FALSE,-0.54294395701593,-0.54294395701593,-1.33000396449623,0.244116050464369,-1.33000396449623,0.244116050464369,0,0,0
"CD012152_pub4_data","34::overall",34,"overall","Emotional-behavioural difficulty at six to seven years of age - by risk factor","OR_cc","OR_cc",FALSE,-0.584523399534615,-0.584523399534615,-1.35878424049477,0.189737441425543,-1.35878424049477,0.189737441425543,0,0,0
"CD012152_pub4_data","35::overall",35,"overall","Emotional-behavioural difficulty at six to seven years of age - by single or multiple gel dose","OR_cc","OR_cc",FALSE,-0.551367157408718,-0.551367157408718,-1.5713916603087,0.468657345491264,-1.5713916603087,0.468657345491264,0,0,0
"CD012152_pub4_data","4::overall",4,"overall","Major neurological disability at two years of age - by risk factor","OR_cc","OR_cc",FALSE,0.567305622718363,0.567305622718363,-0.66411226728146,1.79872351271819,-0.66411226728146,1.79872351271819,0,0,0
"CD012152_pub4_data","5::overall",5,"overall","Receipt of treatment for hypoglycaemia during initial hospital stay","OR_cc","OR_cc",FALSE,-0.167456162516483,-0.167456162516483,-0.338864280846568,0.0039519558136028,-0.338864280846568,0.0039519558136028,0,0,0
"CD012152_pub4_data","6::overall",6,"overall","Separation from mother for treatment of hypoglycaemia (admission to NICU for hypoglycaemia)","OR_cc","OR_cc",FALSE,-0.196183951444377,-0.196183951444377,-1.31342596612395,0.921058063235195,-1.31342596612395,0.921058063235195,0,0,0
"CD012152_pub4_data","7::overall",7,"overall","Receipt of intravenous treatment for hypoglycaemia","OR_cc","OR_cc",FALSE,-0.0714257509103762,-0.0714257509103762,-0.687043117259664,0.544191615438912,-0.687043117259664,0.544191615438912,0,0,0
"CD012152_pub4_data","8::overall",8,"overall","Adverse effects (e.g. choking or vomiting at time of administration)","RD","RD",FALSE,0.00193784553935141,0.00193784553935141,-0.00179073007198046,0.00566642115068328,-0.00179073007198046,0.00566642115068328,1,0,0
"CD012152_pub4_data","9::overall",9,"overall","Developmental disability at two years of age","OR_cc","OR_cc",FALSE,-0.0511346689706909,-0.0511346689706909,-0.51147994496704,0.409210607025658,-0.51147994496704,0.409210607025658,0,0,0
"CD012170_pub2_data","1::overall",1,"overall","Amount of physical activity","OR_cc","RD",TRUE,-0.0279305000809165,NA,-0.685083936793074,0.629222936631242,NA,NA,36,36,NA
"CD012170_pub2_data","2::overall",2,"overall","Minutes of sedentary behaviour","OR_cc","RD",TRUE,-0.00456453761715074,NA,-0.88658206533081,0.877452990096508,NA,NA,20,20,NA
"CD012170_pub2_data","3::overall",3,"overall","Physical health quality of life","OR_cc","RD",TRUE,-0.0675932589592783,NA,-2.35780929097732,2.22262277305876,NA,NA,3,3,NA
"CD012178_pub2_data","1::overall",1,"overall","Incidence of ROP at any stage","OR_cc","OR_cc",FALSE,-0.13653329246285,-0.13653329246285,-0.553429407566811,0.280362822641111,-0.553429407566811,0.280362822641111,0,0,0
"CD012178_pub2_data","2::overall",2,"overall","Incidence of ROP stage 3 and above","OR_cc","OR_cc",FALSE,-0.808454720787058,-0.808454720787058,-1.38455891165059,-0.232350529923527,-1.38455891165059,-0.232350529923527,0,0,0
"CD012178_pub2_data","3::overall",3,"overall","Mortality assessed throughout NICU stay","RD","RD",FALSE,-0.00173992349366554,-0.00173992349366554,-0.0392906787419802,0.0358108317546491,-0.0392906787419802,0.0358108317546491,2,0,0
"CD012178_pub2_data","4::overall",4,"overall","Incidence of IVH (all grades of IVH and severe IVH grades III and IV)","RD","RD",FALSE,-0.0121155982180392,-0.0121155982180392,-0.052040732987494,0.0278095365514156,-0.052040732987494,0.0278095365514156,2,0,0
"CD012178_pub2_data","5::overall",5,"overall","Incidence of NEC","RD","RD",FALSE,-0.00998092965555758,-0.00998092965555758,-0.0397771647878659,0.0198153054767507,-0.0397771647878659,0.0198153054767507,2,0,0
"CD012178_pub2_data","6::overall",6,"overall","Any reported adverse effects","OR_cc","RD",TRUE,0.0135956121166326,NA,-2.25807095685882,2.28526218109208,NA,NA,3,3,NA
"CD012186_pub2_data","1::overall",1,"overall","SAEs","RD","RD",FALSE,0.0056856309852699,0.0056856309852699,0.000265400725780735,0.0111058612447591,0.000265400725780735,0.0111058612447591,13,2,0
"CD012186_pub2_data","2::overall",2,"overall","Withdrawals due to AEs","RD","RD",FALSE,0.018837537848114,0.018837537848114,0.0115933672025997,0.0260817084936282,0.0115933672025997,0.0260817084936282,24,6,0
"CD012214_pub3_data","1::overall",1,"overall","Regression of endometrial hyperplasia (with or without atypia) to proliferative, secretory, or atrophic endometrium","OR_cc","OR_cc",FALSE,1.25410373534704,1.25410373534704,0.663344992172848,1.84486247852124,0.663344992172848,1.84486247852124,0,0,0
"CD012214_pub3_data","2::overall",2,"overall","Progression of endometrial hyperplasia to endometrial cancer","OR_cc","RD",TRUE,0.186665708931147,NA,-1.82118852264845,2.19451994051075,NA,NA,4,4,NA
"CD012214_pub3_data","3::overall",3,"overall","Hysterectomy rate","RD","RD",FALSE,-0.00778079755570193,-0.00778079755570193,-0.0834327762110165,0.0678711810996126,-0.0834327762110165,0.0678711810996126,6,3,0
"CD012214_pub3_data","4::overall",4,"overall","Abnormal uterine bleeding","RD","RD",FALSE,0.00508375873975556,0.00508375873975556,-0.0939428541392645,0.104110371618776,-0.0939428541392645,0.104110371618776,3,1,0
"CD012214_pub3_data","5::overall",5,"overall","Adverse effects during treatment","OR_cc","OR_cc",FALSE,0.794054152641929,0.794054152641929,-0.0537614555505904,1.64186976083445,-0.0537614555505904,1.64186976083445,0,0,0
"CD012268_pub2_data","1::overall",1,"overall","Body weight","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","10::overall",10,"overall","Subgroup analysis: body weight by trial duration","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016663,NA,NA,21,21,NA
"CD012268_pub2_data","11::overall",11,"overall","Subgroup analysis: body weight by trial size","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","12::overall",12,"overall","Subgroup analysis: intention-to-treat","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","2::overall",2,"overall","BMI","OR_cc","RD",TRUE,-0.0109232864332575,NA,-1.33155750871356,1.30971093584705,NA,NA,9,9,NA
"CD012268_pub2_data","3::overall",3,"overall","Waist circumference","OR_cc","RD",TRUE,-0.00873789715085714,NA,-1.62997628006314,1.61250048576142,NA,NA,6,6,NA
"CD012268_pub2_data","4::overall",4,"overall","Fat mass","OR_cc","RD",TRUE,0.0420983838441076,NA,-1.02132663229151,1.10552339997973,NA,NA,14,14,NA
"CD012268_pub2_data","5::overall",5,"overall","Subgroup analysis: body weight by menopausal status","OR_cc","RD",TRUE,-0.0848675609314193,NA,-1.34764335373542,1.17790823187258,NA,NA,10,10,NA
"CD012268_pub2_data","6::overall",6,"overall","Subgroup analysis: body weight by sex","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","7::overall",7,"overall","Subgroup analysis: body weight by baseline BMI","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","8::overall",8,"overall","Subgroup analysis: body weight by dose","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012268_pub2_data","9::overall",9,"overall","Subgroup analysis: body weight by co-intervention","OR_cc","RD",TRUE,-0.0340319344361053,NA,-0.901765897888873,0.833702029016662,NA,NA,21,21,NA
"CD012335_pub2_data","1::overall",1,"overall","All‐cause mortality","RD","RD",FALSE,0.00080148847860312,0.00080148847860312,-0.0197739018105145,0.0213768787677208,-0.0197739018105145,0.0213768787677208,1,0,0
"CD012335_pub2_data","12::overall",12,"overall","Severe perioperative adverse events (grade 3 or higher)","RD","RD",FALSE,-0.00466953965187593,-0.00466953965187593,-0.0363382040610968,0.026999124757345,-0.0363382040610968,0.026999124757345,1,0,0
"CD012335_pub2_data","3::overall",3,"overall","Cancer-related mortality","RD","RD",FALSE,0.009264697539738,0.009264697539738,-0.00309138496572209,0.0216207800451981,-0.00309138496572209,0.0216207800451981,1,0,0
"CD012335_pub2_data","5::overall",5,"overall","Rate of cancer recurrence: overall","RD","RD",FALSE,0.0170148238428616,0.0170148238428616,-0.00938915638233907,0.0434188040680622,-0.00938915638233907,0.0434188040680622,1,0,0
"CD012335_pub2_data","6::overall",6,"overall","Rate of cancer recurrence: pelvic recurrence","RD","RD",FALSE,0.0059416720108942,0.0059416720108942,-0.0184907424950143,0.0303740865168027,-0.0184907424950143,0.0303740865168027,1,0,0
"CD012335_pub2_data","7::overall",7,"overall","Rate of cancer recurrence: extrapelvic recurrence","OR_cc","RD",TRUE,1.09404679174486,NA,-0.372653521287979,2.5607471047777,NA,NA,1,1,NA
"CD012335_pub2_data","8::overall",8,"overall","Overall perioperative adverse event","OR_cc","OR_cc",FALSE,-0.356488356781634,-0.356488356781634,-0.650069239155246,-0.0629074744080207,-0.650069239155246,-0.0629074744080207,0,0,0
"CD012397_pub2_data","3::overall",3,"overall","Use of coercive measures: use of seclusion room (time, days)","OR_cc","OR_cc",FALSE,-0.133378260268261,-0.133378260268261,-0.513287424890556,0.246530904354033,-0.513287424890556,0.246530904354033,0,0,0
"CD012397_pub2_data","4::overall",4,"overall","Use of coercive measures: use of seclusion room (participants)","OR_cc","OR_cc",FALSE,0.713157947819677,0.713157947819677,0.276067354495727,1.15024854114363,0.276067354495727,1.15024854114363,0,0,0
"CD012397_pub2_data","5::overall",5,"overall","Use of coercive measures: use of seclusion room (incidents)","OR_cc","OR_cc",FALSE,0.653804512064348,0.653804512064348,0.276945085065416,1.03066393906328,0.276945085065416,1.03066393906328,0,0,0
"CD012397_pub2_data","7::overall",7,"overall","Specific behaviours: aggression, other episode of aggression (incidents per treatment days)","RD","RD",FALSE,-0.00546415152468035,-0.00546415152468035,-0.0220282508804229,0.0110999478310622,-0.0220282508804229,0.0110999478310622,3,3,0
"CD012397_pub2_data","8::overall",8,"overall","Specific behaviours: aggression, other episode of aggression (participants)","RD","RD",FALSE,-0.0765950501539421,-0.0765950501539421,-0.117043536959216,-0.0361465633486686,-0.117043536959216,-0.0361465633486686,1,0,0
"CD012397_pub2_data","9::overall",9,"overall","Specific behaviours: average endpoint in aggression score","OR_cc","RD",TRUE,0.513785316250772,NA,-2.29655957376615,3.3241302062677,NA,NA,2,2,NA
"CD012426_pub2_data","1::overall",1,"overall","Unfavourable functional outcome at 90 days","OR_cc","OR_cc",FALSE,-0.156789824338125,-0.156789824338125,-0.31265405563444,-0.000925593041809919,-0.31265405563444,-0.000925593041809919,0,0,0
"CD012426_pub2_data","2::overall",2,"overall","All-cause mortality at 90 days","RD","RD",FALSE,-0.00782107499354103,-0.00782107499354103,-0.0368098748694456,0.0211677248823635,-0.0368098748694456,0.0211677248823635,1,0,0
"CD012426_pub2_data","3::overall",3,"overall","Improvement of stroke severity at 90 days","OR_cc","OR_cc",FALSE,0.00771217513177247,0.00771217513177247,-0.599219886161907,0.614644236425452,-0.599219886161907,0.614644236425452,0,0,0
"CD012426_pub2_data","4::overall",4,"overall","Serious adverse events at 90 days","OR_cc","OR_cc",FALSE,-0.257963549610886,-0.257963549610886,-0.436627719730519,-0.0792993794912532,-0.436627719730519,-0.0792993794912532,0,0,0
"CD012426_pub2_data","5::overall",5,"overall","Adverse events at 90 days","OR_cc","OR_cc",FALSE,0.100795410721327,0.100795410721327,-0.23921767282192,0.440808494264575,-0.23921767282192,0.440808494264575,0,0,0
"CD012429_pub2_data","1::overall",1,"overall","Change in mental state (BPRS)","RD","RD",FALSE,0.0175062606168759,0.0175062606168759,-0.0373160805680365,0.0723286018017883,-0.0373160805680365,0.0723286018017883,10,9,0
"CD012429_pub2_data","10::overall",10,"overall","Akathisia","RD","RD",FALSE,-0.0990279640898162,-0.0990279640898162,-0.195765322300698,-0.00229060587893404,-0.195765322300698,-0.00229060587893404,1,0,0
"CD012429_pub2_data","11::overall",11,"overall","Extrapyramidal disorder","OR_cc","OR_cc",FALSE,-1.65084338523687,-1.65084338523687,-2.51383504159706,-0.78785172887668,-2.51383504159706,-0.78785172887668,0,0,0
"CD012429_pub2_data","12::overall",12,"overall","Dystonia","RD","RD",FALSE,-0.132755427525907,-0.132755427525907,-0.217534878056774,-0.0479759769950402,-0.217534878056774,-0.0479759769950402,1,0,0
"CD012429_pub2_data","13::overall",13,"overall","Dizziness","RD","RD",FALSE,0.0109147066874758,0.0109147066874758,-0.0442810166018056,0.0661104299767572,-0.0442810166018056,0.0661104299767572,1,0,0
"CD012429_pub2_data","14::overall",14,"overall","Tremor","RD","RD",FALSE,-0.0544094208615337,-0.0544094208615337,-0.112821235599564,0.00400239387649701,-0.112821235599564,0.00400239387649701,3,0,0
"CD012429_pub2_data","15::overall",15,"overall","Change in movement disorders (BARS)","OR_cc","RD",TRUE,-1.05238677841004,NA,-3.33109907046037,1.2263255136403,NA,NA,3,3,NA
"CD012429_pub2_data","16::overall",16,"overall","Change in movement disorders (AIMS)","OR_cc","RD",TRUE,-1.05238677841004,NA,-3.33109907046037,1.2263255136403,NA,NA,3,3,NA
"CD012429_pub2_data","17::overall",17,"overall","Change in movement disorders (SAS)","OR_cc","RD",TRUE,-1.05238677841004,NA,-3.33109907046037,1.2263255136403,NA,NA,3,3,NA
"CD012429_pub2_data","18::overall",18,"overall","Abdominal discomfort","RD","RD",FALSE,-0.060065616111447,-0.060065616111447,-0.116984073494066,-0.00314715872882804,-0.116984073494066,-0.00314715872882804,3,0,0
"CD012429_pub2_data","19::overall",19,"overall","Diarrhea","RD","RD",FALSE,-0.00823112723222029,-0.00823112723222029,-0.060443046365236,0.0439807919007954,-0.060443046365236,0.0439807919007954,3,0,0
