"review_id","dataset","analysis_key","analysis_name","analysis_group","analysis_number","subgroup","effect_class","outcome_type","k","yi","se","tau2","mean_year","mean_ctrl_risk","mean_total_n"
"CD011762","CD011762_pub2_data","1|7|Serious hepatic adverse events|","Serious hepatic adverse events",1,7,"","or","binary",2,0.663865423566176,1.26666540186535,0,2015,0,1584.5
"CD011762","CD011762_pub2_data","1|8|Serious non-hepatic adverse events|","Serious non-hepatic adverse events",1,8,"","or","binary",15,-0.144651409755219,0.0635920981106475,0.0113170464823029,2011,0.060774268740188,1749.73333333333
"CD011762","CD011762_pub2_data","1|9|Fatal VTE|","Fatal VTE",1,9,"","or","binary",33,-0.314867384074141,0.313997436180004,0,2012.51515151515,0.000408171523806186,823.727272727273
"CD011762","CD011762_pub2_data","10|1|All-cause mortality|","All-cause mortality",10,1,"","or","binary",15,-0.107806135182942,0.24467779671019,0,2009.66666666667,0.00323824267110444,1709.46666666667
"CD011762","CD011762_pub2_data","10|10|Asymptomatic distal DVT|","Asymptomatic distal DVT",10,10,"","or","binary",12,-0.48262448754452,0.160920363637555,0.0570342962802645,2014,0.0910394445255037,383.5
"CD011762","CD011762_pub2_data","10|11|Fatal bleeding|","Fatal bleeding",10,11,"","or","binary",4,0.377077552749768,0.817264868815506,0,2010.25,0.000163505559189012,2698.5
"CD011762","CD011762_pub2_data","10|12|Liver enzymes elevation|","Liver enzymes elevation",10,12,"","or","binary",19,-0.600725854586031,0.13280711757902,0.150587809169545,2010.78947368421,0.0505917475022336,1594.52631578947
"CD011762","CD011762_pub2_data","10|13|Minor adverse events|","Minor adverse events",10,13,"","or","binary",4,-0.293463518245618,0.158920775635944,1.75644510907542e-05,2017.25,0.550428326670474,252.75
"CD011762","CD011762_pub2_data","10|14|Volume of blood loss|","Volume of blood loss",10,14,"","or","binary",11,-0.572128737866257,0.605291766988703,0,2012.27272727273,0,538.363636363636
"CD011762","CD011762_pub2_data","10|2|Major VTE|","Major VTE",10,2,"","reported","reported",21,0,0.114169336841622,0,2010.85714285714,0.0404787063409115,1096.14285714286
"CD011762","CD011762_pub2_data","10|3|Symptomatic VTE|","Symptomatic VTE",10,3,"","reported","reported",23,0,0.135092423893463,0,2011.39130434783,0.0167565026530104,1273.34782608696
"CD011762","CD011762_pub2_data","10|4|Major bleeding|","Major bleeding",10,4,"","reported","reported",24,0,0.107183443856234,0,2011.58333333333,0.0384449636444529,1433.95833333333
"CD011762","CD011762_pub2_data","10|5|Major bleeding: rivaroxaban versus LMWH|Rivaroxaban","Major bleeding: rivaroxaban versus LMWH",10,5,"Rivaroxaban","reported","reported",10,0,0.253157439520719,0,2010.7,0.012380976087984,1498.6
"CD011762","CD011762_pub2_data","10|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Other direct factor Xa inhibitors","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",10,6,"Other direct factor Xa inhibitors","reported","reported",14,0,0.118310661917807,0,2012.21428571429,0.0570620976133593,1387.78571428571
"CD011762","CD011762_pub2_data","10|8|Serious non-hepatic adverse events|","Serious non-hepatic adverse events",10,8,"","or","binary",15,-0.144651409755219,0.0635920981106475,0.0113170464823029,2011,0.060774268740188,1749.73333333333
"CD011762","CD011762_pub2_data","10|9|Fatal VTE|","Fatal VTE",10,9,"","or","binary",9,0.195146654007328,0.496904057787537,0,2009.77777777778,0.00149662892062268,1989.55555555556
"CD011762","CD011762_pub2_data","11|1|All-cause mortality|","All-cause mortality",11,1,"","reported","reported",14,0,0.274385416517234,0,2009.78571428571,0.00281197544121703,1707.78571428571
"CD011762","CD011762_pub2_data","11|10|Asymptomatic distal DVT|","Asymptomatic distal DVT",11,10,"","or","binary",11,-0.459124513002012,0.160358145204445,0.054008771615328,2014.09090909091,0.0907394283331396,408.727272727273
"CD011762","CD011762_pub2_data","11|11|Fatal bleeding|","Fatal bleeding",11,11,"","or","binary",4,0.377077552749768,0.817264868815506,0,2010.25,0.000163505559189012,2698.5
"CD011762","CD011762_pub2_data","11|12|Liver enzymes elevation|","Liver enzymes elevation",11,12,"","or","binary",20,-0.538766674102987,0.121179751671987,0.110491933602124,2010.55,0.0538126725766306,1453.85
"CD011762","CD011762_pub2_data","11|13|Minor adverse events|","Minor adverse events",11,13,"","or","binary",4,-0.293463518245618,0.158920775635944,1.75644510907542e-05,2017.25,0.550428326670474,252.75
"CD011762","CD011762_pub2_data","11|14|Volume of blood loss|","Volume of blood loss",11,14,"","reported","reported",10,0,2.79864946026659,0,2010.9,0,636.3
"CD011762","CD011762_pub2_data","11|2|Major VTE|","Major VTE",11,2,"","reported","reported",21,0,0.113533124125606,0,2010.19047619048,0.0291428619209549,1042.38095238095
"CD011762","CD011762_pub2_data","11|3|Symptomatic VTE|","Symptomatic VTE",11,3,"","reported","reported",21,0,0.144867371262937,0,2010.80952380952,0.0112625602400171,1279.52380952381
"CD011762","CD011762_pub2_data","11|4|Major bleeding|","Major bleeding",11,4,"","reported","reported",27,0,0.104001632809731,0,2011.74074074074,0.0366864164441049,1282.92592592593
"CD011762","CD011762_pub2_data","11|5|Major bleeding: rivaroxaban versus LMWH|Rivaroxaban versus LMWH","Major bleeding: rivaroxaban versus LMWH",11,5,"Rivaroxaban versus LMWH","reported","reported",12,0,0.230446529889025,0,2012.41666666667,0.0144163409358098,1119.5
"CD011762","CD011762_pub2_data","11|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Other direct factor Xa inhibitors versus LMWH","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",11,6,"Other direct factor Xa inhibitors versus LMWH","reported","reported",16,0,0.116246082332406,0,2011.9375,0.0510960720475696,1332.8125
"CD011762","CD011762_pub2_data","11|8|Serious non-hepatic adverse events|","Serious non-hepatic adverse events",11,8,"","or","binary",14,-0.102121097450984,0.0589012860207316,0.00371111734363063,2011.21428571429,0.0575016647812023,1699.21428571429
"CD011762","CD011762_pub2_data","11|9|Fatal VTE|","Fatal VTE",11,9,"","or","binary",9,0.354214250615561,0.499560570501715,0,2009.66666666667,0.00124090714591356,1848.77777777778
"CD011762","CD011762_pub2_data","12|1|Liver enzymes elevation|","Liver enzymes elevation",12,1,"","or","binary",14,-0.385537662797065,0.10058991858534,0.0371679817936246,2008.78571428571,0.0419642357084174,2040.57142857143
"CD011762","CD011762_pub2_data","2|1|All-cause mortality|Apixaban","All-cause mortality",2,1,"Apixaban","or","binary",5,0.150693779101589,0.407695014707776,0.0187768165266037,2011.4,0.00519755385142828,2500.4
"CD011762","CD011762_pub2_data","2|1|All-cause mortality|Darexaban","All-cause mortality",2,1,"Darexaban","or","binary",2,-0.00223401438474399,1.15753084096293,0,2012,0,489
"CD011762","CD011762_pub2_data","2|1|All-cause mortality|Rivaroxaban","All-cause mortality",2,1,"Rivaroxaban","or","binary",7,-0.278899944024595,0.326968272470595,0,2007.28571428571,0.00322655297277504,1573.14285714286
"CD011762","CD011762_pub2_data","2|10|Liver enzymes elevation|Apixaban","Liver enzymes elevation",2,10,"Apixaban","or","binary",4,-0.22125049863914,0.145178823649949,1.67775721016624e-06,2009,0.0195855858475165,3121
"CD011762","CD011762_pub2_data","2|10|Liver enzymes elevation|Darexaban","Liver enzymes elevation",2,10,"Darexaban","or","binary",2,-0.806640997811901,0.405160913139846,0,2014,0.0564524926366314,355
"CD011762","CD011762_pub2_data","2|10|Liver enzymes elevation|Edoxaban","Liver enzymes elevation",2,10,"Edoxaban","or","binary",5,-1.24460594271401,0.4922088302634,0.793949472571574,2013.4,0.0878102698215381,510.4
"CD011762","CD011762_pub2_data","2|10|Liver enzymes elevation|Rivaroxaban","Liver enzymes elevation",2,10,"Rivaroxaban","or","binary",7,-0.484833753268609,0.15090956685692,0.0528768547574462,2008.85714285714,0.0352438313987244,1986.14285714286
"CD011762","CD011762_pub2_data","2|11|Volume of blood loss|Rivaroxaban","Volume of blood loss",2,11,"Rivaroxaban","reported","reported",11,0,3.77819376525909,0,2012.36363636364,0,489.181818181818
"CD011762","CD011762_pub2_data","2|2|Major VTE|Apixaban","Major VTE",2,2,"Apixaban","reported","reported",5,0,0.215785743846593,0,2013.6,0.0278505672196092,1558
"CD011762","CD011762_pub2_data","2|2|Major VTE|Rivaroxaban","Major VTE",2,2,"Rivaroxaban","or","binary",11,-0.861326312133206,0.281465462756393,0.454169148440421,2009,0.0510113862027043,1084.45454545455
"CD011762","CD011762_pub2_data","2|3|Symptomatic VTE|Apixaban","Symptomatic VTE",2,3,"Apixaban","or","binary",5,-0.034711153392206,0.302568766071702,0.093657870109497,2014,0.0100839646180092,2382.8
"CD011762","CD011762_pub2_data","2|3|Symptomatic VTE|Darexaban","Symptomatic VTE",2,3,"Darexaban","or","binary",4,-0.388689020703801,0.682243987677983,0,2011.25,0.0078125,353.75
"CD011762","CD011762_pub2_data","2|3|Symptomatic VTE|Rivaroxaban","Symptomatic VTE",2,3,"Rivaroxaban","reported","reported",12,0,0.173657658386316,0,2010.08333333333,0.0198868883095247,1243.75
"CD011762","CD011762_pub2_data","2|4|Major bleeding|Apixaban","Major bleeding",2,4,"Apixaban","or","binary",5,-0.26754096265044,0.221342627397306,0.0605476065683515,2011.4,0.139314770556253,2537.4
"CD011762","CD011762_pub2_data","2|4|Major bleeding|Darexaban","Major bleeding",2,4,"Darexaban","or","binary",3,-0.396205719329033,0.370064498897444,0,2012.33333333333,0.00879344349407809,1050.66666666667
"CD011762","CD011762_pub2_data","2|4|Major bleeding|Edoxaban","Major bleeding",2,4,"Edoxaban","or","binary",5,-0.0402173142464063,0.540914773351659,0.267943796085106,2013.4,0.0114563285901719,510.4
"CD011762","CD011762_pub2_data","2|4|Major bleeding|Rivaroxaban","Major bleeding",2,4,"Rivaroxaban","reported","reported",12,0,0.229711260094446,0,2011.16666666667,0.0144841467399867,1314.25
"CD011762","CD011762_pub2_data","2|5|Major bleeding: rivaroxaban versus LMWH|","Major bleeding: rivaroxaban versus LMWH",2,5,"","reported","reported",13,0,0.227444244182872,0,2012.07692307692,0.0133699816061415,1222.38461538462
"CD011762","CD011762_pub2_data","2|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",2,6,"","reported","reported",16,0,0.116246082332406,0,2011.9375,0.0510960720475696,1332.8125
"CD011762","CD011762_pub2_data","2|7|Serious non-hepatic adverse events|Apixaban","Serious non-hepatic adverse events",2,7,"Apixaban","or","binary",4,-0.009772802698548,0.0709350171005091,0,2009,0.0717510541554515,3147.75
"CD011762","CD011762_pub2_data","2|7|Serious non-hepatic adverse events|Darexaban","Serious non-hepatic adverse events",2,7,"Darexaban","or","binary",2,-0.685940667413404,0.558323556532062,0.0129038847128053,2014,0.0256742179072276,358
"CD011762","CD011762_pub2_data","2|7|Serious non-hepatic adverse events|Edoxaban","Serious non-hepatic adverse events",2,7,"Edoxaban","or","binary",5,-0.0369222644288277,0.256599286464134,1.19088912617595e-07,2013.4,0.0394251210409417,510.4
"CD011762","CD011762_pub2_data","2|7|Serious non-hepatic adverse events|Rivaroxaban","Serious non-hepatic adverse events",2,7,"Rivaroxaban","or","binary",3,-0.271095672796521,0.0767469501559035,0,2008,0.0922522971580909,3116.33333333333
"CD011762","CD011762_pub2_data","2|8|Fatal VTE|Apixaban","Fatal VTE",2,8,"Apixaban","or","binary",3,0.716125604856588,0.926547038489432,0,2009,0,3070.33333333333
"CD011762","CD011762_pub2_data","2|8|Fatal VTE|Rivaroxaban","Fatal VTE",2,8,"Rivaroxaban","or","binary",6,-0.0643380756383628,0.588593048165735,0,2009,0.00224494338093402,1490.5
"CD011762","CD011762_pub2_data","2|9|Asymptomatic distal DVT|Darexaban","Asymptomatic distal DVT",2,9,"Darexaban","or","binary",2,-0.203830207273012,0.343551596363013,0,2014,0.10594512195122,280
"CD011762","CD011762_pub2_data","2|9|Asymptomatic distal DVT|Edoxaban","Asymptomatic distal DVT",2,9,"Edoxaban","or","binary",4,-0.778816032526639,0.228676344719345,0,2014.25,0.0694217317372047,348.5
"CD011762","CD011762_pub2_data","2|9|Asymptomatic distal DVT|Rivaroxaban","Asymptomatic distal DVT",2,9,"Rivaroxaban","or","binary",4,-0.938862455279885,0.583166281798271,0.595831456232431,2013.5,0.0724345671794862,578.5
"CD011762","CD011762_pub2_data","3|1|All-cause mortality|Extended prophylaxis (> 14 days)","All-cause mortality",3,1,"Extended prophylaxis (> 14 days)","or","binary",4,0.30889658831287,0.435008893106328,0,2012.25,0.00603543565478458,2341
"CD011762","CD011762_pub2_data","3|10|Volume of blood loss|Extended prophylaxis (> 14 days)","Volume of blood loss",3,10,"Extended prophylaxis (> 14 days)","reported","reported",3,0,2.95643055576329,0,2018.66666666667,0,153.666666666667
"CD011762","CD011762_pub2_data","3|10|Volume of blood loss|Short prophylaxis (≤ 14 days)","Volume of blood loss",3,10,"Short prophylaxis (≤ 14 days)","or","binary",7,-1.04703187384612,0.757148271405867,0,2008.28571428571,0,844.571428571429
"CD011762","CD011762_pub2_data","3|2|Major VTE|Extended prophylaxis (> 14 days)","Major VTE",3,2,"Extended prophylaxis (> 14 days)","reported","reported",7,0,0.19904478306311,0,2012.85714285714,0.0590446400221885,1724.42857142857
"CD011762","CD011762_pub2_data","3|3|Symptomatic VTE|Extended prophylaxis (> 14 days)","Symptomatic VTE",3,3,"Extended prophylaxis (> 14 days)","or","binary",5,-0.552152690638386,0.302196513968507,0,2013,0.0107788875235017,2175.6
"CD011762","CD011762_pub2_data","3|3|Symptomatic VTE|Short prophylaxis (≤ 14 days)","Symptomatic VTE",3,3,"Short prophylaxis (≤ 14 days)","reported","reported",16,0,0.155837700803608,0,2010.875,0.0198387885224673,995.5625
"CD011762","CD011762_pub2_data","3|4|Major bleeding|Extended prophylaxis (> 14 days)","Major bleeding",3,4,"Extended prophylaxis (> 14 days)","reported","reported",6,0,0.135860792817138,0,2013.83333333333,0.12419336406212,2139.33333333333
"CD011762","CD011762_pub2_data","3|4|Major bleeding|Short prophylaxis (≤ 14 days)","Major bleeding",3,4,"Short prophylaxis (≤ 14 days)","reported","reported",20,0,0.162442890681512,0,2010.95,0.0114353196475722,1084.15
"CD011762","CD011762_pub2_data","3|5|Major bleeding: rivaroxaban versus LMWH|Extended prophylaxis (> 14 days) rivaroxaban","Major bleeding: rivaroxaban versus LMWH",3,5,"Extended prophylaxis (> 14 days) rivaroxaban","reported","reported",2,0,0.720535206753539,0,2014.5,0.022671862509992,2263
"CD011762","CD011762_pub2_data","3|5|Major bleeding: rivaroxaban versus LMWH|Short prophylaxis (≤ 14 days) rivaroxaban","Major bleeding: rivaroxaban versus LMWH",3,5,"Short prophylaxis (≤ 14 days) rivaroxaban","reported","reported",8,0,0.248875438943237,0,2010.25,0.0138732124428834,1083.5
"CD011762","CD011762_pub2_data","3|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Extended prophylaxis (> 14 days) Other DFXa","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",3,6,"Extended prophylaxis (> 14 days) Other DFXa","reported","reported",10,0,0.0969335238802786,0,2013.7,0.144497664372546,2114.6
"CD011762","CD011762_pub2_data","3|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Short prophylaxis (≤ 14 days) Other DFXa","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",3,6,"Short prophylaxis (≤ 14 days) Other DFXa","reported","reported",12,0,0.214414947381339,0,2011.41666666667,0.00981005778403139,1084.58333333333
"CD011762","CD011762_pub2_data","3|7|Serious non-hepatic adverse events|Extended prophylaxis (> 14 days)","Serious non-hepatic adverse events",3,7,"Extended prophylaxis (> 14 days)","or","binary",2,-0.0765419284851107,0.145192199690915,0.0295061932715086,2009,0.0730354321281598,4882.5
"CD011762","CD011762_pub2_data","3|7|Serious non-hepatic adverse events|Short prophylaxis (≤ 14 days)","Serious non-hepatic adverse events",3,7,"Short prophylaxis (≤ 14 days)","or","binary",12,-0.121708961891657,0.0722293525836762,0,2011.58333333333,0.0549127035567093,1168.66666666667
"CD011762","CD011762_pub2_data","3|8|Asymptomatic distal DVT|Short prophylaxis (≤ 14 days)","Asymptomatic distal DVT",3,8,"Short prophylaxis (≤ 14 days)","or","binary",10,-0.439196998223147,0.160758409875598,0.0530104138571513,2013.8,0.0957317385133923,430.2
"CD011762","CD011762_pub2_data","3|9|Liver enzymes elevation|Extended prophylaxis (> 14 days)","Liver enzymes elevation",3,9,"Extended prophylaxis (> 14 days)","or","binary",2,-0.257051424824935,0.149706426059852,0,2009,0.0221786153927918,4751
"CD011762","CD011762_pub2_data","3|9|Liver enzymes elevation|Short prophylaxis (≤ 14 days)","Liver enzymes elevation",3,9,"Short prophylaxis (≤ 14 days)","or","binary",18,-0.628027032988458,0.14754882848344,0.164702245816654,2010.72222222222,0.0573275678192793,1087.5
"CD011762","CD011762_pub2_data","4|1|All-cause mortality|Start of comparator after surgery","All-cause mortality",4,1,"Start of comparator after surgery","or","binary",8,-0.106454991145865,0.347188997289533,0,2010.625,0.00357143895880284,1166.75
"CD011762","CD011762_pub2_data","4|1|All-cause mortality|Start of comparator before surgery","All-cause mortality",4,1,"Start of comparator before surgery","reported","reported",7,0,0.370749840590582,0,2008.57142857143,0.00285744691373484,2329.71428571429
"CD011762","CD011762_pub2_data","4|10|Liver enzymes elevation|Start of comparator after surgery","Liver enzymes elevation",4,10,"Start of comparator after surgery","or","binary",13,-0.863403233554323,0.192278714192385,0.186750462142143,2011.92307692308,0.058382818314739,951.307692307692
"CD011762","CD011762_pub2_data","4|10|Liver enzymes elevation|Start of comparator before surgery","Liver enzymes elevation",4,10,"Start of comparator before surgery","or","binary",8,-0.34945473179281,0.135682753325917,0.0616815166765402,2008,0.0463176772815,2380.125
"CD011762","CD011762_pub2_data","4|11|Volume of blood loss|Start of comparator after surgery","Volume of blood loss",4,11,"Start of comparator after surgery","reported","reported",8,0,2.58191596853026,0,2014.5,0,545.375
"CD011762","CD011762_pub2_data","4|11|Volume of blood loss|Start of comparator before surgery","Volume of blood loss",4,11,"Start of comparator before surgery","or","binary",5,-0.807027127964381,0.898129680527367,0,2009.8,0,455.2
"CD011762","CD011762_pub2_data","4|2|Major VTE|Start of comparator after surgery","Major VTE",4,2,"Start of comparator after surgery","reported","reported",8,0,0.186715125583038,0,2012.5,0.0719077655501613,608.5
"CD011762","CD011762_pub2_data","4|2|Major VTE|Start of comparator before surgery","Major VTE",4,2,"Start of comparator before surgery","or","binary",12,-0.711297401999632,0.23834854777798,0.38443701242239,2008.33333333333,0.027349986888649,1525.75
"CD011762","CD011762_pub2_data","4|3|Symptomatic VTE|Start of comparator after surgery","Symptomatic VTE",4,3,"Start of comparator after surgery","reported","reported",12,0,0.185999878615089,0,2012.75,0.0259618994446958,785.666666666667
"CD011762","CD011762_pub2_data","4|3|Symptomatic VTE|Start of comparator before surgery","Symptomatic VTE",4,3,"Start of comparator before surgery","or","binary",9,-0.677061256204454,0.195884535958794,4.12287632262236e-07,2008.22222222222,0.00674431921622757,2182.11111111111
"CD011762","CD011762_pub2_data","4|4|Major bleeding|Start of comparator after surgery","Major bleeding",4,4,"Start of comparator after surgery","reported","reported",17,0,0.129196342909408,0,2013.64705882353,0.0527639311512391,814.294117647059
"CD011762","CD011762_pub2_data","4|4|Major bleeding|Start of comparator before surgery","Major bleeding",4,4,"Start of comparator before surgery","or","binary",11,0.0401090877981961,0.168487959171018,9.00539178674122e-07,2008.45454545455,0.008578189460899,2113.90909090909
"CD011762","CD011762_pub2_data","4|5|Major bleeding: rivaroxaban versus LMWH|Start of comparator after surgery","Major bleeding: rivaroxaban versus LMWH",4,5,"Start of comparator after surgery","reported","reported",6,0,0.339177376238162,0,2015.16666666667,0.0221657333726299,708
"CD011762","CD011762_pub2_data","4|5|Major bleeding: rivaroxaban versus LMWH|Start of comparator before surgery","Major bleeding: rivaroxaban versus LMWH",4,5,"Start of comparator before surgery","or","binary",6,0.506491150435173,0.293609531824085,4.57527585362509e-07,2007.16666666667,0.0068025601073434,1920.5
"CD011762","CD011762_pub2_data","4|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Start of comparator after surgery","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",4,6,"Start of comparator after surgery","reported","reported",11,0,0.139730368145197,0,2012.81818181818,0.0694538572122986,872.272727272727
"CD011762","CD011762_pub2_data","4|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Start of comparator before surgery","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",4,6,"Start of comparator before surgery","or","binary",5,-0.206774156318747,0.218921424888096,0.0183051374842972,2010,0.0107089446851657,2346
"CD011762","CD011762_pub2_data","4|7|Serious non-hepatic adverse events|Start of comparator after surgery","Serious non-hepatic adverse events",4,7,"Start of comparator after surgery","or","binary",10,-0.0531888706363884,0.098994674859369,7.89340702392267e-07,2012.1,0.0501868780190654,855.6
"CD011762","CD011762_pub2_data","4|7|Serious non-hepatic adverse events|Start of comparator before surgery","Serious non-hepatic adverse events",4,7,"Start of comparator before surgery","or","binary",5,-0.180279126885817,0.0820459688519261,0.0161962752840535,2008.8,0.0819490501824332,3538
"CD011762","CD011762_pub2_data","4|8|Fatal VTE|Start of comparator after surgery","Fatal VTE",4,8,"Start of comparator after surgery","or","binary",5,-0.041911330286884,0.724331212879996,0,2010.4,0.00210526315789474,911.2
"CD011762","CD011762_pub2_data","4|8|Fatal VTE|Start of comparator before surgery","Fatal VTE",4,8,"Start of comparator before surgery","or","binary",5,0.330005821829051,0.630279230470493,0,2008.6,0.000588668899226089,2763.2
"CD011762","CD011762_pub2_data","4|9|Asymptomatic distal DVT|Start of comparator after surgery","Asymptomatic distal DVT",4,9,"Start of comparator after surgery","or","binary",10,-0.414616666169664,0.179633866853436,0.0683532328505368,2013.3,0.0740426550680314,434.8
"CD011762","CD011762_pub2_data","5|1|All-cause mortality|Once daily administration","All-cause mortality",5,1,"Once daily administration","reported","reported",9,0,0.328455799815544,0,2008.55555555556,0.00250954120104725,1351.44444444444
"CD011762","CD011762_pub2_data","5|1|All-cause mortality|Twice daily administration","All-cause mortality",5,1,"Twice daily administration","reported","reported",10,0,0.375143825590572,0,2009.6,0.00259877692571414,1416
"CD011762","CD011762_pub2_data","5|10|Liver enzymes elevation|Once daily administration","Liver enzymes elevation",5,10,"Once daily administration","or","binary",14,-0.681473074451413,0.161059874371999,0.166810957484158,2010.42857142857,0.0590289803315085,1245.21428571429
"CD011762","CD011762_pub2_data","5|10|Liver enzymes elevation|Twice daily administration","Liver enzymes elevation",5,10,"Twice daily administration","or","binary",9,-0.334739559861852,0.12728520827157,0.00168110245030924,2010,0.0408433663112857,1577.44444444444
"CD011762","CD011762_pub2_data","5|11|Volume of blood loss|Once daily administration","Volume of blood loss",5,11,"Once daily administration","reported","reported",8,0,3.84359663786615,0,2014.125,0,510.875
"CD011762","CD011762_pub2_data","5|11|Volume of blood loss|Twice daily administration","Volume of blood loss",5,11,"Twice daily administration","or","binary",3,-1.01652794621754,1.156571326248,0,2010,0,512.333333333333
"CD011762","CD011762_pub2_data","5|2|Major VTE|Once daily administration","Major VTE",5,2,"Once daily administration","reported","reported",14,0,0.140109466010046,0,2009.64285714286,0.0489836729745032,993.642857142857
"CD011762","CD011762_pub2_data","5|3|Symptomatic VTE|Once daily administration","Symptomatic VTE",5,3,"Once daily administration","reported","reported",14,0,0.170548775007618,0,2010.71428571429,0.0178684506684118,1134.14285714286
"CD011762","CD011762_pub2_data","5|3|Symptomatic VTE|Twice daily administration","Symptomatic VTE",5,3,"Twice daily administration","or","binary",11,-0.139014399609273,0.21775283474138,0.032635143836654,2011.72727272727,0.0156307726698088,1264.63636363636
"CD011762","CD011762_pub2_data","5|4|Major bleeding|Once daily administration","Major bleeding",5,4,"Once daily administration","reported","reported",21,0,0.188931615362406,0,2011.90476190476,0.0123995607846383,1035.09523809524
"CD011762","CD011762_pub2_data","5|4|Major bleeding|Twice daily administration","Major bleeding",5,4,"Twice daily administration","reported","reported",11,0,0.159564255147784,0,2010.18181818182,0.0699950828757194,1474.90909090909
"CD011762","CD011762_pub2_data","5|5|Major bleeding: rivaroxaban versus LMWH|Once daily administration","Major bleeding: rivaroxaban versus LMWH",5,5,"Once daily administration","reported","reported",10,0,0.255374407145178,0,2012.3,0.0139427476497556,1407.9
"CD011762","CD011762_pub2_data","5|5|Major bleeding: rivaroxaban versus LMWH|Twice daily administration","Major bleeding: rivaroxaban versus LMWH",5,5,"Twice daily administration","reported","reported",3,0,0.504165494142551,0,2006,0.0114607614607615,618
"CD011762","CD011762_pub2_data","5|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Once daily administration","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",5,6,"Once daily administration","reported","reported",11,0,0.280812847286714,0,2011.54545454545,0.0109966636345316,696.181818181818
"CD011762","CD011762_pub2_data","5|6|Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH|Twice daily administration","Major bleeding: other direct factor Xa inhibitors (excluding rivaroxaban) versus LMWH",5,6,"Twice daily administration","reported","reported",8,0,0.168211106894247,0,2011.75,0.0919454534063286,1796.25
"CD011762","CD011762_pub2_data","5|7|Serious non-hepatic adverse events|Once daily administration","Serious non-hepatic adverse events",5,7,"Once daily administration","or","binary",10,-0.228199474013641,0.0703885821121558,2.86874041891013e-06,2010.8,0.064037547262629,1299
"CD011762","CD011762_pub2_data","5|7|Serious non-hepatic adverse events|Twice daily administration","Serious non-hepatic adverse events",5,7,"Twice daily administration","or","binary",7,-0.0443670115827072,0.0687482062579792,0,2010.57142857143,0.0625330763462627,1938
"CD011762","CD011762_pub2_data","5|8|Fatal VTE|Once daily administration","Fatal VTE",5,8,"Once daily administration","reported","reported",4,0,0.724276829116193,0,2010.5,0.00336741507140103,2027.75
"CD011762","CD011762_pub2_data","5|8|Fatal VTE|Twice daily administration","Fatal VTE",5,8,"Twice daily administration","reported","reported",6,0,0.656044074566502,0,2008.83333333333,0,1646
"CD011762","CD011762_pub2_data","5|9|Asymptomatic distal DVT|Once daily administration","Asymptomatic distal DVT",5,9,"Once daily administration","or","binary",8,-0.623381172176471,0.220476850751039,0.0961304701480344,2013.875,0.0709281494583454,463.5
"CD011762","CD011762_pub2_data","5|9|Asymptomatic distal DVT|Twice daily administration","Asymptomatic distal DVT",5,9,"Twice daily administration","or","binary",4,-0.215582321810009,0.32652701499601,0.154683035901276,2014.25,0.13126203465982,223.5
"CD011762","CD011762_pub2_data","6|1|All-cause mortality|Total hip replacement surgery only","All-cause mortality",6,1,"Total hip replacement surgery only","reported","reported",6,0,0.391900510415874,0,2008.66666666667,0.00208573219588886,2074.16666666667
"CD011762","CD011762_pub2_data","6|1|All-cause mortality|Total knee replacement surgery only","All-cause mortality",6,1,"Total knee replacement surgery only","or","binary",8,-0.173793486935441,0.340350075452427,0,2009,0.00190323919473752,1637.625
"CD011762","CD011762_pub2_data","6|10|Liver enzymes elevation|Total hip replacement surgery only","Liver enzymes elevation",6,10,"Total hip replacement surgery only","or","binary",10,-0.547772732237979,0.156644613504472,0.10474928642024,2010.8,0.0532575933717701,1612.2
"CD011762","CD011762_pub2_data","6|10|Liver enzymes elevation|Total knee replacement surgery only","Liver enzymes elevation",6,10,"Total knee replacement surgery only","or","binary",9,-0.636462132160843,0.234138025647438,0.273269226646389,2010,0.0374209851023251,1632.33333333333
