"dataset","source","term"
"CD012712_pub2_data","Analysis.name","Periventricular leukomalacia"
"CD012712_pub2_data","Analysis.name","Retinopathy of prematurity, any"
"CD012712_pub2_data","Analysis.name","Retinopathy of prematurity, stage ≥ 3"
"CD012712_pub2_data","Analysis.name","Endotracheal reintubation"
"CD012712_pub2_data","Analysis.name","Failure of extubation"
"CD012712_pub2_data","Analysis.name","Necrotising enterocolitis, Bell stage ≥ 2"
"CD012712_pub2_data","Analysis.name","Neurodevelopmental disability at least 18 months' postnatal age or later"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV"
"CD012712_pub2_data","Subgroup","nHFV versus HFNC "
"CD012712_pub2_data","Subgroup","nHFV vs nCPAP"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - preterm infants"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - nHFV MAP < 10 cm H2O"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - nHFV Hz ≥ 10"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - nHFV Hz < 10"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - term or near-term infants"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV - preterm infants"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV - nHFV MAP < 10 cm H2O"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV - nHFV Hz ≥ 10"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV - term or near-term infants"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV- preterm infants"
"CD012712_pub2_data","Subgroup","nHFV versus nCPAP - nHFV MAP ≥ 10 cm H2O"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV- nHFV Hz < 10"
"CD012712_pub2_data","Subgroup","nHFV versus nIPPV - nHFV MAP ≥ 10 cm H2O"
"CD012718_pub2_data","Analysis.group","1"
"CD012718_pub2_data","Analysis.group","2"
"CD012718_pub2_data","Analysis.group","3"
"CD012718_pub2_data","Analysis.group","4"
"CD012718_pub2_data","Analysis.group","5"
"CD012718_pub2_data","Analysis.group","6"
"CD012718_pub2_data","Analysis.group","7"
"CD012718_pub2_data","Analysis.group","8"
"CD012718_pub2_data","Analysis.group","9"
"CD012718_pub2_data","Analysis.group","10"
"CD012718_pub2_data","Analysis.name","Primary caries prevention (at end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Caries arrest (at end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Secondary prevention of caries (at end of study follow-up; analysed with OR)"
"CD012718_pub2_data","Analysis.name","Secondary prevention of caries (at end of study follow-up; analysed using Peto OR)"
"CD012718_pub2_data","Analysis.name","Secondary prevention of caries (at end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Secondary prevention of caries (end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Adverse effects"
"CD012718_pub2_data","Analysis.name","Pain (at end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Aesthetics (end of study follow-up)"
"CD012718_pub2_data","Analysis.name","Dental pain or sensitivity (number of people with tooth sensitivity; end of study follow-up)"
"CD012718_pub2_data","Subgroup","Primary dentition"
"CD012718_pub2_data","Subgroup","Permanent dentition - coronal caries"
"CD012718_pub2_data","Subgroup","Permanent dentition - root caries"
"CD012718_pub2_data","Subgroup","Primary dentition "
"CD012718_pub2_data","Subgroup","Primary dentition - coronal caries"
"CD012718_pub2_data","Subgroup","Primary and permanent coronal caries"
"CD012757_pub2_data","Analysis.group","1"
"CD012757_pub2_data","Analysis.name","Mortality at longest follow-up"
"CD012757_pub2_data","Analysis.name","Mortality at 12 months' follow-up"
"CD012757_pub2_data","Analysis.name","Mortality at 24 months' follow-up"
"CD012757_pub2_data","Analysis.name","Mortality at 36 months' follow-up"
"CD012757_pub2_data","Analysis.name","Mortality at 50 months' follow-up"
"CD012757_pub2_data","Analysis.name","Tumour response measures after treatment (overall response rate = complete response + partial response)"
"CD012757_pub2_data","Analysis.name","Tumour response measures after treatment (complete response)"
"CD012757_pub2_data","Analysis.name","Tumour response measures after treatment (partial response)"
"CD012757_pub2_data","Analysis.name","Tumour response measures after treatment (stable disease)"
"CD012757_pub2_data","Analysis.name","Tumour response measures after treatment (progressive disease)"
"CD012850_pub2_data","Analysis.group","1"
"CD012850_pub2_data","Analysis.group","2"
"CD012850_pub2_data","Analysis.group","3"
"CD012850_pub2_data","Analysis.group","4"
"CD012850_pub2_data","Analysis.group","5"
"CD012850_pub2_data","Analysis.group","6"
"CD012850_pub2_data","Analysis.name","Self-reported joint pain at rest (dichotomous data)"
"CD012850_pub2_data","Analysis.name","Self-reported joint pain at rest (continuous data)"
"CD012850_pub2_data","Analysis.name","Clinically assessed joint pain at rest"
"CD012850_pub2_data","Analysis.name","Self-reported joint pain at mastication (dichotomous data)"
"CD012850_pub2_data","Analysis.name","Muscle pain at rest (dichotomous data)"
"CD012850_pub2_data","Analysis.name","Muscle pain at rest (continuous data)"
"CD012850_pub2_data","Analysis.name","Muscle pain at mastication (dichotomous data)"
"CD012850_pub2_data","Analysis.name","Muscle pain at mastication (continuous data)"
"CD012850_pub2_data","Analysis.name","Severity of joint noise"
"CD012850_pub2_data","Analysis.name","Frequency of joint noise"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (maximum unassisted (mandibular) opening"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (unassisted (mandibular) opening without pain)"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (maximum assisted (mandibular opening)"
"CD012850_pub2_data","Analysis.name","Depression"
"CD012850_pub2_data","Analysis.name","Self-reported joint pain at rest"
"CD012850_pub2_data","Analysis.name","Participant satisfaction or quality of life"
"CD012850_pub2_data","Analysis.name","Muscle pain at rest (dichotomous)"
"CD012850_pub2_data","Analysis.name","Muscle pain at rest"
"CD012850_pub2_data","Analysis.name","Muscle pain at mastication"
"CD012850_pub2_data","Analysis.name","Somatisation"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (unassisted opening without pain)"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (maximum assisted opening)"
"CD012850_pub2_data","Analysis.name","Clinically assessed joint pain at rest (dichotomous)"
"CD012850_pub2_data","Analysis.name","Clinically assessed joint pain at rest (continuous)"
"CD012850_pub2_data","Analysis.name","Self-reported joint pain at mastication"
"CD012850_pub2_data","Analysis.name","Range of mandibular motion (maximum unassisted opening)"
"CD012850_pub2_data","Subgroup","Short term"
"CD012850_pub2_data","Subgroup","Long term"
"CD012886_pub3_data","Analysis.group","1"
"CD012886_pub3_data","Analysis.group","2"
"CD012886_pub3_data","Analysis.group","3"
"CD012886_pub3_data","Analysis.group","4"
"CD012886_pub3_data","Analysis.group","5"
"CD012886_pub3_data","Analysis.name","Outcome 1 Newly diagnosed musculoskeletal disorders or symptoms (new onset of musculoskeletal pain - neck)"
"CD012886_pub3_data","Analysis.name","Outcome 2 Newly diagnosed musculoskeletal disorders or symptoms (new onset of musculoskeletal pain - back)"
"CD012886_pub3_data","Analysis.name","Outcome 3 Intensity of musculoskeletal symptoms (pain - overall)"
"CD012886_pub3_data","Analysis.name","Outcome 4 Intensity of musculoskeletal symptoms (pain - neck)"
"CD012886_pub3_data","Analysis.name","Outcome 5 Intensity of musculoskeletal symptoms (pain - back)"
"CD012886_pub3_data","Analysis.name","Outcome 6 Intensity of musculoskeletal symptoms (discomfort - neck)"
"CD012886_pub3_data","Analysis.name","Outcome 7 Intensity of musculoskeletal symptoms (discomfort - back)"
"CD012886_pub3_data","Analysis.name","Outcome 8 Intensity of musculoskeletal symptoms (discomfort - shoulders)"
"CD012886_pub3_data","Analysis.name","Outcome 9 Intensity of musculoskeletal symptoms (discomfort - right shoulder/upper arm)"
"CD012886_pub3_data","Analysis.name","Outcome 10 Intensity of musculoskeletal symptoms (discomfort - left shoulder/upper arm)"
"CD012886_pub3_data","Analysis.name","Outcome 11 Intensity of musculoskeletal symptoms (discomfort - right elbow)"
"CD012886_pub3_data","Analysis.name","Outcome 12 Intensity of musculoskeletal symptoms (discomfort - left elbow)"
"CD012886_pub3_data","Analysis.name","Outcome 13 Intensity of musculoskeletal symptoms (discomfort - forearms/wrists)"
"CD012886_pub3_data","Analysis.name","Outcome 14 Intensity of musculoskeletal symptoms (discomfort - right forearm/wrist/hand)"
"CD012886_pub3_data","Analysis.name","Outcome 15 Intensity of musculoskeletal symptoms (discomfort - left forearm/wrist/hand)"
"CD012886_pub3_data","Analysis.name","Outcome 16 Intensity of musculoskeletal symptoms (discomfort - buttocks)"
"CD012886_pub3_data","Analysis.name","Outcome 17 Intensity of musculoskeletal symptoms (discomfort - legs)"
"CD012886_pub3_data","Analysis.name","Outcome 18 Productivity or work performance (productivity - keystrokes per hour)"
"CD012886_pub3_data","Analysis.name","Outcome 19 Productivity or work performance (productivity - entered documents per day)"
"CD012886_pub3_data","Analysis.name","Outcome 20 Productivity or work performance (productivity - words types per three hours (compared to baseline))"
"CD012886_pub3_data","Analysis.name","Outcome 21 Productivity or work performance (work performance - functioning)"
"CD012886_pub3_data","Analysis.name","Outcome 22 Productivity or work performance (work performance - manual precision)"
"CD012886_pub3_data","Analysis.name","Outcome 1 Intensity of musculoskeletal symptoms (discomfort - neck)"
"CD012886_pub3_data","Analysis.name","Outcome 2 Intensity of musculoskeletal symptoms (discomfort - back)"
"CD012886_pub3_data","Analysis.name","Outcome 3 Intensity of musculoskeletal symptoms (discomfort - shoulders)"
"CD012886_pub3_data","Analysis.name","Outcome 4 Intensity of musculoskeletal symptoms (discomfort - forearms/wrists)"
"CD012886_pub3_data","Analysis.name","Outcome 5 Productivity or work performance (productivity - words typed per three hours)"
"CD012886_pub3_data","Analysis.name","Outcome 1 Intensity of musculoskeletal symptoms (fatigue - overall)"
"CD012891_pub2_data","Analysis.group","1"
"CD012891_pub2_data","Analysis.group","3"
"CD012891_pub2_data","Analysis.group","4"
"CD012891_pub2_data","Analysis.name","Standard controlled ovarian hyperstimulation with gonadotropins versus controlled ovarian hyperstimulation with gonadotropins + letrozole: number of oocytes retrieved after ovarian stimulation"
"CD012891_pub2_data","Analysis.name","Standard controlled ovarian hyperstimulation with gonadotropins versus controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation"
"CD012891_pub2_data","Analysis.name","Standard controlled ovarian hyperstimulation with gonadotropins + letrozole versus standard controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation"
"CD012891_pub2_data","Analysis.name","Ovarian insufficiency grouped by strict or broad definition"
"CD012891_pub2_data","Analysis.name","Ovarian insufficiency grouped by receptor status"
"CD012891_pub2_data","Analysis.name","Live birth"
"CD012891_pub2_data","Analysis.name","Overall survival at 5 years"
"CD012891_pub2_data","Analysis.name","Overall survival at 12 years"
"CD012891_pub2_data","Analysis.name","Overall survival at 12 years grouped by receptor status"
"CD012891_pub2_data","Analysis.name","Clinical pregnancy"
"CD012891_pub2_data","Analysis.name","Clinical pregnancy grouped by receptor status"
"CD012891_pub2_data","Analysis.name","Disease-free survival at 5 years"
"CD012891_pub2_data","Analysis.name","Disease-free survival at 12 years"
"CD012891_pub2_data","Analysis.name","Disease-free survival grouped by receptor status"
"CD012891_pub2_data","Analysis.name","Overall survival"
"CD012891_pub2_data","Analysis.name","Clinical pregnancy grouped by age"
"CD012891_pub2_data","Analysis.name","Disease-free survival"
"CD012891_pub2_data","Subgroup","Ovarian insufficiency, strict definition"
"CD012891_pub2_data","Subgroup","Ovarian insufficiency, broad definition"
"CD012891_pub2_data","Subgroup","Ovarian insufficiency in hormone-receptor-positive patients"
"CD012891_pub2_data","Subgroup","Ovarian insufficiency in hormone-receptor-negative patients"
"CD012891_pub2_data","Subgroup","Overall survival in hormone-receptor-positive patients"
"CD012891_pub2_data","Subgroup","Overall survival in hormone-receptor-negative patients"
"CD012891_pub2_data","Subgroup","Clinical pregnancy in hormone-receptor-positive patients"
"CD012891_pub2_data","Subgroup","Clinical pregnancy in hormone-receptor-negative patients"
"CD012891_pub2_data","Subgroup","Disease-free survival in hormone-receptor-positive patients"
"CD012891_pub2_data","Subgroup","Disease-free survival in hormone-receptor-negative patients"
"CD012891_pub2_data","Subgroup","Ovarian insufficiency, any definition"
"CD012891_pub2_data","Subgroup","At 5 years"
"CD012891_pub2_data","Subgroup","Age < 35 years"
"CD012891_pub2_data","Subgroup","Age ≥ 35 years"
"CD012905_pub2_data","Analysis.group","1"
"CD012905_pub2_data","Analysis.group","2"
"CD012905_pub2_data","Analysis.group","3"
"CD012905_pub2_data","Analysis.group","4"
"CD012905_pub2_data","Analysis.name","Development of AKI"
"CD012905_pub2_data","Analysis.name","Need for kidney replacement therapy"
"CD012905_pub2_data","Analysis.name","Death"
"CD012905_pub2_data","Analysis.name","Change in serum creatinine from baseline"
"CD012905_pub2_data","Analysis.name","Change in urine output from baseline"
"CD012905_pub2_data","Analysis.name","Duration of ICU stay [days]"
"CD012905_pub2_data","Analysis.name","Adverse events"
"CD012905_pub2_data","Analysis.name","Sensitivity analysis: development of AKI based on risk of attrition bias"
"CD012905_pub2_data","Analysis.name","Change in serum creatinine from baseline [mg/dL]"
"CD012905_pub2_data","Subgroup","All populations"
"CD012905_pub2_data","Subgroup","Patients undergoing cardiac surgery"
"CD012905_pub2_data","Subgroup","Hypotension"
"CD012905_pub2_data","Subgroup","Myocardial infarction"
"CD012905_pub2_data","Subgroup","Drug intolerence"
"CD012905_pub2_data","Subgroup","Cardiac arrythymias"
"CD012905_pub2_data","Subgroup","Low risk of attrition bias"
"CD012905_pub2_data","Subgroup","High risk of attrition bias"
"CD012905_pub2_data","Subgroup","Excluding Caimmi 2003"
"CD012905_pub2_data","Subgroup","All studies"
"CD012925_pub2_data","Analysis.group","1"
"CD012925_pub2_data","Analysis.group","2"
"CD012925_pub2_data","Analysis.group","3"
"CD012925_pub2_data","Analysis.name","Provider adherence to recommended practice (dichotomous outcomes)"
"CD012925_pub2_data","Analysis.name","Provider adherence to recommended practice (continuous outcomes)"
"CD012925_pub2_data","Analysis.name","Client's health behaviour"
"CD012925_pub2_data","Analysis.name","Patient/client health status and well-being (desirable outcomes)"
"CD012925_pub2_data","Analysis.name","Patient/client health status and well-being (undesirable outcomes)"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services (risk ratio)"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services (risk difference)"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary health care and/or services (odds ratio)"
"CD012925_pub2_data","Analysis.name","Patient/client health status and well-being (dichotomous outcomes)"
"CD012925_pub2_data","Analysis.name","Patient/client health status and well-being (inverse variance)"
"CD012925_pub2_data","Analysis.name","Patient/client health status and well-being (continuous outcomes)"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services - hospitalisations for stroke"
"CD012925_pub2_data","Analysis.name","Provider adherence to recommended practice"
"CD012925_pub2_data","Analysis.name","Quality of data about services provided"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services (odds ratio)"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services (odds ratio) - never-missed early infant diagnosis visit"
"CD012925_pub2_data","Analysis.name","Client utilisation of primary healthcare and/or services (dichotomous)"
"CD012925_pub2_data","Analysis.name","Patient/client acceptability/satisfaction with the intervention"
"CD012925_pub2_data","Subgroup","Counselled to initiate complementary food at six months"
"CD012925_pub2_data","Subgroup","Home visit within 24 hours of delivery"
"CD012925_pub2_data","Subgroup","Home visit in the first week after delivery"
"CD012925_pub2_data","Subgroup","Immediate referral to ED or hospital for asthma management"
"CD012925_pub2_data","Subgroup","Blood pressure measurement during antenatal care visit"
"CD012925_pub2_data","Subgroup","Blood test during antenatal care visit"
"CD012925_pub2_data","Subgroup","Weight measurement during antenatal care visit"
"CD012925_pub2_data","Subgroup","Urine test during antenatal care visit"
"CD012925_pub2_data","Subgroup","Counselled to initiate complementary food at six months (non-randomised)"
"CD012925_pub2_data","Subgroup","Number of home visits in first month after delivery"
"CD012925_pub2_data","Subgroup","Early initiation of breastfeeding"
"CD012925_pub2_data","Subgroup","Kangaroo Mother Care"
"CD012925_pub2_data","Subgroup","Exclusive breastfeeding for 6 months"
"CD012925_pub2_data","Subgroup","Skin-to-skin care"
"CD012925_pub2_data","Subgroup","Bath delayed at least 2 days"
"CD012925_pub2_data","Subgroup","Nothing applied to the umbilical cord"
"CD012925_pub2_data","Subgroup","At least 90 iron-folic acid tablets consumed during pregnancy - non-randomised (Prinja)"
"CD012925_pub2_data","Subgroup","At least 90 iron-folic acid tablets consumed during pregnancy (RCTs)"
"CD012925_pub2_data","Subgroup","Improved asthma severity during office visit"
"CD012925_pub2_data","Subgroup","Stillbirths"
"CD012925_pub2_data","Subgroup","Neonatal deaths"
"CD012925_pub2_data","Subgroup","Infant deaths"
"CD012925_pub2_data","Subgroup","Low birth weight (≤ 2kg)"
"CD012925_pub2_data","Subgroup","Pneumonia/fever in the last two weeks"
"CD012925_pub2_data","Subgroup","HIV-positive following test"
"CD012925_pub2_data","Subgroup","At least two tetanus injections during pregnancy (non-randomised) - Prinja"
"CD012925_pub2_data","Subgroup","Emergency department visit within one week of the doctor's office visit for asthma"
"CD012925_pub2_data","Subgroup","Number of HIV tests performed in antenatal women"
"CD012925_pub2_data","Subgroup","Hospitalisation within one week of the doctor's office visit for asthma"
"CD012925_pub2_data","Subgroup","At least two tetanus injections during pregnancy (RCTs)"
"CD012925_pub2_data","Subgroup","Full childhood immunisation (non-randomised) - Prinja"
"CD012925_pub2_data","Subgroup","Women gave birth in a health facility"
"CD012925_pub2_data","Subgroup","Current use of any modern method of contraception"
"CD012925_pub2_data","Subgroup","Full childhood immunisation (RCTs)"
"CD012925_pub2_data","Subgroup","At least three antenatal care visits"
"CD012925_pub2_data","Subgroup","Women giving birth in a health facility - randomised (Hacket)"
"CD012925_pub2_data","Subgroup","Women giving birth in a health facility non randomised  (Prinja, Ilozumba)"
"CD012925_pub2_data","Subgroup","Medication adherence (antihypertensives)"
"CD012925_pub2_data","Subgroup","Women who gave birth at home"
"CD012925_pub2_data","Subgroup","Deaths in stroke patients over 12 months"
"CD012925_pub2_data","Subgroup","Change in systolic blood pressure"
"CD012925_pub2_data","Subgroup","Change in health-related quality of life"
"CD012925_pub2_data","Subgroup","Infants received Nevirapine Prophylaxis"
"CD012925_pub2_data","Subgroup","Screening and management of abnormal foetal growth"
"CD012925_pub2_data","Subgroup","Screening and management of anaemia"
"CD012925_pub2_data","Subgroup","Screening and management of diabetes"
"CD012925_pub2_data","Subgroup","Screening and management of hypertension"
"CD012925_pub2_data","Subgroup"," Data missing for gestational age at delivery"
"CD012925_pub2_data","Subgroup"," Data missing for birthweight at delivery"
"CD012925_pub2_data","Subgroup"," Data missing for haemoglobin at delivery"
"CD012925_pub2_data","Subgroup"," Data missing for blood pressure at delivery"
"CD012925_pub2_data","Subgroup","HIV+ve women exclusive breastfeeding at 6 months"
"CD012925_pub2_data","Subgroup","HIV+ve women on ART at delivery"
"CD012925_pub2_data","Subgroup","Physical activity levels"
"CD012925_pub2_data","Subgroup","High-risk individuals achieving optimal BP levels (systolic blood pressure < 140 mmHg)"
"CD012925_pub2_data","Subgroup","Deaths"
"CD012925_pub2_data","Subgroup","Severe hypertension"
"CD012925_pub2_data","Subgroup","Adverse pregnancy outcome"
"CD012925_pub2_data","Subgroup","Large-for-gestational-age baby"
"CD012925_pub2_data","Subgroup","Hypertensive individuals whose BP is controlled (< 140/90)"
"CD012925_pub2_data","Subgroup","Moderate or severe anaemia"
"CD012925_pub2_data","Subgroup","Infant mortality before the baby reaches 18 months"
"CD012925_pub2_data","Subgroup","Maternal mortality (before the baby reached 18 months) in HIV+ve mothers"
"CD012925_pub2_data","Subgroup","New cardiovascular disease events during follow-up"
"CD012925_pub2_data","Subgroup","Change in fasting plasma glucose"
"CD012925_pub2_data","Subgroup","Change in total cholesterol"
"CD012925_pub2_data","Subgroup","Change in predicted 10-year risk of CVD"
"CD012925_pub2_data","Subgroup","Change in tobacco use"
"CD012925_pub2_data","Subgroup","Change in alcohol use"
"CD012925_pub2_data","Subgroup","Change in depression score"
"CD012925_pub2_data","Subgroup","Change in diastolic blood pressure (DBP)"
"CD012925_pub2_data","Subgroup","Change in quality of life"
"CD012925_pub2_data","Subgroup","Mean change in body mass index (BMI)"
"CD012925_pub2_data","Subgroup","Mean change in systolic blood pressure (SBP)"
"CD012925_pub2_data","Subgroup","Mean change in glycated haemoglobin (HbA1c)"
"CD012925_pub2_data","Subgroup","Women who gave birth at a health facility"
"CD012925_pub2_data","Subgroup","Postnatal care in a health facility"
"CD012925_pub2_data","Subgroup","At least four antenatal care visits"
"CD012925_pub2_data","Subgroup","Linkage to care"
"CD012925_pub2_data","Subgroup","Never missed early infant diagnosis visit"
"CD012925_pub2_data","Subgroup","Fully vaccinated- rural"
"CD012925_pub2_data","Subgroup","Fully vaccinated - urban"
"CD012925_pub2_data","Subgroup","Reported ""slightly/much better"" change in quality of care"
"CD012942_pub2_data","Analysis.group","1"
"CD012942_pub2_data","Analysis.group","2"
"CD012942_pub2_data","Analysis.group","3"
"CD012942_pub2_data","Analysis.group","4"
"CD012942_pub2_data","Analysis.group","5"
"CD012942_pub2_data","Analysis.group","6"
"CD012942_pub2_data","Analysis.group","7"
"CD012942_pub2_data","Analysis.group","8"
"CD012942_pub2_data","Analysis.group","9"
"CD012942_pub2_data","Analysis.group","10"
"CD012942_pub2_data","Analysis.group","11"
"CD012942_pub2_data","Analysis.group","12"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 6 Sertraline versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 7 Venlafaxine versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 8 Vilazodone versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vortioxetine versus placebo, Outcome 1 Rate of treatment response measured as a reduction of at least 50% on the HAM-A"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 9 Vilazodone versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 10 Vortioxetine versus placebo, Outcome 2 Acceptability"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 3 Duloxetine versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 4 Escitalopram versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 5 Paroxetine versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 6 Sertraline versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 7 Venlafaxine versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 8 Vilazodone versus placebo, Outcome 3 Rate of treatment response (defined by study authors)"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 6 Paroxetine versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 7 Sertraline versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 8 Venlafaxine versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 8 Vortioxetine versus placebo, Outcome 4 Remission rate"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 5 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 5 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 4 Agomelatine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 5 Duloxetine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 6 Escitalopram versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 7 Imipramine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 8 Paroxetine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 9 Sertraline versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 10 Venlafaxine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 11 Vilazodone versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 12 Vortioxetine versus placebo, Outcome 4 Change in symptom levels"
"CD012942_pub2_data","Analysis.name","Comparison 1 All antidepressants versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 2 Each class of antidepressant versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 3 Agomelatine versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 4 Duloxetine versus placebo, Outcome 6 Total number of participants reporting adverse events"
"CD012942_pub2_data","Analysis.name","Comparison 5 Escitalopram versus placebo, Outcome 6 Total number of participants reporting adverse events"
